t	level_1	0.025	0.25	0.5	0.75	0.975
238.0	0	0.19688858151934568	0.3551753153863286	0.48026645670980916	0.6068482252132668	0.8759200069236364
239.0	0	0.1984374458175907	0.35876448672777617	0.4847913253818612	0.6128393366881875	0.882041195743399
240.0	0	0.2005786605020032	0.36325478637198244	0.489175787283292	0.6181083701922624	0.8879468730225298
241.0	0	0.20297920861204774	0.36653513068590066	0.4929847468399336	0.6224246902281576	0.8936836207637892
242.0	0	0.2048223287573197	0.36924235969576524	0.4965591438304795	0.6275606681691134	0.8994325518649674
243.0	0	0.20653549194975998	0.37194067734211084	0.5007833423411334	0.6324894377658339	0.9051805190777791
244.0	0	0.2082453488561934	0.3746307951791507	0.505473820995796	0.6372673982657083	0.9109263384185567
245.0	0	0.20995193611986343	0.37731339128485064	0.509134424588729	0.6421065017540967	0.9166699706309874
246.0	0	0.2116844888431085	0.38021096157642426	0.5139011599340402	0.6467929983289058	0.9226570395098515
247.0	0	0.21344190004114463	0.38427638044736057	0.5181256866647803	0.6515387386055449	0.9294386676668812
248.0	0	0.21519201200882748	0.3872016327437996	0.5220714290406081	0.6562720830025268	0.9362333547632318
249.0	0	0.2169349552712212	0.39077050273214936	0.5263099277321356	0.6609924716609843	0.9434657059478482
250.0	0	0.2188063604700663	0.3943236626049921	0.5308160395258807	0.6660098829843888	0.9512840197930637
251.0	0	0.22082793962841274	0.3977664380236234	0.5340340674145037	0.6710957886345295	0.9591058277170412
252.0	0	0.22305444113835213	0.4011586155470038	0.5379319919733252	0.6760130977970791	0.9662258122739953
253.0	0	0.2250469818496971	0.40468936037869896	0.5423240192681675	0.6814053505259529	0.9732549294115794
254.0	0	0.22734781404301393	0.40834201681675947	0.5467164738213272	0.6867976025926051	0.9802986427298889
255.0	0	0.22975006720658234	0.4121466888888326	0.550920376480351	0.6921898539463325	0.9873692191060404
256.0	0	0.2324297434593379	0.41541156066647916	0.5555046468905002	0.6971039897258193	0.9947630298660355
257.0	0	0.2349965539560896	0.41911218764946523	0.5604555501196838	0.7018665981385372	1.002445375095358
258.0	0	0.2375745940716062	0.4228881456851622	0.5651679745494844	0.7074730332436783	1.010148342155805
259.0	0	0.24016131424522436	0.4263416504348426	0.5689922653989399	0.7133353763750445	1.017884793940251
260.0	0	0.24270370089952825	0.4300141263445839	0.5729438151356713	0.7189486658834566	1.0256704001061192
261.0	0	0.2445048998392568	0.43371502584592886	0.5771347281455615	0.723841931427005	1.0335148280993414
262.0	0	0.24630528704137783	0.4376431099810112	0.581065783300323	0.7287756758521405	1.0413717503639808
263.0	0	0.24867550636130367	0.44118819039081913	0.5856669518836746	0.7337544749042696	1.049222988502253
264.0	0	0.25163587412494054	0.4450334093108996	0.5892904762414221	0.7387782030452714	1.0570231352259019
265.0	0	0.2544593307360506	0.44870318600722625	0.5933444759343742	0.743840399798239	1.0640636415005469
266.0	0	0.2563987851645508	0.45198186624843256	0.5982819384040531	0.7491201204137955	1.071107716709477
267.0	0	0.2583372701768652	0.454888936315662	0.602257800346367	0.7544811085337857	1.0781604023612668
268.0	0	0.26019160904566735	0.4588684152162008	0.6063550936554178	0.7600449557675777	1.0852323504222174
269.0	0	0.2620431270133893	0.4617248538764625	0.6108739074254699	0.76462314275582	1.0923427191119643
270.0	0	0.2637945777595814	0.4645835471858878	0.615494565477389	0.7703495189790863	1.0995246122964935
271.0	0	0.2655503883065699	0.4674466716553194	0.6193987564482716	0.7767982810327826	1.1068286457518515
272.0	0	0.2673119865550002	0.4706879157394829	0.6230493689004761	0.782556591761773	1.1142914015267147
273.0	0	0.26908113089462876	0.4754152594160847	0.627580335066101	0.7874412005367492	1.1218734787314368
