mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.1069739	0.66729289	0.52502808	0.22477087	-3.3606248	0.033548959	-1.9371955	0.12595629	0.88298519	3.4366667	1.0934708	0.59222225	3.0955962	0.61063343	-6.3700313	-8.3084319	-0.66089811	0.0017091794	0.00024636945	0.51638735	0.016114269	0.0083102506
4.1108949	0.66596264	0.5259876	0.24197826	-3.2060642	0.038938153	-1.9643807	0.12299374	0.88911324	3.3821981	1.1852085	0.50713633	2.8745972	0.70417868	-6.4112906	-7.6858444	-1.1606905	0.0016402081	0.00045907195	0.31326981	0.0080364522	0.008048882
4.1208044	0.66860998	0.52627	0.23930707	-3.37599	0.033054322	-1.9163979	0.12826378	0.88243944	3.4657065	1.1234359	0.52727975	2.9173762	0.86506247	-6.8859519	-6.8852435	-0.70064826	0.0010209993	0.0010217221	0.49626349	0.010936059	0.010058175
4.1214278	0.67417079	0.5161635	0.23275929	-3.0755942	0.044125271	-2.0512947	0.11392162	0.88887036	3.3777203	1.2257771	0.59964824	2.8082181	0.7877734	-6.402664	-8.9602774	-0.27605836	0.0016543953	0.00012839414	0.75876865	0.010256737	0.0044576659
4.1275846	0.68003791	0.51985553	0.25668355	-3.4957127	0.029434463	-1.8718949	0.13332262	0.88667402	3.4379701	1.1187724	0.50652153	3.1277756	0.79335026	-6.6231621	-7.3194474	-0.77724394	0.0013274567	0.00066208958	0.45967115	0.012483208	0.018961298
4.1090037	0.68600211	0.5113267	0.25148604	-3.5039494	0.029200068	-1.9691698	0.12247809	0.88450727	3.4271081	1.161748	0.56235459	3.184642	0.73901765	-6.4493353	-9.0238809	0.50634897	0.0015790756	0.00012048305	1.6592222	0.0097052777	0.0018387548
4.0924934	0.67486349	0.52335013	0.25222924	-3.3603537	0.03355775	-1.9270783	0.12707432	0.88568156	3.2632436	1.2352923	0.52148643	2.9302959	0.82213483	-6.6064502	-8.0694243	-0.49732976	0.0013497972	0.00031286547	0.60815241	0.011927645	0.011333838
4.1136889	0.67616127	0.51527063	0.24454198	-3.2363456	0.03782065	-1.9724984	0.12212079	0.88192352	3.3892656	1.1588469	0.56930362	2.9022582	0.72012519	-6.4347304	-6.7452919	-1.8319881	0.0016022699	0.0011750229	0.16009497	0.0098240252	0.00022206084
4.1049808	0.67163985	0.51461993	0.27253315	-3.5656226	0.027501643	-1.8914119	0.13108357	0.88653344	3.4661952	1.1035154	0.51584333	3.0729212	0.68901407	-6.5938461	-9.8020076	1.2650335	0.0013668945	5.5337322e-05	3.5432116	0.0089676107	0.00037149536
4.1145627	0.67947719	0.51821653	0.23934763	-3.3584802	0.033618565	-1.9140802	0.12852316	0.88277332	3.3782406	1.1416801	0.5481361	3.1144227	0.63638352	-6.7162827	-6.8024882	-1.1737125	0.0012095668	0.0011097743	0.30921684	0.0081497193	0.025956273
4.1067392	0.66587383	0.51577077	0.24761936	-3.3647939	0.033414046	-1.8911914	0.13110869	0.8918921	3.4716188	1.1062409	0.56680836	2.994197	0.7311312	-6.6111523	-6.3851055	-2.2488862	0.0013434737	0.0016836511	0.10551668	0.012100006	0.00021272915
4.1068572	0.67980201	0.51040695	0.24994143	-3.3526196	0.033809488	-1.9625628	0.12318996	0.88731285	3.3917887	1.1246555	0.55659797	3.0033233	0.59718824	-6.6841865	-6.9850488	-0.65887422	0.0012489697	0.00092476212	0.51743352	0.011520366	0.00046660152
4.091284	0.66768171	0.53249906	0.24531275	-3.5888389	0.026887481	-1.9060126	0.12942948	0.88591282	3.3688446	1.1860419	0.5621054	3.244095	0.63171674	-6.3211155	-9.412903	0.37729153	0.0017947101	8.1656863e-05	1.4583294	0.0087789444	0.0020611317
4.1187714	0.67421598	0.50658569	0.25004045	-3.137914	0.04157015	-2.0049536	0.1186838	0.8853464	3.3723539	1.166509	0.5360026	2.8860578	0.77176924	-6.6597082	-8.3060748	-0.14296904	0.0012798801	0.00024695073	0.8667809	0.011611436	0.02195526
4.1211952	0.66543897	0.52169526	0.2500832	-3.197271	0.039268549	-1.9682914	0.12257253	0.88733901	3.4713975	1.1162763	0.60304641	3.1043777	0.58095157	-6.4021255	-8.2702168	-0.67591123	0.0016552849	0.00025596424	0.50869267	0.0084103444	0.0014232186
4.1051909	0.67705342	0.52353588	0.24362102	-3.2520029	0.037254984	-1.9880532	0.12046298	0.88610184	3.3623719	1.1918443	0.5279446	2.954806	0.6905933	-6.7325826	-9.0190528	0.79605904	0.0011900341	0.0001210661	2.2167874	0.014612138	0.016180994
4.1177364	0.67509562	0.53193572	0.21294086	-3.2795229	0.036280393	-1.9531209	0.12421346	0.88352264	3.3169594	1.1663838	0.56996179	2.7333121	0.67073572	-6.4717517	-6.7816578	-1.0806721	0.0015441263	0.0011331074	0.33936735	0.0077837244	0.0046088547
4.1043306	0.69177325	0.5349379	0.23141404	-3.3321847	0.034483418	-1.9608649	0.12337348	0.88899393	3.4411768	1.1012645	0.51761965	3.1256557	0.79061318	-6.8747227	-8.2382784	1.6390088	0.001032517	0.00026426908	5.1500623	0.0064878305	0.0086882743
4.1145893	0.65820856	0.5085531	0.24297897	-3.2371584	0.037791084	-1.9856592	0.12071686	0.87871289	3.2889437	1.156763	0.56443997	3.0020674	0.63366835	-6.2217051	-6.7103805	-2.6535697	0.0019819203	0.0012167182	0.070399459	0.0092259072	0.013225716
4.1048667	0.68003005	0.52416679	0.27173375	-3.2074008	0.038888165	-1.9657926	0.12284152	0.89176389	3.3924691	1.0914978	0.58501218	2.9595988	0.72466816	-6.801276	-9.4069637	1.8404698	0.0011111189	8.2143252e-05	6.2994974	0.01176357	0.010862979
4.1247364	0.68775656	0.50848923	0.24846782	-3.1998344	0.039171955	-2.0025384	0.11893667	0.88799455	3.4438824	1.1758482	0.47403736	2.8645965	0.95648692	-6.7515362	-8.9954147	0.93017443	0.0011677171	0.00012396161	2.5349513	0.0080543291	0.0028640456
4.1146966	0.67694587	0.52753171	0.23621615	-3.2435807	0.037558242	-1.990075	0.12024893	0.88901246	3.3774633	1.1700552	0.52737924	2.7493206	1.074087	-6.7059641	-8.3833922	0.34311283	0.0012220971	0.0002285808	1.4093278	0.006621193	0.012193625
4.1174009	0.67377556	0.51685079	0.2386942	-3.1550715	0.04089191	-1.9293434	0.12682327	0.88614003	3.4282938	1.1446798	0.51659038	2.6476596	0.77508886	-6.5893871	-8.5549321	0.68806043	0.0013729947	0.00019255578	1.9898523	0.0056839002	0.014379761
4.1038162	0.67354238	0.52046199	0.25288405	-3.6151778	0.026206858	-1.8840121	0.13192872	0.88789421	3.3145996	1.1993831	0.57843447	3.2333657	0.78488696	-6.6782926	-7.88324	-0.90543598	0.0012563435	0.00037686747	0.40436555	0.010479338	0.0074107268
4.1009268	0.67050982	0.51641588	0.24577919	-3.5284666	0.028513032	-1.914928	0.12842823	0.88772569	3.3248508	1.1885277	0.58757878	3.1306874	0.76087544	-6.6885257	-8.2137184	0.029867529	0.0012435687	0.0002708381	1.030318	0.011155007	0.016982565
4.1212309	0.6776772	0.52108661	0.24120334	-3.1003456	0.043093002	-1.993933	0.11984139	0.88472276	3.4808323	1.1157048	0.49435207	3.0196564	0.72496546	-6.4442848	-8.2309782	-0.59241468	0.0015870582	0.00026620484	0.55299038	0.010144168	0.0017591716
4.1089236	0.6800865	0.52565955	0.22412907	-3.3668312	0.033348307	-1.9587396	0.12360352	0.89043478	3.4878959	1.1287602	0.59138225	3.0044872	0.71765207	-6.8101324	-7.2726034	-0.16949823	0.0011013326	0.00069382036	0.84408825	0.0070169393	0.00094694221
4.1089647	0.67104343	0.52373099	0.2719786	-3.2867348	0.036029078	-2.010628	0.11809156	0.88098347	3.400128	1.1797058	0.51428985	2.9563565	0.78314247	-6.3108379	-9.1285931	-0.24937228	0.0018132169	0.00010850637	0.77928981	0.014868194	0.017928009
4.1098894	0.64910959	0.52718084	0.28325801	-3.5595406	0.027664777	-1.9038856	0.12966934	0.8872436	3.4580738	1.1577575	0.522861	3.0758967	0.66524414	-6.8196428	-7.4213856	-0.83309522	0.0010909195	0.00059796177	0.43470171	0.0079663746	0.0019053329
4.1351103	0.65233861	0.52585314	0.2701375	-3.4302241	0.031364124	-1.9218163	0.12765916	0.88622401	3.4064535	1.1763577	0.50965199	2.8643373	0.75246021	-6.305986	-9.2842601	0.44787298	0.0018220197	9.2866003e-05	1.5649799	0.011915851	0.023065821
4.092195	0.65757442	0.52775001	0.27444605	-3.3156898	0.035036843	-1.9847534	0.12081304	0.89113111	3.416875	1.1620166	0.50404084	2.9180619	0.81599435	-6.767418	-5.9435193	-1.6548349	0.0011493394	0.0026159219	0.1911236	0.0090433776	0.0018057759
4.129919	0.653342	0.53745665	0.26690061	-3.0513615	0.045158731	-2.0641807	0.11262732	0.88792598	3.4086195	1.1562829	0.45003462	2.5222321	0.99040846	-6.5014106	-10.034372	1.9236167	0.0014990694	4.3864042e-05	6.8456722	0.0078709819	0.00036708109
4.1279104	0.63908064	0.52452954	0.25467359	-3.1221149	0.042204197	-2.0154943	0.1175857	0.88392307	3.4127496	1.1533171	0.47375783	2.4749014	1.0362989	-6.5571432	-9.8044466	0.75537811	0.0014179231	5.5202528e-05	2.1284161	0.013177379	0.0012600048
4.0858504	0.66630315	0.53026009	0.24556602	-3.5206962	0.028729063	-1.9303778	0.12670877	0.88451798	3.3972976	1.1758622	0.50497599	3.0530138	0.82945636	-6.4757698	-6.744967	-2.0478087	0.0015379439	0.0011754043	0.12901731	0.0083029948	0.017683564
4.1040645	0.66049914	0.52538366	0.25467926	-3.1072422	0.042809509	-2.0607595	0.1129697	0.88962652	3.502461	1.1005674	0.64076086	2.7653186	0.87404899	-6.6738503	-10.345312	1.319742	0.0012619299	3.2142103e-05	3.7424558	0.013517135	0.0015347638
4.1044153	0.65150997	0.5278065	0.26261456	-3.0354123	0.045851459	-2.0548147	0.11356679	0.89457193	3.462628	1.0692946	0.47097836	2.7264572	0.77958475	-6.371722	-8.5269666	-0.89042068	0.001706297	0.00019801563	0.41048304	0.0113678	0.0016214832
4.1088232	0.67071898	0.50856877	0.26626222	-3.1726689	0.040207293	-2.0293023	0.11616054	0.89222269	3.427209	1.1980465	0.62577454	2.9055032	0.76461415	-6.090386	-9.6022484	-1.0102198	0.0022594182	6.7572061e-05	0.36413894	0.016767689	0.0023899474
4.0985101	0.65812823	0.53176086	0.28498514	-3.4945097	0.02946885	-1.9026763	0.12980587	0.87825826	3.444474	1.1480578	0.4677012	2.751503	0.91758297	-6.9696722	-8.7658576	0.44739042	0.00093907826	0.000155944	1.5642249	0.0065087172	0.017809142
4.1081911	0.65145916	0.52122329	0.25766715	-2.9953819	0.047634938	-2.0584496	0.11320137	0.88426306	3.3967484	1.0931578	0.49679689	3.0804674	0.68157782	-6.4915277	-7.8121711	-1.6193706	0.0015139354	0.00040461449	0.19802329	0.021844177	0.0078386309
4.1098846	0.6679528	0.52604056	0.27466018	-3.5219098	0.028695218	-1.9417706	0.12545346	0.88144327	3.3266959	1.1247789	0.52075629	3.0686491	0.8355248	-6.6834656	-8.0017853	0.69680353	0.0012498693	0.00033475215	2.0073261	0.0047506664	0.013678736
4.1071815	0.66190154	0.52193627	0.25877457	-3.297197	0.035667473	-1.8785964	0.13255018	0.88275345	3.4814908	1.1394147	0.55781303	2.7048257	0.74794877	-6.8902337	-6.4535144	0.11773677	0.0010166414	0.0015725006	1.124948	0.0054671431	0.0079739062
4.100557	0.65848035	0.52678949	0.26537766	-3.1450185	0.041288014	-2.0102276	0.11813327	0.88932294	3.4254366	1.1789277	0.51621237	3.1144758	0.97412709	-6.4666825	-8.189014	-0.82580778	0.0015519615	0.00027761046	0.43788114	0.0076503657	0.0044253989
4.1047601	0.67250226	0.50919773	0.23308148	-2.9315188	0.05061729	-2.0060864	0.11856537	0.88057187	3.2971782	1.2178087	0.64323364	2.6043108	0.81843632	-6.7238907	-7.3381798	-1.0356634	0.0012004104	0.00064981047	0.35499081	0.013699855	0.007764686
4.1178571	0.66837917	0.52742339	0.26362712	-3.1769645	0.040041852	-1.9685439	0.12254537	0.89166113	3.4917807	1.0869841	0.53359215	3.1050873	0.85037267	-6.3870132	-9.4565697	0.36397135	0.0016804477	7.8168181e-05	1.439033	0.0086594773	0.010272996
4.0983169	0.67009394	0.526149	0.25197937	-3.3332811	0.034446934	-2.0458627	0.1144711	0.8929609	3.4894556	1.0787959	0.55513464	2.9840313	0.66941563	-6.7599602	-9.4790688	0.80822447	0.0011579329	7.642924e-05	2.2439203	0.012100335	0.011524419
4.1087685	0.66749602	0.51224017	0.22326922	-3.4458186	0.030893804	-1.9506824	0.12447896	0.8788626	3.2793559	1.2469359	0.55751711	3.1151434	0.7332397	-6.4951593	-7.6879662	-0.92290882	0.0015084556	0.00045809939	0.3973615	0.011209064	0.0093328964
4.1281468	0.66708328	0.52351706	0.24300957	-3.080822	0.043905295	-1.9704921	0.12233604	0.89357849	3.5217755	1.0972248	0.5168182	2.6279488	0.8188045	-6.6638319	-8.7390658	-0.18756754	0.0012746198	0.00016017783	0.82897313	0.01517631	0.015806961
4.1136453	0.6724684	0.5178696	0.23804592	-3.3718023	0.03318843	-1.888484	0.13141742	0.88068786	3.3712093	1.1990884	0.52858078	2.7803704	0.90822079	-6.3510826	-8.9415792	0.28117251	0.001741818	0.00013081715	1.3246821	0.0076221661	0.0059502389
4.1125969	0.67153135	0.52008409	0.24232874	-3.2601023	0.036965568	-1.9804878	0.12126685	0.88790982	3.3191514	1.1896467	0.5696032	3.0690283	0.66695333	-6.4702782	-9.1398148	-0.46044403	0.0015463997	0.00010729569	0.6310034	0.020962497	0.0093118753
4.132543	0.6725914	0.52106609	0.23755831	-3.5305437	0.028455553	-1.9291068	0.12684948	0.88313357	3.406622	1.1274384	0.5485887	2.95852	0.80138658	-6.6615931	-8.2424384	-0.48655909	0.001277473	0.00026317231	0.61473802	0.0041018826	0.012090734
4.1323636	0.65403736	0.51154117	0.26886526	-3.4557019	0.03059927	-1.8860821	0.13169184	0.88310958	3.4343498	1.1211138	0.53592509	2.80217	0.82735507	-6.5789652	-8.7303353	0.41572769	0.0013873587	0.00016158215	1.5154731	0.0083674714	0.0048187876
4.0944731	0.6682862	0.52857027	0.26682668	-3.2852161	0.036081862	-1.9826257	0.12103922	0.88742298	3.3181756	1.1757104	0.49593721	2.9806681	0.79794067	-6.4572785	-8.59253	-0.67498317	0.001566602	0.00018545181	0.50916499	0.013248104	0.0055685302
4.0775425	0.66920657	0.51315884	0.26593953	-3.4206367	0.031656704	-1.9125283	0.12869708	0.88365028	3.4557741	1.1454376	0.56162568	2.987564	0.8871647	-6.6925118	-7.0443467	-1.5507159	0.0012386278	0.00087156627	0.21209609	0.0084603334	0.015617844
4.0752983	0.6764721	0.51926408	0.27707839	-3.2449265	0.037509627	-1.9777943	0.12155416	0.88995903	3.4337305	1.0909133	0.6109631	2.9856902	0.70371599	-6.7585759	-7.5785174	-0.49761096	0.0011595352	0.00051105743	0.60798142	0.013959452	0.0047240138
4.1036296	0.67813882	0.49704399	0.29034973	-3.2442969	0.037532362	-1.9635764	0.12308052	0.88134543	3.2672772	1.1837721	0.50067216	3.0456442	0.61093689	-6.2699853	-9.5801622	0.30168792	0.0018886826	6.908097e-05	1.3521392	0.0081828289	0.011972753
4.1135107	0.6844475	0.51240173	0.24841761	-3.3871308	0.032700089	-1.9328272	0.12643798	0.88735904	3.480756	1.1381216	0.47193959	2.8694034	0.70863396	-6.5598422	-6.937126	-1.4952171	0.0014141066	0.00097011442	0.22419992	0.0089888053	0.00035921795
4.1136098	0.67057224	0.50006264	0.27779855	-3.3192687	0.034916043	-1.9410351	0.12553418	0.88524495	3.3848472	1.2218433	0.57837494	2.9258978	0.54618558	-6.6278495	-8.8507891	0.58553251	0.0013212571	0.00014324812	1.7959471	0.013535259	0.019151358
4.0990603	0.68264597	0.51618739	0.24553507	-3.6217133	0.026040586	-1.8800339	0.13238498	0.89075107	3.4179443	1.085261	0.50496711	2.9821415	0.90010924	-6.6104918	-7.5743706	-0.72277317	0.0013443602	0.00051317998	0.48540428	0.023524148	0.01912464
4.1125777	0.67113514	0.52758029	0.2472926	-3.3654973	0.033391333	-1.9459401	0.12499673	0.88176408	3.2874604	1.1727113	0.57492482	3.1584509	0.58803693	-6.6002825	-7.8798634	-0.079939375	0.0013581367	0.00037814167	0.92317231	0.00346178	0.0040434103
4.1045255	0.67665111	0.5291584	0.26508359	-3.7307011	0.023414632	-1.8178134	0.13969645	0.88909493	3.4427041	1.1294464	0.51017237	3.0796557	0.72333467	-6.3465588	-9.500067	0.65289088	0.0017497015	7.4841214e-05	1.9210864	0.019268353	0.016849735
4.1014073	0.66715127	0.52460084	0.24597077	-3.6156192	0.026195595	-1.8674843	0.13383308	0.88550001	3.3951091	1.1544118	0.48901588	3.0268064	0.65898618	-6.2865349	-9.1348265	-0.013220606	0.0018577404	0.00010783219	0.9868664	0.01418995	0.006443493
4.1029002	0.66551776	0.53049039	0.18449215	-3.1973347	0.039266144	-1.9994476	0.11926094	0.88778418	3.4367619	1.1487143	0.60430451	3.0102044	0.65704084	-6.8139913	-6.9005379	-1.0312704	0.0010970956	0.00100623	0.35655369	0.0091911348	0.004025986
4.0931114	0.66314188	0.53100332	0.25204893	-3.2060721	0.038937857	-1.9794352	0.12137906	0.88366368	3.3620839	1.1219925	0.54023337	3.0445975	0.63242983	-6.5612743	-9.4176212	0.94583513	0.0014120858	8.127253e-05	2.5749629	0.018919512	0.0070407461
4.1105443	0.66825257	0.53558752	0.25291775	-3.5267545	0.028560497	-1.9065058	0.12937392	0.88839063	3.3016948	1.2599302	0.54283417	2.9520237	0.69147413	-6.6233063	-6.4138324	-1.4718229	0.0013272655	0.0016360511	0.22950673	0.0072431094	0.0054505601
4.1047548	0.68423063	0.5166272	0.23114731	-3.3699721	0.033247204	-1.958715	0.12360618	0.89009907	3.4882801	1.0958656	0.61711115	3.1293757	0.63583139	-6.5202035	-8.1216446	-0.97046066	0.0014712017	0.00029695153	0.37890845	0.0093277372	0.0063743651
4.1026917	0.68366147	0.51848358	0.24196371	-3.7681488	0.022573448	-1.7989691	0.1419766	0.88460344	3.3845498	1.1649647	0.49726812	2.6052041	1.0606334	-6.3966897	-9.2064074	0.67297078	0.0016642921	0.000100384	1.9600516	0.0093411909	0.0056389649
4.10424	0.6669373	0.51662064	0.29383237	-3.0366798	0.045796041	-2.0918099	0.10989541	0.89093985	3.4778938	1.0997672	0.57823835	2.6659114	0.52906233	-6.8414612	-7.1235879	-0.62291397	0.0010674004	0.00080522125	0.53637917	0.0071361103	0.0055070274
4.093873	0.67123994	0.51517779	0.28463468	-3.1538687	0.040939111	-2.0625118	0.11279423	0.88742866	3.3955931	1.1390242	0.57767781	3.0199051	0.60441828	-6.6422356	-7.5671494	-0.5541025	0.00130241	0.00051689727	0.57458772	0.0099124187	0.01089058
4.1235932	0.65886678	0.52657881	0.2922009	-3.5449389	0.028060276	-1.9121417	0.12874043	0.88182184	3.2735649	1.1902257	0.57152213	3.090899	0.635807	-6.3701175	-10.099557	1.2075674	0.0017090323	4.1096069e-05	3.3453368	0.011486206	0.0029163334
4.0891779	0.66226484	0.5109925	0.27514508	-3.5973908	0.026664629	-1.8625741	0.1344033	0.88888937	3.4482155	1.0840754	0.51062868	3.1203844	0.67563018	-6.693749	-5.8140553	-2.2281639	0.0012370981	0.0029764139	0.10772605	0.0095546357	0.0003381729
4.1225903	0.653218	0.52093769	0.27784674	-3.4252351	0.031516047	-1.8290773	0.13834823	0.88572055	3.3873853	1.1035057	0.54991839	3.0524512	0.62658341	-6.6270012	-6.6523194	-1.6070125	0.0013223769	0.0012893597	0.20048566	0.0076744463	0.0010299185
4.1004675	0.65148343	0.52339033	0.28779266	-3.3642464	0.033431733	-1.9750841	0.12184385	0.88612397	3.408217	1.2041217	0.57587873	3.111915	0.70140636	-6.2619007	-9.2332586	0.19066971	0.0019039845	9.7724687e-05	1.2100597	0.011219835	0.0037783413
4.1049754	0.6566036	0.52542196	0.26506872	-3.1628843	0.040586594	-1.940177	0.12562841	0.88037508	3.3670294	1.1140385	0.54045061	2.8579626	0.77386108	-6.7195187	-8.4510044	0.84634706	0.0012056637	0.00021364004	2.3311158	0.011142298	0.0055255175
4.1096191	0.65597018	0.5265163	0.24676216	-3.2203058	0.03840869	-1.8840596	0.13192328	0.89094252	3.3281645	1.1508769	0.56362959	3.0287116	0.64348664	-6.2665208	-7.8893536	-1.3165987	0.0018952249	0.00037457137	0.26804546	0.011116538	0.013000688
4.0955187	0.64371069	0.5270614	0.25575227	-3.3290526	0.034587852	-1.9660323	0.12281569	0.88213099	3.516679	1.1467203	0.54632598	3.1049092	0.63724406	-6.7042068	-7.5309423	-0.49170341	0.0012242439	0.00053594536	0.61158373	0.014944342	0.0047021561
4.0955084	0.6682542	0.53879301	0.23068012	-3.2596403	0.036982018	-1.9162171	0.128284	0.89292211	3.3608743	1.1340129	0.58192896	3.0098516	0.59176616	-6.6006984	-7.7120926	-1.2354269	0.0013575728	0.00044718424	0.29071062	0.0080821121	0.0038644774
4.1166542	0.66520092	0.50848957	0.24387982	-3.1509033	0.041055702	-1.9437499	0.12523647	0.8816015	3.3773515	1.118375	0.55696406	3.1474788	0.55890389	-6.7117554	-8.9265193	0.47142	0.0012150487	0.00013280189	1.6022678	0.014171423	0.013213787
4.1193578	0.66582834	0.50850399	0.23596318	-3.2796579	0.036275673	-1.9627168	0.12317333	0.88633526	3.4408723	1.1471044	0.56500929	3.0868173	0.66212935	-6.6976007	-8.7445968	1.2395755	0.0012323482	0.00015929446	3.4541468	0.00820749	0.015481918
4.0946895	0.68362092	0.52693132	0.25872956	-3.6336101	0.025740549	-1.8127782	0.14030269	0.89073237	3.3248192	1.1894786	0.55124756	3.200979	0.76915631	-6.3666487	-7.2072669	-1.8108263	0.0017149607	0.00074063114	0.16351896	0.011400514	0.021631631
4.091765	0.66351233	0.51511204	0.25293962	-3.0436184	0.045493786	-2.0185937	0.11726449	0.8830458	3.4576224	1.0604525	0.55227529	2.977101	0.63222026	-6.6946097	-10.232616	1.4695329	0.0012360351	3.5976243e-05	4.3472043	0.010481341	0.00043597382
4.10719	0.66032857	0.52550097	0.29170135	-3.655476	0.025197846	-1.7978129	0.1421175	0.88749844	3.3282268	1.1764849	0.56604326	3.0687766	0.60669098	-6.5287752	-6.672939	-2.1183445	0.0014586631	0.001263079	0.12023051	0.012531761	0.012343073
4.1012268	0.66026019	0.52129223	0.27356329	-3.4272538	0.031454488	-1.9956537	0.11966001	0.88428497	3.2762621	1.236108	0.58037813	3.2185258	0.8677836	-6.666921	-9.3867262	1.2731824	0.0012706934	8.382242e-05	3.5722025	0.010037634	0.0069335082
4.104089	0.67483191	0.52993096	0.28094073	-3.5777131	0.02718012	-1.8205919	0.13936286	0.88707944	3.4054296	1.1736115	0.52187097	2.9403717	0.73497941	-6.3516934	-8.4592192	-0.60792421	0.0017407562	0.00021189259	0.54447992	0.008789463	0.0045766216
4.1065096	0.64858233	0.50632984	0.28970257	-3.3774723	0.033006978	-1.9003225	0.13007198	0.88851312	3.4036274	1.131924	0.5226247	2.9409646	0.88406169	-6.6193873	-7.9069243	-0.59599607	0.0013324703	0.00036804976	0.55101345	0.013495538	0.0047565418
4.1172091	0.65279179	0.50798941	0.2642934	-3.4967329	0.029405334	-1.8913323	0.13109263	0.88415275	3.3706498	1.1473555	0.5221505	2.899893	0.88950716	-6.6351862	-7.6709212	-0.70632016	0.0013116116	0.00046597096	0.4934567	0.0096878256	0.016123189
4.1079442	0.68065295	0.5206326	0.2462136	-3.2965449	0.035689909	-2.0250073	0.11660222	0.88876663	3.3899005	1.1293638	0.54630125	2.9919543	0.82231919	-6.5259757	-8.5055414	-0.55971773	0.0014627463	0.00020230305	0.57137032	0.013981652	0.0056190757
4.1032289	0.65260637	0.51869965	0.23536779	-3.1299782	0.041887482	-1.9893704	0.12032349	0.88245262	3.3403569	1.1995331	0.60949119	2.8997078	0.74709889	-6.4440466	-8.6826926	-0.62892089	0.0015874357	0.00016946535	0.53316684	0.0092393849	0.0016723694
