mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param3	mean_use_param1	mean_use_param2	mean_use_param3	sex1_use_param1	sex1_use_param2	sex1_use_param3	sex2_use_param1	sex2_use_param2	sex2_use_param3	beta_extra	beta_tx
4.1032287	0.65343106	0.51538647	0.24990892	-3.2696307	0.036627856	-1.9926355	0.11997832	0.8869474	3.3212704	1.1850328	0.64784234	2.8297959	0.70559235	-6.4182248	-8.9851814	0.77851472	1.0	0.0016371854	0.00018872934	1.0	0.0016072158	6.3824732e-05	1.0	0.0016508607	0.00024572373	1.0	0.010871076	0.0058156627
4.1106839	0.67229842	0.52908371	0.2134619	-3.2601292	0.036964609	-1.97019	0.12236849	0.88779996	3.3792406	1.1208394	0.45732576	2.6688792	0.95362893	-6.7891211	-7.8670821	-0.32892057	1.0	0.0011537194	0.00059235143	1.0	0.0010553176	0.00018888817	1.0	0.0011986205	0.00077645307	1.0	0.012216548	0.012020071
4.0944065	0.66097831	0.51477634	0.24217332	-3.397393	0.03237704	-1.8949844	0.1306772	0.87966612	3.5007253	1.109424	0.49359432	2.7005809	0.85650587	-6.8636661	-7.6788282	1.2072101	1.0	0.0011532509	0.00048310646	1.0	0.00084115324	0.00041603741	1.0	0.0012956621	0.00051371029	1.0	0.0069141253	0.0093852342
4.0992767	0.65862952	0.51453967	0.29613024	-3.3297824	0.034563491	-1.8716115	0.13335537	0.88649664	3.3600886	1.1390867	0.48552629	2.6190969	1.0616951	-6.8459984	-7.4209952	-0.21340089	1.0	0.0012264784	0.00055726089	1.0	0.00079253662	0.00080795783	1.0	0.0014244874	0.00044286703	1.0	0.0085663464	0.013865141
4.1248137	0.66724453	0.52527238	0.2319836	-3.0258179	0.046273041	-2.0423349	0.11482919	0.88540369	3.4172443	1.0882245	0.46170577	2.6633629	0.74480407	-6.3044661	-9.4011719	-0.067293954	1.0	0.0017447192	0.0001157069	1.0	0.0021100817	4.6318616e-05	1.0	0.0015780031	0.00014736901	1.0	0.0097756986	0.0080612133
4.1100193	0.66330095	0.51908084	0.23784785	-3.0535912	0.045062683	-2.0690601	0.11214058	0.88292642	3.4221689	1.1246505	0.50581462	2.8596001	0.73661286	-6.2884791	-9.0666157	-1.406386	1.0	0.0017384589	0.00022861905	1.0	0.0023707286	4.2499279e-05	1.0	0.0014499521	0.00031354612	1.0	0.0087807374	0.005420839
4.1017621	0.67172609	0.52026348	0.2241268	-3.343589	0.034105728	-1.9267765	0.1271078	0.88424443	3.4312731	1.1885724	0.45991015	3.0564674	0.72140215	-6.6731568	-7.3961197	0.71422775	1.0	0.0013246765	0.00074590301	1.0	0.0011270912	0.00042043848	1.0	0.0014148354	0.00089441356	1.0	0.015752284	0.0052366518
4.1097842	0.67787162	0.51574171	0.22910425	-3.0559621	0.044960769	-2.075898	0.11146158	0.88678186	3.4347761	1.0886673	0.59605972	2.9920229	0.62804723	-6.6319631	-8.9895452	0.21028708	1.0	0.0012303113	0.00032152717	1.0	0.0017176046	3.4346646e-05	1.0	0.0010079577	0.00045256861	1.0	0.013501026	0.0024437516
4.0980116	0.6786663	0.52860589	0.23625184	-3.3503898	0.033882403	-1.951361	0.12440503	0.8802068	3.4012765	1.2000354	0.64156867	3.1148949	0.61047276	-6.4025726	-9.405795	-0.012171664	1.0	0.0015398053	0.00010881649	1.0	0.0022589873	4.9826668e-05	1.0	0.0012116401	0.00013573374	1.0	0.0078021218	0.00042130539
4.1221072	0.64577484	0.52161694	0.26179419	-3.1932876	0.039419103	-1.9983462	0.11937667	0.88559796	3.3384814	1.1658162	0.589498	2.853255	0.74190571	-6.9575465	-8.3900062	-1.319946	1.0	0.00097763441	0.0002272447	1.0	0.0008864238	0.00022661956	1.0	0.0010192541	0.00022752996	1.0	0.01246527	0.00050411306
4.1014731	0.65508895	0.53671918	0.24881702	-3.5481389	0.027973133	-1.8514093	0.13570751	0.88342195	3.4244123	1.1559698	0.5481849	2.9418081	0.8148618	-6.6856325	-8.8212519	1.4779191	1.0	0.0012026132	0.00022981812	1.0	0.0013954579	7.2130198e-05	1.0	0.0011146175	0.00030177165	1.0	0.011128928	0.0083342237
4.1168299	0.65387083	0.53574796	0.21933612	-3.2558605	0.037116868	-1.9815242	0.12115645	0.88721828	3.3874156	1.1340908	0.59135366	2.9778091	0.66459242	-6.6078597	-8.3271295	0.5661001	1.0	0.001311542	0.00049880376	1.0	0.0014615019	8.5008654e-05	1.0	0.0012431148	0.00068761986	1.0	0.010144641	0.011850256
4.0974674	0.66926094	0.51793894	0.24641315	-3.4493229	0.030789057	-1.8515599	0.13568985	0.88630703	3.3343646	1.1726918	0.56790492	3.0824789	0.7044207	-6.5531564	-8.9209169	-0.22668913	1.0	0.0013616474	0.00028925906	1.0	0.0016435441	4.4473397e-05	1.0	0.0012330171	0.00040095558	1.0	0.010252103	0.0033994875
4.0993896	0.66473103	0.54388218	0.1963748	-3.4998665	0.029316028	-1.9060674	0.12942331	0.88448993	3.4156792	1.1101036	0.54352969	3.2281256	0.71415979	-6.6555254	-8.7130463	-0.03440266	1.0	0.0014211158	0.00020713754	1.0	0.0010336923	0.00010687016	1.0	0.0015978985	0.00025288988	1.0	0.011361158	0.0022460352
4.1009993	0.66822224	0.5361901	0.22003616	-3.1631547	0.040576062	-1.9682152	0.12258072	0.88583901	3.3892734	1.180648	0.55034006	3.0321467	0.6416441	-6.5548977	-8.2245879	0.13555538	1.0	0.0014405341	0.00031257911	1.0	0.0013722607	0.00019629904	1.0	0.0014716875	0.00036563809	1.0	0.008104653	0.0032679476
4.1047678	0.64906049	0.55165505	0.25974037	-3.2628183	0.036869003	-1.9774071	0.12159551	0.88492589	3.3841232	1.1589458	0.55677125	2.8410787	0.79532139	-6.3445055	-9.1015227	-0.29949802	1.0	0.0016520722	0.000184127	1.0	0.0021738346	5.0725442e-05	1.0	0.0014139902	0.00024499857	1.0	0.015743903	0.019715912
4.1207409	0.65761894	0.52736075	0.28512421	-3.3712794	0.033205213	-1.9138361	0.1285505	0.88575431	3.4815763	1.0838317	0.59555156	3.1312614	0.67692337	-6.5580276	-8.6182359	0.84916033	1.0	0.0015726049	0.00020999753	1.0	0.0011312336	0.0001333588	1.0	0.0017740042	0.00024496804	1.0	0.0092368828	0.002768145
4.1017276	0.63963629	0.53271162	0.27817179	-3.0849016	0.043734362	-2.0638026	0.11266512	0.88665726	3.3210607	1.211294	0.56179481	3.0217594	0.62758536	-6.640664	-8.5926653	-0.6733019	1.0	0.0012418525	0.00050515314	1.0	0.0015365473	4.8158214e-05	1.0	0.0011073823	0.00071368146	1.0	0.011746251	0.0064463753
4.0982196	0.64770462	0.52809806	0.26779481	-3.3108221	0.035201787	-1.9090067	0.12909248	0.88495645	3.3876667	1.1918071	0.51357698	2.8241401	0.73890284	-6.2146339	-9.2663551	0.27893048	1.0	0.0018523434	0.00017511343	1.0	0.0028613239	3.7573418e-05	1.0	0.0013919422	0.0002378734	1.0	0.0115767	0.0096914064
4.1335649	0.64976005	0.51455134	0.29849264	-3.2154004	0.038590274	-1.9856458	0.12071828	0.88469274	3.4043377	1.1880601	0.59400663	2.8679	0.6784115	-6.2182687	-9.2001811	-0.58496404	1.0	0.0018452909	0.00020205802	1.0	0.0028690925	3.6766688e-05	1.0	0.0013781268	0.00027748101	1.0	0.010039612	0.012962237
4.1322654	0.65263878	0.52721264	0.29492056	-3.2932835	0.035802324	-1.9954177	0.11968488	0.88392687	3.3620302	1.1414721	0.55704652	3.1324771	0.6540954	-6.1214104	-9.5886899	-1.2099652	1.0	0.0020526588	0.00027053568	1.0	0.0037446306	1.2073554e-05	1.0	0.0012806064	0.00038847281	1.0	0.013401089	0.0058485783
4.0842407	0.66069184	0.52347843	0.29241846	-3.5065335	0.029126903	-1.8834504	0.13199306	0.8851433	3.4079891	1.1540057	0.5193474	3.0275716	0.74365646	-7.1159257	-7.1733011	-1.0905486	1.0	0.0010418928	0.00082310505	1.0	0.00051297635	0.00065113959	1.0	0.0012832391	0.00090157346	1.0	0.0089745433	0.010652709
4.1038335	0.62834455	0.5237783	0.27433268	-3.1946945	0.039365866	-1.9672788	0.12268147	0.88568108	3.4192375	1.1331064	0.55465417	2.7380436	0.92570665	-6.5218484	-9.4398699	1.093211	1.0	0.0015491424	0.00011675623	1.0	0.0012959038	4.1856684e-05	1.0	0.001664696	0.00015093314	1.0	0.0098085162	0.0083706592
4.1061007	0.645001	0.52854634	0.2590289	-3.4776088	0.029956087	-1.8424399	0.13676299	0.88637007	3.3707037	1.1992522	0.58921649	3.1323049	0.5003499	-6.5782058	-8.66098	0.17328617	1.0	0.001347357	0.0001756516	1.0	0.0015189979	0.00016699769	1.0	0.0012690367	0.00017960041	1.0	0.017318307	0.010506945
4.1128306	0.66849159	0.53096271	0.27382164	-3.1786527	0.039977008	-2.0124566	0.11790125	0.88618492	3.4813007	1.1169504	0.56932171	2.9872407	0.53056019	-6.7182256	-8.0893871	-0.38520192	1.0	0.0012745519	0.00034432482	1.0	0.0010628806	0.00023996546	1.0	0.0013711382	0.00039194435	1.0	0.006427896	0.012007176
4.1035028	0.6615827	0.52240078	0.26362253	-3.0874968	0.043625956	-1.9880639	0.12046185	0.88616861	3.3908238	1.1864674	0.58953187	2.9668131	0.55259699	-6.4443771	-9.0509302	0.24799061	1.0	0.0015312436	0.00019126286	1.0	0.0017712598	5.4176298e-05	1.0	0.0014217234	0.00025381592	1.0	0.017298785	0.002807808
4.1056921	0.65024403	0.51937198	0.26168475	-3.1442012	0.041320375	-2.0264792	0.11645069	0.88850438	3.4836113	1.0573555	0.58510149	3.2416802	0.59264938	-6.1979964	-9.3605879	-1.5410959	1.0	0.0019158812	0.00014156655	1.0	0.0024895662	3.9331408e-05	1.0	0.0016541069	0.00018821679	1.0	0.0089812931	0.013382905
4.1079391	0.67065289	0.52821985	0.2591477	-3.5258257	0.028586275	-1.8858952	0.13171321	0.88381455	3.3812131	1.1571126	0.4873316	2.8249565	0.95409464	-6.7075449	-8.140869	0.62424794	1.0	0.0012308647	0.00048110932	1.0	0.0011926841	0.00013252585	1.0	0.0012482866	0.00064016913	1.0	0.014382636	0.01404739
4.1262873	0.63981585	0.51106208	0.25340865	-3.2243542	0.038259446	-1.980361	0.12128036	0.88712806	3.476218	1.0770506	0.56988113	2.8934521	0.69153297	-6.6354387	-8.8940481	-0.561954	1.0	0.0013886845	0.00014165127	1.0	0.0011471059	0.00012678729	1.0	0.0014989177	0.00014843376	1.0	0.0089288258	0.00017147053
4.1330995	0.65566159	0.50696134	0.26415629	-3.1256831	0.042060196	-2.0305011	0.11603751	0.88915229	3.4564257	1.138795	0.54808746	2.766156	0.77378923	-6.7211199	-8.1317044	-2.2193657	1.0	0.0012273697	0.00038087436	1.0	0.0011458152	0.0001835042	1.0	0.0012645833	0.00047093503	1.0	0.0079595707	0.0037040832
4.1184466	0.66652754	0.5116635	0.2863405	-3.4594701	0.030487692	-1.9082788	0.12917434	0.88339313	3.3795036	1.1725861	0.53533556	3.2674009	0.68223224	-6.6059618	-8.7687525	2.5470044	1.0	0.0014019978	0.00015363404	1.0	0.0012329618	0.00016079479	1.0	0.0014791295	0.00015036656	1.0	0.014149325	0.005337763
4.13578	0.66794998	0.51915852	0.24350707	-3.3196404	0.03490352	-1.8289329	0.13836545	0.88445816	3.3786435	1.1959579	0.56003276	3.1125445	0.74823338	-6.5888261	-8.6806518	1.577657	1.0	0.0013772712	0.00023423388	1.0	0.0013644858	9.7156505e-05	1.0	0.0013831052	0.00029678274	1.0	0.015525404	0.0046122127
4.1367217	0.66715906	0.52479388	0.23459267	-3.2518636	0.037259979	-1.9813559	0.12117437	0.88696532	3.4510825	1.1183012	0.51027269	3.0532009	0.77550857	-6.437277	-8.2158628	-0.4227203	1.0	0.0015651591	0.00031104883	1.0	0.0016973394	0.00020257584	1.0	0.0015048448	0.00036054541	1.0	0.0086450659	0.0006192644
4.1064794	0.65248511	0.53321122	0.25067349	-3.5747687	0.027258084	-1.8273128	0.13855871	0.89010572	3.3443655	1.2322001	0.59973405	3.049589	0.63189077	-6.3760258	-8.3907766	0.59975584	1.0	0.0016832476	0.00023721008	1.0	0.0017431842	0.00020400623	1.0	0.0016558983	0.00025236111	1.0	0.010917524	0.001102712
4.1079949	0.66495124	0.53798995	0.23674732	-3.4830181	0.029799299	-1.7863337	0.14352281	0.88547812	3.299752	1.1907777	0.54930077	3.0709841	0.7323139	-6.6876678	-8.8020559	1.4808012	1.0	0.0012515622	0.00022220447	1.0	0.0012265678	7.8612833e-05	1.0	0.0012629673	0.00028772582	1.0	0.010642781	0.00473332
4.1018779	0.65809945	0.53670775	0.24138867	-3.3359789	0.034357315	-1.8425487	0.13675014	0.88252679	3.3187934	1.1987678	0.57667802	3.2881452	0.69131359	-6.7809078	-8.5675398	0.5018799	1.0	0.0012447407	0.00047348334	1.0	0.00092443737	5.4371952e-05	1.0	0.0013908962	0.00066472528	1.0	0.01097773	0.0019901238
4.1118177	0.6660375	0.5190817	0.2340302	-3.2692842	0.036640086	-1.9281752	0.12695269	0.88850805	3.4335205	1.0985672	0.61208614	2.9818267	0.79560333	-6.5490019	-9.0741782	-0.43023133	1.0	0.001713588	0.00015901383	1.0	0.0010024593	6.5013353e-05	1.0	0.0020380784	0.00020190656	1.0	0.0086213245	0.0046121135
4.1040785	0.65801671	0.53103436	0.21757985	-3.3548306	0.033737337	-1.8664475	0.13395331	0.88677451	3.3829078	1.1382392	0.48101352	3.131468	0.71923334	-6.8414658	-9.4489511	0.42617209	1.0	0.0011276548	0.00013289959	1.0	0.00093850621	3.4930269e-05	1.0	0.001213964	0.00017760332	1.0	0.012562306	0.010082777
4.1224628	0.67011318	0.5321107	0.23337137	-3.5099808	0.029029577	-1.9191083	0.12796103	0.88941643	3.4287222	1.1511913	0.59912574	3.1832832	0.68668138	-6.5476248	-8.0862481	0.70236464	1.0	0.0013444557	0.00036110443	1.0	0.0018098713	0.000223201	1.0	0.0011320849	0.00042403023	1.0	0.01008435	0.0069179611
4.1035204	0.63785951	0.52166994	0.23330121	-3.4502236	0.03076219	-1.890489	0.13118872	0.88773622	3.3319334	1.157145	0.55116007	3.1016495	0.68793396	-6.5915834	-9.3918041	1.3412845	1.0	0.001664792	0.00015289869	1.0	0.00094045243	3.3538731e-05	1.0	0.0019953106	0.00020736304	1.0	0.0095563893	0.014906556
4.0999153	0.66402675	0.52695643	0.25215391	-3.419804	0.03168224	-1.9278212	0.12699193	0.88521072	3.3139644	1.2618902	0.52250041	3.0872857	0.72369358	-6.4832293	-7.4469672	0.42248152	1.0	0.0014479163	0.00065195972	1.0	0.001828972	0.00045911288	1.0	0.0012740394	0.00073995639	1.0	0.012086187	0.0040033955
4.1097302	0.64065948	0.52561672	0.25703762	-3.3456894	0.034036603	-1.9173936	0.12815249	0.88552333	3.4729722	1.1065483	0.55720569	3.0828322	0.78047925	-6.7423471	-8.6587405	-0.4766561	1.0	0.001155203	0.00017806231	1.0	0.0012479466	0.00016284636	1.0	0.0011128838	0.0001850054	1.0	0.0069357737	0.010522838
4.1127709	0.66521658	0.53831063	0.25890014	-3.3867496	0.032712149	-1.8629393	0.13436082	0.88225557	3.4230215	1.1367528	0.56271603	3.1393859	0.71395842	-6.4189229	-8.4797273	0.14627647	1.0	0.0016440164	0.0003132651	1.0	0.0015862066	0.00010560837	1.0	0.0016703952	0.00040801956	1.0	0.016096818	0.010838791
4.1150746	0.64291146	0.54120834	0.21672086	-3.0125542	0.046861929	-2.0587808	0.11316814	0.88980196	3.3904848	1.1202811	0.59094302	3.0053752	0.55452174	-6.6687581	-8.4226629	-0.31970505	1.0	0.0012178822	0.00027568148	1.0	0.0014419889	0.00014381778	1.0	0.0011156215	0.00033585133	1.0	0.0076516891	0.010157842
4.1220748	0.66670154	0.53815856	0.22816257	-3.3791148	0.032954595	-1.9088599	0.12910899	0.88108864	3.3117124	1.1684192	0.60460432	3.0922803	0.59498915	-6.3814848	-8.6491862	0.44239242	1.0	0.0015743663	0.00041451449	1.0	0.0022770954	5.2977996e-05	1.0	0.0012537086	0.0005794848	1.0	0.015685236	0.013568209
4.1071712	0.65395461	0.5128257	0.21662052	-3.1552568	0.040884644	-2.0252632	0.11657586	0.88792741	3.3341821	1.1539676	0.52733774	3.0440096	0.59550889	-6.5739402	-8.8343897	-0.55606336	1.0	0.0014892227	0.00013713308	1.0	0.0011987724	0.00018117094	1.0	0.0016217561	0.00011703845	1.0	0.0056353093	0.0059954209
