mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param3	mean_use_param1	mean_use_param2	mean_use_param3	sex1_use_param1	sex1_use_param2	sex1_use_param3	sex2_use_param1	sex2_use_param2	sex2_use_param3	beta_extra	beta_tx
4.0930566	0.66732233	0.51637328	0.25859938	-3.2975968	0.035653727	-1.8759747	0.13285191	0.88158884	3.3158359	1.2373426	0.54029081	3.0295205	0.71451711	-6.4588609	-8.6768802	1.9120739	1.0	0.0016335666	0.00016002957	1.0	0.0014093487	0.00021611446	1.0	0.0017358779	0.00013443784	1.0	0.01810126	0.026149256
4.0961127	0.66563043	0.51398354	0.24328927	-3.2295197	0.038069831	-2.0325209	0.1158305	0.88878127	3.3604026	1.1604101	0.59977136	2.8930511	0.82314296	-6.48767	-9.0447192	0.53496859	1.0	0.0014263873	0.00027966439	1.0	0.0019303499	3.5600801e-05	1.0	0.0011964274	0.00039103142	1.0	0.01058357	0.0019317547
4.0852685	0.65475017	0.51247002	0.30641529	-3.3421521	0.034153097	-1.9978041	0.11943368	0.89082164	3.4682708	1.0813332	0.52703432	2.7823232	0.70473663	-6.2073303	-9.6369605	-0.70607217	1.0	0.0019541157	6.8616026e-05	1.0	0.0021882226	5.7980286e-05	1.0	0.0018472919	7.3469149e-05	1.0	0.0076108679	0.022341257
4.092125	0.65535441	0.52115762	0.28288826	-3.1936147	0.03940672	-1.9654115	0.12288259	0.88708752	3.4889044	1.0913486	0.54092155	2.9811991	0.9383888	-6.4923294	-8.5292968	-1.1663121	1.0	0.0015137994	0.00021496066	1.0	0.0015098536	0.00016375848	1.0	0.0015155999	0.00023832439	1.0	0.011727829	0.0048503627
4.0950724	0.68034541	0.51906887	0.26523978	-3.6733027	0.024763658	-1.8895557	0.13129514	0.88315158	3.360146	1.1889952	0.51806011	3.0816914	0.7809368	-6.2460075	-9.25796	0.39075254	1.0	0.0018224909	0.00017643794	1.0	0.0024003007	3.7927761e-05	1.0	0.0015588343	0.00023964059	1.0	0.011101828	0.0045477296
4.1017096	0.66635429	0.50898087	0.25548607	-3.2116338	0.038730263	-1.9024004	0.12983704	0.88348922	3.3863113	1.1669178	0.57760382	3.0526066	0.73938246	-6.6796797	-8.4368307	0.12722576	1.0	0.0013654465	0.00022607101	1.0	0.0010394757	0.00019569888	1.0	0.001514188	0.00023992991	1.0	0.011770854	0.017050917
4.0956679	0.66451952	0.5084377	0.24736836	-3.3191479	0.034920113	-1.9909804	0.12015317	0.88393813	3.4226498	1.1614856	0.52477381	3.0971664	0.68283326	-6.8061729	-7.748142	0.68529646	1.0	0.0010975966	0.00085255598	1.0	0.0011282207	0.00015909772	1.0	0.0010836227	0.0011689833	1.0	0.0095617322	0.0084662951
4.10734	0.67218553	0.50932003	0.23690482	-3.4800225	0.029886028	-1.8075835	0.14093044	0.88452739	3.2368938	1.2375823	0.54833686	3.1128676	0.68750853	-6.6021199	-9.3233864	0.85123713	1.0	0.0013381023	0.00011410852	1.0	0.0014059464	5.6871627e-05	1.0	0.0013071448	0.0001402259	1.0	0.011849512	0.011497876
4.1091707	0.65945307	0.52614173	0.24874485	-3.3123166	0.035151067	-1.9824122	0.12106193	0.88164308	3.371821	1.151926	0.53871788	3.0890376	0.63263481	-6.3338321	-9.3127604	-1.0444498	1.0	0.0016638125	0.0002069367	1.0	0.0030687584	2.823498e-05	1.0	0.001022731	0.00028847889	1.0	0.011314224	0.0023923558
4.116739	0.66785899	0.52431468	0.26239524	-3.4041624	0.032165631	-1.9612021	0.12333701	0.8822239	3.3585786	1.1619395	0.50887481	3.0554138	0.60415816	-6.2470602	-9.4246644	-1.0946977	1.0	0.0017924909	0.00016006843	1.0	0.002834164	2.9658524e-05	1.0	0.0013171719	0.00021957491	1.0	0.011653017	0.0025180338
4.099032	0.66625783	0.52160826	0.24164306	-3.432352	0.03129954	-1.8739276	0.13308792	0.88731668	3.3442337	1.1528786	0.58365833	3.1445945	0.6369064	-6.5180914	-8.8343167	-0.24248895	1.0	0.0014861046	0.00020722928	1.0	0.0014438862	7.9927054e-05	1.0	0.0015053689	0.00026531771	1.0	0.0059927542	0.00029818252
4.1053939	0.67447841	0.52275125	0.25230472	-3.6713848	0.024810017	-1.8773158	0.13269749	0.8830332	3.3548735	1.211592	0.49342621	3.105284	0.6370303	-6.6247136	-8.1974291	-1.4243277	1.0	0.0013303002	0.00036377934	1.0	0.0013125125	0.00016707987	1.0	0.0013384167	0.00045353397	1.0	0.013067603	0.00038711408
4.1114068	0.66110046	0.52082894	0.27600978	-3.3878249	0.032678141	-1.913959	0.12853673	0.8882157	3.2716066	1.2002419	0.58522069	3.0339041	0.68817878	-6.9552145	-7.9624272	-0.26810001	1.0	0.0011463118	0.00039407972	1.0	0.00066429793	0.00026860373	1.0	0.0013662563	0.00045133483	1.0	0.010400302	0.021860444
4.1087944	0.67601607	0.52024234	0.2686409	-3.6292458	0.025850225	-1.9080301	0.12920232	0.88137797	3.4548933	1.1167102	0.50987304	3.1979465	0.66729879	-6.3853902	-9.6439164	0.92346417	1.0	0.0015765664	0.00012901893	1.0	0.0021675337	2.3723529e-05	1.0	0.001306906	0.00017706558	1.0	0.010465959	0.0011790495
4.1079133	0.65367666	0.51132006	0.26365383	-3.3491787	0.033922068	-1.8783421	0.13257942	0.87997982	3.3636114	1.1476055	0.54551618	3.0817606	0.57726102	-6.178313	-9.0812047	0.76554846	1.0	0.001944392	0.00018283709	1.0	0.0026116375	5.3517869e-05	1.0	0.0016399257	0.00024184588	1.0	0.010077461	0.0023658989
4.112765	0.65832941	0.52672034	0.2539879	-3.2950701	0.035740703	-1.9959576	0.11962801	0.8843592	3.375078	1.1623501	0.5523431	3.1179235	0.57812263	-6.289729	-9.4025525	-0.20029597	1.0	0.0018204224	0.00012907544	1.0	0.0019439627	4.0119953e-05	1.0	0.0017640506	0.00016966613	1.0	0.011553592	0.019406572
4.1101544	0.67796763	0.51869757	0.26754313	-3.2549819	0.037148283	-1.9218097	0.1276599	0.88512524	3.3243388	1.1764426	0.59064035	3.1126495	0.58540224	-6.1843731	-9.7694496	-2.0045521	1.0	0.0019175391	0.00010349977	1.0	0.0027589266	2.3329849e-05	1.0	0.0015336111	0.00014008157	1.0	0.013474043	0.0087720236
4.1083188	0.67168479	0.52070886	0.2441467	-3.1081631	0.042771789	-2.0851874	0.11054488	0.88393108	3.3798454	1.1628055	0.59057494	2.9506311	0.59320085	-6.1507988	-9.5356002	1.1528373	1.0	0.0019816621	0.00026413693	1.0	0.0034588889	1.3784525e-05	1.0	0.0013075985	0.00037837358	1.0	0.007780977	0.011281587
4.1095716	0.67302698	0.52189119	0.28277874	-3.1732316	0.040185586	-2.0651518	0.11253031	0.88791437	3.4086517	1.1690926	0.55837156	3.1142244	0.68090952	-6.2558354	-9.0116245	-0.073576211	1.0	0.0017770086	0.00029446726	1.0	0.0028839231	3.606735e-05	1.0	0.0012719197	0.000412376	1.0	0.012046046	0.0056744717
4.1116413	0.66833394	0.52830527	0.26978735	-3.4366652	0.031169028	-1.8329277	0.13788987	0.88609315	3.2822336	1.2067522	0.56016285	3.0522467	0.65470145	-6.573142	-8.2543198	-1.4769326	1.0	0.0014265774	0.00034617116	1.0	0.0013199954	0.0001562469	1.0	0.0014752112	0.00043283424	1.0	0.0070780684	0.0079348412
4.1025493	0.67103913	0.51428738	0.26243687	-3.4937375	0.029490944	-1.8596753	0.1347409	0.88016333	3.3452945	1.211916	0.50101121	3.1912448	0.64221177	-6.6359009	-8.1036504	-1.1912801	1.0	0.0013350158	0.00029237645	1.0	0.0012507534	0.00033483016	1.0	0.0013734649	0.00027300468	1.0	0.0082169786	0.017848238
4.1078948	0.66404572	0.51877093	0.24213264	-3.3928976	0.03251817	-1.9164662	0.12825615	0.88820675	3.3475676	1.1488252	0.61367146	3.1886501	0.66400658	-6.4747475	-9.0031153	0.16993982	1.0	0.0014653352	0.00026535564	1.0	0.0018150231	4.1149793e-05	1.0	0.0013057715	0.00036766153	1.0	0.012794013	0.0037815499
4.1038642	0.6667022	0.52427236	0.28752289	-3.3048462	0.035405308	-1.8846319	0.13185775	0.88213964	3.3433655	1.1380629	0.46248545	3.0325696	0.7132085	-6.7308841	-8.3680063	-0.17827262	1.0	0.0012186933	0.00036009385	1.0	0.0011274935	0.00011405438	1.0	0.001260308	0.00047236248	1.0	0.010896033	0.017840259
4.0986627	0.66653671	0.52869369	0.29721564	-3.297515	0.035656539	-1.8870253	0.13158402	0.88260164	3.3426773	1.1417936	0.45356405	3.0580838	0.69285877	-6.6687459	-8.0183824	-0.032000477	1.0	0.0013457864	0.00053562927	1.0	0.0011052583	0.0001525552	1.0	0.0014555402	0.00071042725	1.0	0.0098230451	0.01718566
4.0932355	0.67563373	0.5269063	0.27925675	-3.2687834	0.036657767	-1.9997223	0.11923208	0.88545256	3.3260728	1.1880614	0.62089981	3.0013769	0.91583364	-6.5336989	-8.40914	-0.78068884	1.0	0.0015233866	0.00026005681	1.0	0.0012941284	0.00016307862	1.0	0.001627998	0.00030430829	1.0	0.010800874	0.002129481
4.107206	0.6530966	0.51052726	0.27326637	-3.2805594	0.03624417	-1.9686639	0.12253246	0.88601205	3.4117343	1.1488261	0.61244355	2.8256442	0.65103508	-6.79156	-8.5072595	0.13075903	1.0	0.001197269	0.00019708753	1.0	0.00096628848	0.00021688566	1.0	0.0013026662	0.00018805358	1.0	0.010952808	0.0024753622
4.1005335	0.67481516	0.51920277	0.28575561	-3.1949464	0.039356343	-1.9609651	0.12336264	0.88854128	3.3849783	1.1635363	0.58253554	2.9179297	0.86031475	-6.6933572	-7.6096685	0.35039179	1.0	0.0013381546	0.00046938101	1.0	0.0010383803	0.00059665616	1.0	0.0014749426	0.00041130493	1.0	0.010526741	0.027749009
4.0989992	0.66830208	0.51694975	0.28573171	-3.2736154	0.036487512	-1.9538444	0.12413477	0.88887849	3.3683902	1.1528781	0.56904964	2.8575879	0.75452667	-6.844844	-7.4962266	0.04887782	1.0	0.0011443889	0.00053032532	1.0	0.00090156579	0.00064264419	1.0	0.00125519	0.00047907384	1.0	0.010439325	0.023299544
4.115471	0.66834213	0.52670787	0.30662276	-3.2785421	0.036314702	-1.9408824	0.12555095	0.88256104	3.3803676	1.1292058	0.52243909	2.7704111	0.95487382	-6.7085831	-8.8697059	0.018155996	1.0	0.0013175297	0.00016280942	1.0	0.0010233593	0.00010424651	1.0	0.0014517606	0.00018953188	1.0	0.012203671	0.0015821375
4.0928033	0.64558024	0.52780228	0.30030819	-3.336752	0.034331675	-1.9121172	0.12874319	0.88477593	3.4589755	1.1389834	0.48570663	2.8569747	0.73769128	-6.776947	-8.4875331	0.74436065	1.0	0.0012329776	0.00021138964	1.0	0.00095218711	0.00019307109	1.0	0.0013611032	0.00021974846	1.0	0.010999896	0.019191833
4.0945045	0.66855374	0.53500076	0.26730964	-3.2093815	0.038814201	-2.0296742	0.11612235	0.88585305	3.354155	1.1418319	0.54887386	2.94914	0.83863975	-6.7800006	-7.2811058	-0.17756904	1.0	0.0012649061	0.00076618212	1.0	0.00089984153	0.00054610712	1.0	0.0014314863	0.00086660308	1.0	0.011525637	0.00091798948
4.1030248	0.65067722	0.54185663	0.26121256	-3.3978555	0.032362552	-1.9226106	0.12757074	0.88388397	3.3900008	1.1195978	0.59228997	2.6572765	0.81441867	-6.6716285	-8.3274921	-1.2581025	1.0	0.0014937674	0.00022932662	1.0	0.00090821402	0.00028930743	1.0	0.0017609574	0.00020195717	1.0	0.0093289919	0.0040633152
4.1012973	0.65242899	0.54339541	0.28237681	-3.3692846	0.033269311	-1.9243463	0.12737768	0.88465339	3.4084149	1.1139156	0.59858805	2.7130188	0.79659818	-6.7124348	-8.4312806	-1.514437	1.0	0.0013951379	0.00020250134	1.0	0.0009126428	0.00030377597	1.0	0.001615302	0.00015628938	1.0	0.0081292689	0.0052222652
4.0981855	0.65666944	0.52542872	0.26535946	-3.2761026	0.036400172	-1.9890674	0.12035556	0.88314019	3.3837629	1.1811009	0.51320117	3.1336136	0.75288218	-6.5547712	-8.603731	0.42506442	1.0	0.0014212988	0.00038971606	1.0	0.0014212499	6.2369965e-05	1.0	0.0014213211	0.00053908518	1.0	0.0054132327	0.0024625518
4.0944321	0.66305885	0.51984856	0.27484228	-3.4979278	0.02937125	-1.8280073	0.13847583	0.8903857	3.3974264	1.1215025	0.58543528	3.1094462	0.65922645	-6.7078432	-8.7122851	-0.15388871	1.0	0.0013022793	0.00017734283	1.0	0.0010495947	0.00013889098	1.0	0.0014175802	0.00019488853	1.0	0.01263514	0.0081712731
4.0977673	0.65842466	0.51946751	0.27004654	-3.5266169	0.028564315	-1.8580552	0.1349299	0.89016142	3.3805312	1.117442	0.57239363	3.0757064	0.6675638	-6.6309007	-8.4851639	0.10933806	1.0	0.0014018204	0.00022137376	1.0	0.0011407954	0.00017614001	1.0	0.0015209269	0.00024201406	1.0	0.011695771	0.006993524
4.0895899	0.65102163	0.5171208	0.2737177	-3.4331376	0.031275731	-1.8750329	0.13296044	0.89014133	3.3922747	1.1238245	0.52658608	2.9450514	0.63666128	-6.6347426	-8.8659648	0.11167591	1.0	0.0013348568	0.00018557014	1.0	0.0012560895	8.6206525e-05	1.0	0.0013707986	0.00023091009	1.0	0.0099471833	0.013133531
4.0956359	0.66603145	0.51065235	0.26323689	-3.4063574	0.032097369	-1.9457073	0.12502219	0.88759977	3.4370732	1.1586567	0.54176283	3.1464091	0.63259909	-6.6281117	-7.851968	0.28450508	1.0	0.0013248753	0.00049366351	1.0	0.0013104466	0.00024993593	1.0	0.0013314592	0.00060487722	1.0	0.010725806	0.0065161652
4.1129293	0.65778175	0.53675587	0.27806872	-3.5150143	0.028888036	-1.9207235	0.1277809	0.88408727	3.380296	1.1977763	0.5925522	3.2405368	0.547903	-6.3392788	-9.1070598	-0.340907	1.0	0.0016494556	0.00015555345	1.0	0.0022835921	6.2001249e-05	1.0	0.0013600971	0.00019824163	1.0	0.0098593606	0.0073204786
4.1159788	0.66326987	0.53172424	0.2904682	-3.4025277	0.032216562	-1.8958768	0.13057585	0.88582499	3.4354296	1.1875321	0.60030875	3.1412501	0.57797731	-6.4092623	-8.7083384	-1.1752672	1.0	0.0015658575	0.00020818307	1.0	0.0019293613	0.00010732238	1.0	0.0013999896	0.00025420615	1.0	0.010440517	0.0172486
4.1150756	0.66413508	0.51440407	0.3072983	-3.4215878	0.031627561	-2.0267723	0.11642053	0.88623984	3.4596286	1.1203629	0.54999199	3.095754	0.57404332	-6.4260239	-8.8875919	2.0967198	1.0	0.0015364255	0.00025256443	1.0	0.001916471	5.5669684e-05	1.0	0.0013630095	0.00034240816	1.0	0.011663329	0.0040123414
4.1064377	0.67229522	0.51373773	0.28456121	-3.0319453	0.046003379	-2.0353816	0.11553784	0.88517397	3.4263789	1.1380723	0.56388817	2.9188534	0.56121912	-6.4615782	-8.86111	0.875364	1.0	0.0014971424	0.00022492298	1.0	0.001776457	6.7756644e-05	1.0	0.0013696902	0.0002966385	1.0	0.010695485	0.0072355712
4.0979399	0.67662618	0.5175321	0.30724397	-3.4514684	0.0307251	-2.028268	0.11626676	0.88652706	3.467882	1.1314093	0.57101886	3.1766801	0.57330623	-6.5262969	-8.7870925	1.2242136	1.0	0.0014030829	0.00027679676	1.0	0.0016670239	6.2191277e-05	1.0	0.0012826458	0.00037472196	1.0	0.0098147996	0.0051142087
4.1109371	0.68028746	0.52356702	0.28724385	-3.4509121	0.03074167	-1.8068078	0.14102437	0.8885186	3.4138569	1.1071822	0.52573045	3.0543963	0.67768027	-6.0975654	-9.4332178	-1.1952976	1.0	0.0020807945	0.00015078651	1.0	0.0033509616	3.1173008e-05	1.0	0.0015012129	0.00020536655	1.0	0.0031863901	0.01292803
4.1013719	0.65548466	0.50590097	0.27974238	-3.6392992	0.025598263	-1.9086344	0.12913435	0.89065659	3.4898003	1.1372242	0.55332918	3.0895141	0.73446923	-6.0645452	-9.4911815	-0.7429851	1.0	0.0021661441	0.00017543417	1.0	0.0030433671	2.3282386e-05	1.0	0.0017658644	0.00024486154	1.0	0.0052415436	0.0090219704
4.1267729	0.66120134	0.5150009	0.2624508	-3.2745779	0.03645369	-1.8663685	0.13396248	0.88338771	3.415288	1.1248663	0.5202395	3.0356896	0.74598409	-6.3230517	-8.5750705	0.69182964	1.0	0.0016964215	0.00054147999	1.0	0.002161992	4.6389303e-05	1.0	0.0014839801	0.00076739153	1.0	0.014751372	0.0011997733
4.111721	0.65469516	0.50932776	0.27805912	-3.3053045	0.035389663	-2.0025882	0.11893145	0.88482714	3.443478	1.1139925	0.54787989	3.1060105	0.63892151	-6.3809023	-8.9944225	0.57604	1.0	0.0016839517	0.00016500039	1.0	0.0017092574	7.4659332e-05	1.0	0.0016724046	0.00020622333	1.0	0.010690244	0.00065145566
4.0974167	0.66029787	0.51585407	0.26594216	-3.4475118	0.030843148	-1.9540242	0.12411522	0.8854473	3.460763	1.1058147	0.56596012	3.0207116	0.73417404	-6.3550892	-9.0052974	0.12947673	1.0	0.0016685282	0.00019649202	1.0	0.0019600674	5.8012327e-05	1.0	0.0015354979	0.00025968077	1.0	0.011443444	0.00042771926
4.1148428	0.65495569	0.51980165	0.25627398	-3.1586361	0.040752338	-1.9219091	0.12764883	0.8801174	3.2856417	1.2295971	0.53779704	3.0045508	0.68166616	-6.4638377	-9.4028788	0.044176067	1.0	0.0014479072	0.00016703458	1.0	0.00213509	2.9607971e-05	1.0	0.0011343434	0.00022974281	1.0	0.011991925	0.0056160082
4.1052315	0.68598004	0.53700508	0.24354216	-3.6381203	0.025627684	-1.9293063	0.12682738	0.88834648	3.3937119	1.1281138	0.58492373	3.2970039	0.68814864	-6.8516886	-8.6507921	0.58743326	1.0	0.0012219167	0.00019945086	1.0	0.00078545884	0.0001332959	1.0	0.0014210739	0.0002296376	1.0	0.01077455	0.0025085901
4.1140106	0.68124675	0.52061738	0.23616644	-3.3758265	0.033059549	-1.8880876	0.13146268	0.88729946	3.5059262	1.0970469	0.59880781	3.1526574	0.62434841	-6.7232861	-7.759446	0.25237564	1.0	0.0012545563	0.00045622526	1.0	0.0010820989	0.00036558561	1.0	0.0013332493	0.00049758444	1.0	0.014628629	0.015714742
4.1280149	0.67511819	0.51283568	0.2547133	-3.493059	0.02951037	-1.9428677	0.12533315	0.89487078	3.4208781	1.1124303	0.51434691	3.0444655	0.65904413	-6.9366456	-8.1360825	0.82522855	1.0	0.0011554487	0.00036337549	1.0	0.00068820715	0.00019450693	1.0	0.0013686526	0.00044043078	1.0	0.0087720351	0.0037308053
4.1165529	0.68120489	0.51092228	0.24497035	-3.5019647	0.02925638	-1.8118322	0.14041684	0.88474093	3.4756852	1.1251213	0.50154001	3.2201561	0.69839392	-6.5852908	-8.7359044	0.55480147	1.0	0.0015119048	0.00014928729	1.0	0.0011258387	0.00022523539	1.0	0.001688068	0.00011463192	1.0	0.014637584	0.020024499
4.1311506	0.66409441	0.51363061	0.23497848	-3.3823238	0.03285248	-1.9681683	0.12258576	0.889511	3.417845	1.0992285	0.59680791	3.0306775	0.61624801	-6.8196537	-8.1000813	-2.2828127	1.0	0.0011617493	0.00039307823	1.0	0.00094347659	0.00018941789	1.0	0.0012613479	0.00048600912	1.0	0.0075078794	0.0024422361
4.0922111	0.68060105	0.52236053	0.23130382	-3.3161797	0.035020281	-1.9441929	0.12518794	0.88674194	3.3964967	1.1836438	0.53928771	3.2263233	0.64944512	-6.4856899	-9.3483688	3.3521209	1.0	0.0015409516	9.9619004e-05	1.0	0.0014767622	6.598821e-05	1.0	0.0015702415	0.00011496485	1.0	0.01607645	0.002149206
4.1127234	0.68472641	0.51044403	0.2483907	-3.4023607	0.032221767	-1.9629378	0.12314946	0.8834546	3.3838218	1.1929817	0.55434347	3.1709735	0.66350669	-6.5111236	-8.8082386	-1.6107604	1.0	0.0014037107	0.00024661817	1.0	0.0018068375	6.8094231e-05	1.0	0.0012197626	0.00032807924	1.0	0.0068617808	0.014525951
4.1149562	0.68484529	0.51901835	0.26614529	-3.4170069	0.031768163	-1.9663024	0.1227866	0.88743891	3.3565917	1.1628349	0.55471758	2.8808537	0.6747859	-6.5847896	-8.4653047	0.23056152	1.0	0.0014459979	0.00028242668	1.0	0.0012327124	0.00012523635	1.0	0.0015433208	0.00035415316	1.0	0.0078947491	0.0098691211
4.1214994	0.67598147	0.51279095	0.23326672	-3.3271925	0.034650017	-1.9165655	0.12824505	0.8862576	3.4321119	1.1395143	0.58438485	3.1320685	0.67081239	-6.629963	-8.1091242	-0.625525	1.0	0.0013519732	0.0003677959	1.0	0.001238275	0.00020438357	1.0	0.001403854	0.0004423615	1.0	0.0087310508	0.0042173638
4.1183551	0.70333282	0.52251689	0.24346626	-3.2519606	0.037256499	-2.0384955	0.11522002	0.88910569	3.3492538	1.1757024	0.56336471	3.1433992	0.56149894	-6.5359566	-8.8884444	2.1271883	1.0	0.0015256277	0.00019596137	1.0	0.0012810331	7.5895533e-05	1.0	0.0016372371	0.00025074782	1.0	0.013238512	0.0076993445
4.1128258	0.70297229	0.52479158	0.23389822	-3.2790473	0.036297026	-1.9660598	0.12281273	0.89046249	3.4069324	1.1733401	0.55831097	3.1045738	0.55056803	-6.9345813	-7.8757115	-0.83497225	1.0	0.0010419952	0.00037446872	1.0	0.00083098882	0.00039482868	1.0	0.0011382781	0.0003651784	1.0	0.010343319	0.007898707
4.1065719	0.67461347	0.52114553	0.21825365	-3.4233202	0.031574548	-1.8990424	0.1302169	0.87893507	3.2734176	1.199319	0.59679303	3.1103952	0.53339839	-6.3002875	-9.1938695	0.53529678	1.0	0.0017008975	0.00017162123	1.0	0.002613279	4.5043653e-05	1.0	0.0012845747	0.000229379	1.0	0.011120097	0.0053998916
4.1054643	0.67573994	0.52387053	0.20251918	-3.3639534	0.033441204	-1.9420412	0.12542378	0.88512653	3.4114525	1.1699114	0.62453724	3.1815772	0.574798	-6.3807877	-9.4538443	0.48019893	1.0	0.0015757912	0.00017018596	1.0	0.0022736917	2.6033783e-05	1.0	0.0012573369	0.00023596308	1.0	0.0053048436	0.008270509
4.1140415	0.67553528	0.52049135	0.20604771	-3.2478232	0.037405185	-1.9452898	0.12506786	0.88405553	3.3931492	1.1855376	0.66157348	3.0744467	0.58173526	-6.4193676	-9.1522596	0.54883377	1.0	0.0015171572	0.00016818692	1.0	0.0021747431	5.0617593e-05	1.0	0.0012170986	0.0002218342	1.0	0.0061233899	0.013179765
4.1083867	0.67785129	0.51936863	0.20927746	-3.293016	0.03581156	-1.940768	0.1255635	0.8851944	3.38788	1.1947205	0.65535431	3.0673775	0.54279165	-6.4003396	-9.1915618	0.52452836	1.0	0.0015431131	0.00016186993	1.0	0.0022663634	4.8606264e-05	1.0	0.0012130916	0.00021355253	1.0	0.0061586904	0.0084861611
4.1016315	0.64905635	0.52743484	0.22230675	-3.3143843	0.035081006	-1.9449356	0.12510663	0.88480632	3.3535085	1.1589682	0.56955016	3.0753234	0.63444221	-6.2789056	-8.8708888	0.46650383	1.0	0.0018190968	0.00023230124	1.0	0.0020384629	6.3741203e-05	1.0	0.0017189993	0.00030921576	1.0	0.011533553	0.011739055
4.1051438	0.67786334	0.52403789	0.20287727	-3.317806	0.034965366	-1.9404624	0.12559706	0.88734145	3.4301802	1.1724452	0.58024183	3.1346796	0.5848169	-6.3655446	-9.505102	0.99000329	1.0	0.0015954502	0.00014817327	1.0	0.0023928274	2.726741e-05	1.0	0.0012316044	0.00020334302	1.0	0.0094473744	0.011778466
4.0881098	0.66233695	0.5167294	0.24209912	-3.3571244	0.03366264	-1.931774	0.12655436	0.88657339	3.3984153	1.1166516	0.64046047	3.0593756	0.65884588	-6.2801188	-8.5101358	-0.73162702	1.0	0.0018321015	0.00036111556	1.0	0.0019820086	8.3088235e-05	1.0	0.0017636984	0.00048798036	1.0	0.010334994	0.013772882
4.0925853	0.66358732	0.52840866	0.21815457	-3.6001764	0.026592426	-1.8290593	0.13835038	0.88980483	3.4723076	1.1208169	0.44283296	3.0957143	0.6556488	-6.4020838	-8.8685069	-1.070025	1.0	0.0016086997	0.00024930564	1.0	0.0018023287	5.8906361e-05	1.0	0.0015203462	0.00033618547	1.0	0.015682912	0.0061575052
4.1071487	0.68001841	0.52786788	0.23530747	-3.5063506	0.029132077	-1.9854521	0.12073884	0.88750084	3.4078611	1.1239121	0.59218644	3.10028	0.63559559	-6.4547404	-8.740494	0.80171715	1.0	0.0015245455	0.00020640271	1.0	0.0017167234	0.00010041791	1.0	0.0014368541	0.00025476393	1.0	0.0087383531	0.013426036
4.1035313	0.67943648	0.53239011	0.26801776	-3.5408022	0.028173316	-1.9155903	0.12835411	0.88713148	3.3536185	1.1369845	0.55818921	3.2475353	0.65587258	-6.6035555	-8.6482605	-1.5578654	1.0	0.0014224174	0.00020293226	1.0	0.0012038931	0.00013032548	1.0	0.0015221307	0.00023606298	1.0	0.0093305221	0.0013903262
4.1091254	0.66199514	0.52948212	0.24558942	-3.4617585	0.030420124	-1.8644035	0.13419061	0.88338962	3.405527	1.167018	0.54648631	3.1469786	0.5457307	-6.5518382	-8.5934009	-0.67282438	1.0	0.0013470021	0.00040635729	1.0	0.0017401292	6.0856681e-05	1.0	0.0011676169	0.00056401038	1.0	0.011013179	0.016633854
4.1099174	0.64810601	0.51245915	0.2805225	-3.2080547	0.038863735	-1.9886445	0.12040034	0.89231567	3.5165251	1.0897179	0.54967118	2.9161264	0.6456705	-6.5420335	-9.140431	0.64773745	1.0	0.0015198489	0.00011240869	1.0	0.0012672097	9.5844442e-05	1.0	0.001635129	0.00011996701	1.0	0.0091057836	0.00096389007
4.1250726	0.65798508	0.526138	0.25820839	-3.4604234	0.030459526	-1.9032839	0.12973725	0.88340471	3.3155276	1.175965	0.56951309	3.1772158	0.59463639	-6.6706958	-8.5018731	0.16880029	1.0	0.0012221445	0.00027735518	1.0	0.0014103034	0.0001177202	1.0	0.0011362869	0.00035019716	1.0	0.015128249	0.012722665
4.1230517	0.67007391	0.52644918	0.26645461	-3.3806803	0.032904738	-1.9214685	0.12769789	0.89003007	3.378169	1.1882512	0.56634746	3.011071	0.63799159	-6.4914508	-8.8437765	-0.31248116	1.0	0.0015042124	0.00025018996	1.0	0.0015412902	6.1908063e-05	1.0	0.0014872937	0.00033610363	1.0	0.013475004	0.0091736426
4.129428	0.64007071	0.51219447	0.25877759	-3.0415272	0.045584682	-2.0290779	0.11618357	0.87864102	3.3676643	1.1351564	0.54832633	2.7656481	0.69407541	-6.3741541	-8.9839054	1.3614491	1.0	0.001605715	0.00024443713	1.0	0.0020970951	4.6997968e-05	1.0	0.0013814967	0.00033452928	1.0	0.0042456171	0.0086933255
4.1396423	0.65592104	0.50984269	0.26775651	-2.9323088	0.05057934	-2.0211524	0.11699988	0.88009835	3.3644604	1.1581904	0.56037159	2.9488616	0.68869192	-6.4714094	-8.6524716	1.581874	1.0	0.0014395872	0.00045102985	1.0	0.0025217573	4.8033479e-05	1.0	0.00094578928	0.00063491845	1.0	0.0069043909	0.0071157461
4.1247719	0.64906814	0.51247562	0.26070287	-3.2099229	0.038794008	-2.0053727	0.11863998	0.8839257	3.408496	1.1527924	0.54535661	3.043974	0.64763644	-6.3112951	-9.1591003	-1.1067193	1.0	0.0018350153	0.00016166308	1.0	0.001755206	5.2360406e-05	1.0	0.0018714326	0.00021153826	1.0	0.0045857178	0.0085189598
