mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.111199	0.66936158	0.52430101	0.26915626	-3.5610211	0.027624979	-1.9151683	0.12840134	0.89011156	3.4515378	1.176505	0.55677927	3.1196962	0.65777856	-6.415849	-8.6040415	-0.26907271	0.0016327606	0.00018332962	1.0	0.0072233768	0.021031706
4.1151912	0.65790157	0.52248984	0.25538078	-3.1949878	0.039354777	-1.9287307	0.12689114	0.88572666	3.3248918	1.1573833	0.55792065	3.0041204	0.69651801	-6.6337432	-7.8287715	-0.77315436	0.0013135032	0.00039795582	1.0	0.0037407245	0.002894435
4.1016243	0.65407703	0.5381264	0.29937641	-3.3989593	0.032328004	-1.9332477	0.12639155	0.88227054	3.4455871	1.0925159	0.59476022	3.217287	0.50890978	-6.4943802	-8.3828196	-0.082387876	0.0015096296	0.00022871169	1.0	0.0035482727	0.0092419373
4.108355	0.66655553	0.51354271	0.29773034	-3.2753278	0.036427358	-1.9183509	0.12804558	0.88862288	3.4353837	1.1373241	0.55879991	3.2928008	0.53045186	-6.5928314	-8.686853	1.5804051	0.0013682803	0.00016876188	1.0	0.0067617573	0.0041829395
4.0979922	0.66892721	0.52869148	0.28811232	-3.2657154	0.036766264	-1.9804765	0.12126806	0.89001348	3.3179979	1.176057	0.69011203	3.0346424	0.46298034	-6.5473824	-7.4041871	0.46663337	0.001431811	0.00060832843	1.0	0.0033493141	0.0065010846
4.1295647	0.6708073	0.51818732	0.25798852	-3.3560132	0.033698804	-2.015315	0.1176043	0.89088774	3.369219	1.1477591	0.58427226	2.99841	0.80626787	-6.3665369	-9.0319441	-0.55192041	0.001715152	0.0001195156	1.0	0.0061260671	0.0045477915
4.1176112	0.66266374	0.52053468	0.22905352	-3.3441106	0.034088551	-1.9034964	0.12971327	0.87938787	3.4287972	1.1541635	0.452681	2.6740868	0.8491828	-6.4833175	-8.9677282	-0.54342945	0.0015263972	0.00012744118	1.0	0.0089543187	0.013995821
4.0914887	0.68571543	0.52876087	0.22514068	-3.3834157	0.032817806	-1.906031	0.1294274	0.88618719	3.2904619	1.2011633	0.52751537	3.0421185	0.76276965	-6.5266231	-8.1100449	-0.6868996	0.0014618011	0.00030041509	1.0	0.0043279944	0.0072835653
4.100753	0.68321399	0.4997224	0.22155317	-3.2449307	0.037509472	-1.8810957	0.13226307	0.88467891	3.4451315	1.1167505	0.56173534	3.1924055	0.68683168	-6.6143515	-8.3769918	-0.30064061	0.0013391883	0.00023004815	1.0	0.001567629	0.0044217941
4.1032193	0.69533185	0.52209515	0.21766018	-3.0890897	0.043559545	-1.957892	0.12369537	0.88607613	3.3178125	1.2243758	0.55628157	3.1249254	0.72752228	-6.6973823	-7.4805665	0.35192231	0.0012326171	0.00056361998	1.0	0.00071249825	0.016934121
4.1165661	0.68936392	0.49582458	0.2772498	-3.6795608	0.02461297	-1.8923079	0.13098155	0.89231106	3.4480478	1.1159215	0.49954576	2.7344436	0.8774166	-6.6603352	-8.8161523	-0.19370563	0.0012790789	0.00014829595	1.0	0.0064388624	0.018572229
4.1059883	0.70212616	0.50112457	0.23693139	-3.336865	0.034327931	-1.9673852	0.12267002	0.88370907	3.4909416	1.0856489	0.54715561	2.7976776	0.77825158	-6.4920497	-8.2615133	0.13514529	0.0015131466	0.00025820119	1.0	8.9667613e-05	0.0013762625
4.1028788	0.68039917	0.51987217	0.2510474	-3.4217117	0.031623769	-1.988058	0.12046247	0.88932234	3.3224056	1.1792358	0.57628794	2.6691649	0.83636223	-6.5806357	-7.9914189	-0.60601069	0.0013850464	0.00033823919	1.0	0.0022739009	0.022931208
4.1167174	0.68589182	0.50705278	0.26088996	-3.3913479	0.032566962	-1.9405558	0.12558681	0.88528163	3.435486	1.0800011	0.45928254	2.3688346	1.0281641	-6.3970733	-8.548445	0.63026553	0.0016636549	0.00019380872	1.0	0.00635235	0.0016367578
4.0959883	0.66679089	0.50917171	0.28677401	-3.2012036	0.039120455	-2.0424497	0.11481752	0.88919872	3.3290002	1.1279419	0.56821217	2.7390093	0.80705707	-6.7381421	-7.9856333	-0.47857433	0.0011834442	0.00034020111	1.0	0.0044118409	0.0025230123
4.1029486	0.69253046	0.49949534	0.27445701	-3.1148772	0.042497741	-1.9808032	0.12123324	0.88480117	3.3752147	1.1839504	0.45493655	3.0891678	0.70380266	-6.4597654	-8.5047392	0.47467881	0.001562717	0.00020246538	1.0	0.0058148973	0.0027510177
4.1100137	0.69997311	0.51616165	0.25178761	-3.2161851	0.03856117	-2.0567051	0.11337662	0.88715713	3.3367476	1.1517344	0.54194954	2.4847946	0.90259563	-6.3531607	-8.9773939	-0.51349812	0.0017382083	0.00012621545	1.0	0.0053770743	0.0071148672
4.1064645	0.66902098	0.51571048	0.21394672	-3.4892444	0.029619815	-1.7765432	0.14473051	0.88455118	3.4323644	1.1011839	0.55125751	2.8423621	0.89157874	-6.8696865	-7.6916007	-0.12906854	0.0010377247	0.00045643821	1.0	0.0079902912	0.0024284397
4.1156166	0.68098735	0.51086111	0.21893806	-3.0162681	0.04669632	-2.0757073	0.11148046	0.88537556	3.3532573	1.144958	0.53596358	2.4934455	0.89800433	-6.2571377	-9.1465469	0.14996058	0.0019130573	0.00010657586	1.0	0.012468925	0.0098868999
4.1175152	0.66570373	0.51284673	0.21212578	-3.3603071	0.033559262	-1.8891403	0.13134252	0.88741092	3.3840238	1.1266905	0.52047266	2.945645	0.87231774	-6.8132224	-6.9751155	-0.11242652	0.0010979385	0.00093398529	1.0	0.001276478	0.0049365539
4.1068231	0.68385162	0.53322267	0.23222579	-3.3465164	0.034009424	-2.0465842	0.11439799	0.88496913	3.3557008	1.1492078	0.48450234	2.4572289	1.0418416	-6.6723502	-8.3017192	0.19642436	0.001263822	0.0002480284	1.0	0.0051538921	0.011763743
4.0824746	0.68632842	0.52890405	0.24042958	-3.2203319	0.038407724	-1.9685995	0.12253939	0.88385551	3.4590251	1.1473382	0.53915554	2.3939631	0.95931434	-6.5821377	-8.3173861	0.93596883	0.0013829704	0.0002441738	1.0	0.0099620632	0.011340652
4.1111631	0.65353646	0.53111157	0.22325499	-3.2774988	0.036351232	-1.9261082	0.12718196	0.88598717	3.4525844	1.1518695	0.38889259	2.0978718	1.0671334	-6.5052955	-8.7409679	-1.0815948	0.0014932656	0.00015987349	1.0	0.012408588	0.0082771643
4.1088612	0.64429747	0.53688853	0.21441228	-3.2374721	0.037779677	-1.9476554	0.12480924	0.88590929	3.3605304	1.1769922	0.44409721	2.1811625	1.122574	-6.5468175	-8.1136462	1.0912741	0.0014326188	0.00029933548	1.0	0.0048783233	0.0051399956
4.1102172	0.6506959	0.52647121	0.19362679	-3.3020641	0.035500447	-1.924211	0.12739272	0.88307285	3.3739605	1.1637023	0.47316839	2.59889	1.0811122	-6.8936085	-6.5425002	1.1592147	0.0010132197	0.0014388084	1.0	0.002647642	0.016785674
4.0995302	0.67146582	0.52530835	0.23960709	-3.4794793	0.02990178	-1.8912275	0.13110457	0.88985702	3.3950002	1.1199643	0.53729765	3.1300085	0.72920437	-6.4627411	-8.9114863	-1.2786557	0.0015580809	0.0001348131	1.0	0.0050031346	0.0022088953
4.1025634	0.64424476	0.53186756	0.22949069	-3.0351979	0.045860843	-1.978797	0.12144713	0.88592367	3.3456917	1.1661783	0.58746684	2.8884545	0.72743816	-6.7880266	-7.6677327	0.8811298	0.0011259218	0.00046745839	1.0	0.0059383161	0.0017044772
4.1100004	0.65731721	0.52734029	0.24074663	-3.2073469	0.038890182	-2.0088739	0.11827436	0.88838028	3.3222865	1.185216	0.55824474	3.1125936	0.6791503	-6.6514602	-7.9874614	0.62127966	0.0012904665	0.00033958	1.0	0.0074634362	0.001471229
4.1168887	0.64931565	0.54083445	0.21176231	-3.0758461	0.044114647	-2.0727988	0.11176888	0.88177783	3.325138	1.1379547	0.58174147	3.0014939	0.69723209	-6.4068384	-8.4437522	-0.39181288	0.0016475149	0.00021519469	1.0	0.0056050585	0.0095054603
4.103559	0.65062251	0.53627185	0.24904994	-3.2542217	0.037175482	-1.8422185	0.13678912	0.88558554	3.3862942	1.2090744	0.49255695	2.9590381	0.67453515	-6.6814361	-7.6612472	-0.98532406	0.0012524054	0.00047049847	1.0	0.0031620462	0.0069958679
4.122057	0.6588989	0.52578398	0.26057379	-3.3119945	0.035161993	-1.9588761	0.12358873	0.89012894	3.4274058	1.1875323	0.53165986	2.4927814	0.97446015	-6.3039784	-8.7226784	0.79305498	0.0018256745	0.00016282391	1.0	0.0066883585	0.0011260627
4.1196539	0.64783929	0.52355477	0.24823502	-3.2504486	0.037310773	-1.9329026	0.12642966	0.88541435	3.4627078	1.1477173	0.5536419	2.8232473	0.89365896	-6.6853012	-7.5760551	-1.0793006	0.0012475801	0.00051231673	1.0	0.0027578641	0.025582975
4.1034558	0.66412779	0.54103586	0.242231	-3.2504842	0.037309494	-1.9978533	0.1194285	0.88457111	3.308193	1.1727709	0.5751334	2.8459735	0.65902988	-6.379006	-8.6783447	-1.8442138	0.0016939345	0.00017020365	1.0	0.003123307	0.0052534961
4.1006899	0.653829	0.52464669	0.24042917	-3.3646101	0.033419982	-1.858782	0.13484509	0.88327216	3.4065229	1.1978846	0.49445344	2.4768037	1.1353688	-6.5796854	-8.7303895	0.75462956	0.0013863613	0.00016157339	1.0	0.011303477	0.010339476
4.1095749	0.65257299	0.52765202	0.20594916	-3.3773929	0.033009513	-1.9655501	0.12286766	0.88913559	3.3554034	1.1480003	0.4119729	2.4253525	0.98950072	-6.5645614	-7.2639293	-0.44414877	0.0014074583	0.00069986057	1.0	0.0025620126	0.0051318693
4.1147755	0.65840295	0.5270411	0.20968274	-3.3677004	0.033320299	-1.9806746	0.12124694	0.88115195	3.3961295	1.1943694	0.50842995	2.7405803	0.92904965	-6.7723525	-7.0855746	-0.38402687	0.0011436884	0.00083639354	1.0	0.01122501	0.015221841
4.1067823	0.64198518	0.54547147	0.18536552	-3.4134354	0.031878202	-1.9924706	0.11999573	0.88991734	3.4071314	1.1338285	0.53222698	2.7507024	0.8749675	-6.3097566	-8.7046755	0.52131351	0.0018151749	0.00016578128	1.0	0.002745928	0.0058199175
4.1157192	0.65135111	0.5543065	0.16629705	-3.1355121	0.041665952	-1.9132665	0.12861432	0.89019652	3.4814654	1.1196928	0.56885593	3.1762651	0.69762658	-6.1954771	-9.7545181	0.16731025	0.0020344828	5.802851e-05	1.0	0.015795795	0.0026407055
4.1253745	0.6561767	0.52537276	0.16403559	-3.2765832	0.036383318	-1.8880879	0.13146264	0.88297204	3.3677585	1.2066963	0.54135026	2.8977127	0.72012303	-6.8902306	-6.8060635	0.34999575	0.0010166445	0.001105818	1.0	0.0095927072	0.0034883302
4.1072757	0.66023497	0.54523038	0.17199171	-3.3290742	0.034587131	-1.971639	0.12221295	0.88251996	3.2765955	1.1927529	0.50347991	3.1271914	0.65849953	-6.3995334	-8.5071618	-0.12320739	0.001659574	0.00020197557	1.0	0.002834162	0.00090754356
4.1086139	0.65912858	0.54310163	0.16373961	-2.9924458	0.047768315	-2.0071103	0.1184584	0.88977913	3.4101739	1.1531856	0.53242524	2.9449744	0.63628074	-6.6535132	-7.3502758	-1.2092853	0.0012878234	0.00064200274	1.0	0.004760467	0.010448737
4.122526	0.66821632	0.53223493	0.20832143	-3.3359311	0.034358901	-2.0091644	0.11824407	0.88567335	3.3218941	1.1709827	0.52049221	2.9929535	0.63448501	-6.5528022	-8.3152353	-1.5033651	0.0014240829	0.0002446994	1.0	0.0030250335	0.012543095
4.0884687	0.66702728	0.54011308	0.19051156	-3.5298682	0.028474235	-1.9041104	0.12964397	0.88334422	3.4575477	1.1541262	0.4785369	2.8967969	1.0025311	-6.6085299	-6.986622	1.3121041	0.0013469968	0.00092330979	1.0	0.00034079116	0.01174171
4.0936348	0.68147537	0.52673765	0.18852147	-3.3936567	0.032494297	-1.9084898	0.12915061	0.88548134	3.3477487	1.258002	0.57680172	3.0429314	0.94136666	-6.4130762	-8.4408552	-1.1650464	0.0016372868	0.00021581887	1.0	0.0018561217	0.010095772
4.0951222	0.68319604	0.52609103	0.17312091	-3.0314979	0.046023018	-2.0293009	0.11616067	0.88698714	3.476915	1.0923374	0.53660072	2.9964771	0.76557832	-6.7690686	-8.0740067	0.99630406	0.001147446	0.00031143555	1.0	0.010351266	0.0028400859
4.108661	0.66734163	0.5221818	0.19917196	-3.3952939	0.032442867	-1.8770202	0.13273151	0.88774747	3.3617844	1.161876	0.56531056	2.9699334	0.75854653	-6.6715777	-7.7476073	-1.6514137	0.0012647974	0.00043158807	1.0	0.00028553717	0.013145047
4.1010651	0.69065692	0.52445876	0.18463859	-3.2969181	0.035677068	-1.9645993	0.12297016	0.88624337	3.3923531	1.1613544	0.48183038	2.8889904	0.72472133	-6.6806848	-6.9336937	1.8399799	0.0012533455	0.00097344653	1.0	0.00031707089	0.0073177192
4.1078235	0.66715384	0.52094319	0.23012572	-3.1213106	0.042236724	-2.0104902	0.11810592	0.88044046	3.391628	1.1741691	0.53900224	2.3642813	0.99760264	-6.3473675	-8.3603946	-1.7722228	0.0017482897	0.00023389728	1.0	0.0085333559	0.0023232445
4.1235828	0.67382496	0.50767436	0.24195624	-3.3133968	0.035114448	-1.8990211	0.13021931	0.8886406	3.488588	1.1063886	0.60522672	2.8643473	0.73112428	-6.7822557	-6.7814632	1.0305485	0.0011324308	0.0011333276	1.0	0.00061340189	0.00069165701
4.10093	0.67812147	0.52443043	0.24818364	-3.1937408	0.039401947	-2.0174543	0.11738248	0.87877477	3.3583811	1.1559336	0.58922837	3.0973361	0.72559258	-6.3745829	-8.911637	-0.71291759	0.0017014307	0.00013479279	1.0	0.012562833	0.0060632083
4.1272673	0.66936088	0.51661025	0.24220968	-3.4588727	0.030505355	-1.9069357	0.1293255	0.89131654	3.4106476	1.1471415	0.52271196	3.0537674	0.75486819	-6.7167485	-8.413262	0.704312	0.0012090042	0.00022185558	1.0	0.011851719	0.0090607305
4.1224784	0.64691435	0.52500207	0.21636879	-3.0238527	0.046359845	-2.0413356	0.1149308	0.88389219	3.3554949	1.1370565	0.50449569	2.7230691	0.75178337	-6.5134931	-7.7577067	-0.71135824	0.0014810925	0.00042725306	1.0	0.0087261089	0.0029166589
4.1275035	0.66000749	0.50799692	0.26696697	-3.3245547	0.034738359	-1.9003684	0.13006678	0.88561141	3.4201031	1.1785972	0.52849618	2.8726663	0.85365322	-6.7749845	-7.5739474	1.9000099	0.0011406856	0.0005133971	1.0	0.0019247433	0.021997036
4.1049886	0.67124093	0.52206306	0.25083168	-3.394359	0.032472224	-1.8813482	0.1322341	0.88736067	3.4119093	1.1060625	0.58285215	3.0343152	0.71077805	-6.1556272	-9.2615041	1.8584247	0.0021170186	9.500328e-05	1.0	0.0033472322	0.019320575
4.0931655	0.67896262	0.53049728	0.25253068	-3.2355544	0.037849453	-2.0159773	0.11753559	0.88484438	3.2957999	1.1422673	0.52669727	2.8706517	0.71848628	-6.8434887	-7.3105825	-1.9866211	0.0010652407	0.00066798109	1.0	0.010227477	0.0030707602
4.1177835	0.66822522	0.51805762	0.2460073	-3.4285679	0.031414477	-1.9676899	0.12263723	0.89168284	3.4652323	1.1280165	0.53175521	3.0582943	0.68562309	-6.42629	-8.8993591	-0.89614508	0.001615829	0.00013645774	1.0	0.016622614	0.0044157107
4.1206972	0.66992919	0.51983143	0.26635463	-3.3422189	0.034150894	-1.9488436	0.1246795	0.88042978	3.3211869	1.2204133	0.59627524	3.0357272	0.67182398	-6.8028029	-7.871504	0.56935626	0.0011094255	0.00038131477	1.0	0.010402801	0.0059908621
4.0978795	0.66455978	0.51970266	0.24913523	-3.2620258	0.036897152	-1.9188937	0.12798498	0.88572367	3.3612033	1.18129	0.58796434	2.9063046	0.66170306	-6.5810107	-8.3633082	-0.97845011	0.0013845277	0.00023321695	1.0	0.0064179622	0.01182337
4.0902151	0.66556531	0.52410281	0.28237512	-3.6771661	0.024670526	-1.9092989	0.12905964	0.88484003	3.3567477	1.169962	0.56881606	3.1762611	0.76758987	-6.6242755	-7.7187658	0.13895452	0.0013259814	0.00044421132	1.0	0.0067597871	0.0034059083
4.1317638	0.68338677	0.50862748	0.27573653	-3.3009705	0.035537911	-2.0413056	0.11493385	0.88968959	3.4566839	1.0940321	0.52657548	2.9402003	0.7358257	-6.4731776	-8.3106425	-0.040450509	0.0015419295	0.00024582557	1.0	0.0068871211	0.0018306281
4.1077399	0.68220632	0.51912364	0.25332413	-3.5895122	0.026869871	-1.9435789	0.1252552	0.88351597	3.2999361	1.1932575	0.61795717	2.8992917	0.81541621	-6.5887307	-8.4087162	0.10858365	0.001373895	0.00022286618	1.0	0.0054122453	0.0075612483
4.1098646	0.65749518	0.5206189	0.2443487	-3.3697118	0.033255573	-1.9595398	0.12351686	0.88478502	3.3437033	1.1412523	0.45699504	2.6832374	0.86381801	-6.494292	-8.8836594	-0.33356276	0.0015097625	0.00013861669	1.0	0.0098198568	0.011195758
4.1115434	0.66838027	0.5233143	0.23057635	-3.271254	0.036570619	-2.0165251	0.11747879	0.88803476	3.4951966	1.1242198	0.36978584	2.2386931	0.96622904	-6.8592291	-5.9862465	-0.71085191	0.0010486221	0.0025067796	1.0	0.0080643902	0.01167868
4.0931467	0.67472469	0.50831656	0.24919998	-3.3408672	0.034195505	-1.9355009	0.12614296	0.88616053	3.400906	1.1195566	0.45654224	2.3147207	1.1431646	-6.7734006	-6.3797078	-0.53309003	0.0011424916	0.0016927481	1.0	0.0016820356	0.00099484641
4.1017393	0.68130953	0.51356836	0.28412443	-3.4557239	0.030598618	-1.8864178	0.13165345	0.88677784	3.4490033	1.1805867	0.43437293	2.6887778	0.82707677	-6.6624701	-7.2415282	0.18512676	0.0012763546	0.00071570384	1.0	0.0032787147	0.011602931
4.1334656	0.6790836	0.52544013	0.23880447	-3.1591381	0.040732718	-2.0135927	0.11778315	0.88718194	3.3881425	1.1059411	0.59528001	3.0840016	0.64107872	-6.2245106	-8.9506368	-0.68625708	0.0019763789	0.00012963777	1.0	0.012361083	0.0095620228
4.1154962	0.69117059	0.52160061	0.25043913	-3.5471345	0.028000456	-1.8981132	0.13032217	0.88337774	3.2479716	1.1532872	0.54770335	3.0748069	0.71900011	-6.824236	-6.886467	0.47580486	0.0010859256	0.001020474	1.0	0.0055948787	0.0072865426
4.1215509	0.67544155	0.51138974	0.24835664	-3.5259389	0.028583132	-1.9389679	0.12576128	0.89097286	3.3591496	1.0940238	0.4951808	2.9805265	0.8042153	-6.4498839	-8.1386829	-0.46465582	0.0015782109	0.00029193631	1.0	0.002804861	0.0039024324
4.0865182	0.6955064	0.51660382	0.22419237	-3.6834731	0.024519221	-1.9192902	0.12794074	0.88087041	3.3939031	1.0640453	0.54078501	2.8594736	0.87148358	-6.6045759	-8.2957201	0.46396102	0.0013523261	0.00024952046	1.0	0.0056829497	0.00057202032
4.0881815	0.69527136	0.51958239	0.22467705	-3.5151854	0.028883235	-1.871468	0.13337195	0.87982044	3.4697318	1.16743	0.55421317	3.0936154	0.8037479	-6.5054627	-7.6822549	-0.26811992	0.0014930163	0.00046072201	1.0	0.0020817412	0.00065903224
4.1060999	0.66843921	0.52514646	0.22005049	-2.9964676	0.04758571	-1.9945835	0.1197728	0.89296218	3.5206307	1.1520834	0.59599908	2.9089375	0.69482259	-6.6523803	-7.8015231	0.27566513	0.0012892812	0.00040894407	1.0	0.0027490494	0.0028360218
4.1158256	0.66975309	0.51910242	0.24940874	-3.3237007	0.034767006	-1.9974809	0.11946767	0.88543839	3.4343866	1.1140318	0.58419555	3.0340666	0.65519349	-6.5194769	-8.0728435	1.0049409	0.0014722694	0.0003117979	1.0	0.0046965286	0.012717187
4.1107976	0.67549334	0.51558411	0.24450879	-3.487825	0.02966064	-1.8442524	0.13654914	0.88756145	3.4268072	1.1357773	0.56075017	3.136021	0.77818698	-6.5330513	-8.3221639	-1.3434552	0.0014524481	0.00024301025	1.0	0.0047837911	0.013547289
4.1072826	0.66729302	0.52256161	0.24560866	-3.1889789	0.039582579	-1.98032	0.12128473	0.8833591	3.3668608	1.1791609	0.51940715	3.1052137	0.68080433	-6.4555903	-8.1951635	1.4846901	0.0015692448	0.000275909	1.0	0.0035820624	0.0083780145
4.0961076	0.66935605	0.52095947	0.22998334	-3.5421655	0.028136013	-1.8501408	0.13585636	0.88496246	3.2922677	1.2227945	0.55646056	3.2053679	0.7050928	-6.5446932	-7.4837461	-1.7755665	0.001435661	0.00056183177	1.0	0.0027322002	0.0026226158
4.0926085	0.66887285	0.53300636	0.21175492	-3.2416319	0.037628751	-1.971344	0.1222446	0.88309024	3.2973156	1.2251767	0.52486044	3.016392	0.63485934	-6.4666648	-8.540818	-0.56150843	0.0015519889	0.00019529228	1.0	0.00053152326	0.0026527087
4.137061	0.65953869	0.53417176	0.22316373	-3.0624488	0.044683056	-2.0012273	0.11907413	0.88983524	3.4935324	1.0603213	0.49869522	2.7703405	0.79496251	-6.9089116	-7.5799273	0.48628718	0.00099784761	0.00051033778	1.0	0.0040518646	0.0045576017
4.1065458	0.63394863	0.52873242	0.25275635	-3.1119087	0.042618698	-1.9891457	0.12034727	0.88441895	3.2123234	1.2654873	0.55976023	3.0677406	0.58854139	-6.4575264	-8.3975355	0.73936438	0.0015662142	0.00022537139	1.0	0.0011993291	0.00075554023
4.1237652	0.66466436	0.52763238	0.23688928	-3.4097167	0.03199317	-1.8939668	0.13079284	0.89089426	3.4877529	1.0812762	0.52584613	3.1382042	0.56460736	-6.6064263	-7.457865	-0.7343552	0.0013498294	0.0005765539	1.0	0.0037538516	0.0016754008
4.0955074	0.65848459	0.52208755	0.27384028	-3.2701337	0.036610112	-2.0160965	0.11752322	0.88323906	3.3398109	1.2281101	0.54677676	3.0851466	0.73462861	-6.4124304	-8.4085128	0.56687713	0.0016383428	0.0002229115	1.0	0.0014509365	0.0015669039
