mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.1248015	0.68865331	0.52031007	0.2490626	-3.2369039	0.037800338	-1.9478768	0.12478506	0.88787727	3.4345083	1.1561987	0.54063591	3.2108	0.70842282	-6.3928314	-8.4623115	0.93949072	0.0016707152	0.00021123849	1.0	0.012877084	0.0029409581
4.1297578	0.66944405	0.52189285	0.26865426	-3.2640078	0.036826785	-1.9972184	0.11949528	0.88447285	3.3764627	1.1527438	0.56778812	2.9906694	0.53253073	-6.3710559	-8.7412636	-1.0295954	0.001707432	0.00015982623	1.0	0.010837858	0.0012328845
4.1296202	0.68120258	0.50449385	0.27629737	-3.1881566	0.039613852	-1.9198356	0.1278799	0.88346092	3.4007456	1.1605752	0.54102815	3.0891874	0.57518913	-6.1754886	-9.18666	-0.18416356	0.0020754729	0.00010238582	1.0	0.01218139	0.007040016
4.1293442	0.68378786	0.49531099	0.26637637	-3.2196228	0.038433922	-1.9944964	0.11978198	0.88221041	3.3691335	1.1982056	0.55873657	2.8612619	0.58910648	-6.2712972	-9.1243462	-0.52729191	0.001886211	0.00010896813	1.0	0.014515666	0.0038670206
4.1186178	0.68368506	0.49549308	0.25616362	-3.2171155	0.038526692	-2.0042761	0.11875469	0.88208692	3.3510424	1.194196	0.56244423	2.8707257	0.62306166	-6.3263425	-8.8909064	-0.84686994	0.0017853702	0.00013761591	1.0	0.013166147	0.0073365582
4.1307322	0.669229	0.5072623	0.26672413	-3.2886952	0.035961052	-2.0034341	0.11884284	0.88666641	3.3462393	1.1481003	0.63026317	3.1393211	0.50872902	-6.0901348	-9.3019331	0.4656249	0.0022599845	9.1239343e-05	1.0	0.011218557	0.001167546
4.1203332	0.69190814	0.49816567	0.25146129	-3.377233	0.033014615	-1.95637	0.12386043	0.88668014	3.421995	1.1248192	0.50998317	2.8882713	0.73806497	-6.4159797	-8.439931	-0.090579738	0.0016325476	0.00021601838	1.0	0.010782983	0.0072528108
4.1192674	0.67453461	0.51022812	0.26175114	-3.1978163	0.039247982	-1.9929564	0.11994444	0.88479051	3.3750401	1.1498805	0.57062538	2.9379578	0.74817556	-6.4878526	-8.3476869	-0.57382385	0.001519501	0.00023688783	1.0	0.0084804435	0.003232096
4.1120211	0.66863231	0.51096005	0.24903984	-3.3404044	0.034210794	-2.0048047	0.11869938	0.88661771	3.3889349	1.1430685	0.54887904	2.927725	0.82824452	-6.6470277	-8.0332647	-0.0093007543	0.0012961918	0.00032438188	1.0	0.0062373278	0.0093876458
4.1145065	0.66933502	0.5131839	0.24170089	-3.1990831	0.03920024	-2.0004825	0.11915227	0.88723598	3.3039699	1.2074889	0.62881781	2.8460092	0.52927435	-6.3027238	-8.2928518	0.20639782	0.0018279623	0.000250237	1.0	0.01198314	0.00040758558
4.107466	0.65954345	0.51142885	0.24235783	-3.0925048	0.043417487	-2.022717	0.11683834	0.89156705	3.3341193	1.1641043	0.60326889	3.0307085	0.59941509	-6.2929497	-9.2288026	0.31832353	0.0018458835	9.8161083e-05	1.0	0.013021334	5.8332622e-05
4.0939044	0.68860664	0.50572256	0.2627728	-3.422172	0.031609676	-1.9167643	0.12822282	0.87839984	3.3559627	1.1490881	0.58011877	3.3396736	0.58501425	-6.4364831	-8.8404572	-0.9971374	0.0015994685	0.00014473559	1.0	0.0090936434	0.01481952
4.1110045	0.68504228	0.52131465	0.26733929	-3.4332911	0.031271081	-1.911577	0.12880379	0.88273684	3.3502682	1.1652278	0.55329226	3.1684269	0.57080539	-6.1667126	-8.5771501	-1.454535	0.0020937292	0.00018832554	1.0	0.0062337075	0.00079897407
4.1017505	0.68373569	0.51162859	0.21664321	-3.3173719	0.034980017	-1.969962	0.12239297	0.88768393	3.4464101	1.1528133	0.57165148	2.918515	0.65027289	-6.3194049	-8.3546675	0.91063045	0.0017977772	0.00023524037	1.0	0.014538824	0.00078438456
4.1126655	0.68772676	0.51536615	0.21636639	-3.2887143	0.03596039	-1.9729644	0.12207084	0.8876038	3.460914	1.1654471	0.51617395	2.9039345	0.72917877	-6.3925104	-8.5962546	0.92171676	0.0016712506	0.00018476249	1.0	0.012726321	0.0011004559
4.1033827	0.6749905	0.53252875	0.23779531	-3.1378739	0.041571746	-1.9730361	0.12206315	0.88600207	3.3715574	1.1299695	0.61615252	3.0180071	0.61809833	-6.2585955	-8.5254462	0.030674744	0.001910276	0.00019831685	1.0	0.0093970289	0.00306403
4.1033492	0.66587649	0.51613817	0.23934738	-3.4099573	0.031985721	-1.9173587	0.1281564	0.88536397	3.4061389	1.195257	0.58164214	3.2055227	0.67141444	-6.2140183	-8.7586071	-0.1109079	0.0019971832	0.0001570786	1.0	0.014355248	0.0023343592
4.1126309	0.67535748	0.52129658	0.25756056	-3.2548802	0.037151921	-1.9702722	0.12235965	0.8907537	3.4340327	1.0800819	0.57874025	2.9386896	0.71753384	-6.3205284	-9.170516	-1.6016652	0.0017957622	0.00010405198	1.0	0.0061753763	0.0040617648
4.1061513	0.67707197	0.51683979	0.24000745	-3.1905071	0.039524526	-2.040591	0.11500657	0.8836984	3.3263897	1.1748518	0.56901624	2.87086	0.65119317	-6.3620576	-9.1526656	2.2505065	0.0017228388	0.00010592581	1.0	0.016214807	0.0008905662
4.0939565	0.6755629	0.52597645	0.26256797	-3.43922	0.031091973	-1.868147	0.13375627	0.88712838	3.4036394	1.156056	0.59339027	2.9182937	0.535721	-6.3678739	-8.9109746	-2.0418021	0.0017128645	0.00013488211	1.0	0.0079310788	0.00305976
4.0916242	0.67063752	0.52584053	0.24171539	-3.3834713	0.032816039	-1.9593146	0.12354124	0.8871837	3.4031214	1.1610054	0.63283644	3.1167376	0.51752422	-6.3696496	-9.0368264	-1.1453778	0.0017098307	0.00011893359	1.0	0.010713287	0.0031229161
4.0931341	0.66562304	0.53098081	0.24779405	-3.1354162	0.041669781	-2.0311925	0.11596661	0.87579967	3.3360302	1.1789475	0.62288054	3.1707937	0.63523013	-6.3954323	-8.8652739	-0.71011551	0.0016663827	0.00014118844	1.0	0.013944661	0.0019553453
4.1096653	0.66340083	0.53617858	0.21508318	-3.1666704	0.040439419	-2.1002424	0.10907326	0.87796157	3.3494467	1.2420256	0.61053266	2.8993296	0.70283659	-6.1562923	-9.106678	-0.087513984	0.002115614	0.00011091028	1.0	0.0086502228	0.0028138218
4.1198722	0.64605377	0.51955865	0.22952833	-3.3573084	0.033656656	-1.8615759	0.13451948	0.89022932	3.3612015	1.1346998	0.52348016	2.8143716	0.79696565	-6.5546958	-8.6729245	-0.14138215	0.0014213925	0.00017112854	1.0	0.015126643	0.0044855477
4.1142725	0.66947461	0.53796681	0.20485334	-3.3654401	0.03339318	-1.9482522	0.12474407	0.88628901	3.3702086	1.212166	0.53668045	3.1479027	0.73516329	-6.4492146	-7.6086345	-0.32682639	0.0015792659	0.00049590287	1.0	0.0062915965	0.004545044
4.1310742	0.63992927	0.53451314	0.22115225	-2.9953641	0.047635745	-1.9876907	0.12050139	0.88496065	3.4313287	1.1003888	0.53192493	2.8059153	0.68214402	-6.645244	-8.0350337	-0.22946656	0.0012985028	0.00032380872	1.0	0.012896278	0.001756546
4.1261	0.66502251	0.53763393	0.23388247	-3.4933666	0.029501561	-1.9151519	0.12840316	0.8895013	3.5096065	1.0860883	0.50735279	3.0207926	0.88481252	-6.4320549	-8.2487153	0.70425196	0.0016065556	0.00026152601	1.0	0.014868644	0.0047335681
4.116996	0.65962536	0.52412494	0.26848889	-3.2579491	0.037042296	-1.9508665	0.1244589	0.88714686	3.4569211	1.0767171	0.50510556	2.8775537	0.77053943	-6.2796479	-8.8718565	-0.19554491	0.0018705547	0.00014026224	1.0	0.0082957208	0.0059085057
4.1204768	0.65545331	0.54024149	0.27313262	-3.4872226	0.029677981	-1.9166699	0.12823337	0.88779775	3.4380876	1.152297	0.5162592	2.8612211	0.82099651	-6.1813429	-8.872215	-1.2282989	0.002063383	0.00014021197	1.0	0.0051774452	0.0041036927
4.1189812	0.64131664	0.52221452	0.27225343	-3.3090774	0.03526109	-1.8938457	0.13080661	0.883102	3.4356046	1.1379894	0.54981552	2.6877507	0.84413143	-6.1375129	-9.1306478	-0.018537159	0.0021556329	0.00010828369	1.0	0.0060589417	0.0022451755
4.1294923	0.65793085	0.54020577	0.29353342	-3.5439067	0.02808844	-1.8888924	0.13137081	0.88934919	3.4018189	1.1106824	0.49313847	2.7374747	0.96223295	-6.0432484	-9.6859651	1.0460057	0.0023682135	6.2145806e-05	1.0	0.010733928	0.00047212981
4.1119479	0.62842645	0.5189741	0.29965017	-3.3263696	0.034677554	-1.8671026	0.13387733	0.88778847	3.5248753	1.0910477	0.42790905	2.5464062	0.94133421	-6.4731653	-8.1253163	0.23902846	0.0015419484	0.00029586356	1.0	0.0063494042	0.011106246
4.1231606	0.65441067	0.52940698	0.30770885	-3.4929433	0.029513683	-1.9219615	0.127643	0.88762544	3.3552933	1.131241	0.51004164	2.6644382	1.1767547	-6.471067	-8.2203112	0.52280832	0.0015451824	0.00026905889	1.0	0.014257785	0.0011683787
4.0932191	0.65648771	0.52299032	0.29136219	-3.2349007	0.037873265	-2.077313	0.11132151	0.8887186	3.4547529	1.0957552	0.53078381	2.4029026	0.84910762	-6.0385635	-9.2911896	0.0079504939	0.0023793078	9.2224772e-05	1.0	0.0089768472	0.0015534981
4.0899534	0.65023662	0.52479634	0.27401694	-3.1902599	0.039533909	-1.9994606	0.11925957	0.88974686	3.4463128	1.0879053	0.52437543	2.3973313	0.96291395	-6.0256724	-9.3483578	-0.38476459	0.0024101039	8.7100767e-05	1.0	0.011109884	0.0032140549
4.1017971	0.64287568	0.53482183	0.27263846	-3.2586324	0.037017931	-1.986147	0.12066509	0.88494296	3.4548356	1.0820547	0.52761147	2.4702102	0.92309377	-6.0042192	-9.4382511	-0.6396691	0.0024622383	7.9613193e-05	1.0	0.0085962289	0.00115919
4.10543	0.66296798	0.54211681	0.24885219	-3.3761346	0.033049701	-1.9516389	0.12437476	0.88838979	3.3176971	1.1761908	0.56355289	2.9665969	0.81746755	-6.5085073	-8.0949982	0.64544224	0.0014884843	0.00030496815	1.0	0.013742555	0.0021711821
4.1093742	0.62736421	0.54572559	0.23124123	-3.2770202	0.036367999	-1.9247652	0.12733113	0.88063142	3.3437104	1.163025	0.53017571	2.8277949	0.78085705	-6.2161781	-8.8126461	0.13591446	0.0019928829	0.00014881674	1.0	0.010755807	0.0070473953
4.1080215	0.62531423	0.54934934	0.22489224	-3.3039206	0.035436934	-1.9134198	0.12859715	0.88093642	3.3320097	1.1621736	0.51411445	2.911979	0.76025478	-6.2559129	-8.7837383	0.050724317	0.0019153975	0.00015318083	1.0	0.010384128	0.0048567005
4.1176618	0.62378321	0.54213921	0.29338668	-3.2614739	0.036916772	-1.9644381	0.12298755	0.88858957	3.4341414	1.1066126	0.5827951	3.0631144	0.60193112	-6.6316569	-7.3464269	0.12829575	0.0013162428	0.0006444769	1.0	0.0061885446	0.0043100905
4.1243357	0.62722117	0.53946858	0.25724768	-3.2274447	0.038145893	-1.9449492	0.12510515	0.8902151	3.4568978	1.0805884	0.580042	2.9655277	0.6556543	-6.6570055	-7.377243	-0.27157463	0.0012833394	0.00062493172	1.0	0.0069363312	0.0029203837
4.1016879	0.634117	0.55048418	0.26420901	-3.1828658	0.039815629	-2.024657	0.1166383	0.88384424	3.464044	1.1117986	0.53536646	3.1507944	0.58795571	-6.4794389	-7.5884929	-0.10772498	0.0015323199	0.00050598729	1.0	0.01025056	0.00044545457
4.1157933	0.63729295	0.54445703	0.23710728	-3.227906	0.038128969	-2.0302201	0.11606634	0.88629	3.41008	1.0832936	0.5190792	2.8481677	0.73570902	-6.5045819	-8.4561742	-0.22043175	0.00149433	0.00021253864	1.0	0.0051563241	0.00022849589
4.1054706	0.63632565	0.55934919	0.218714	-3.454687	0.030629391	-1.8808326	0.13229326	0.88573665	3.3611263	1.1684087	0.57446258	3.036005	0.65061399	-6.3801608	-9.4233343	0.50751535	0.0016919828	8.0809574e-05	1.0	0.020716622	0.0069832625
4.1109652	0.66826537	0.53011631	0.21224418	-3.2353555	0.037856696	-1.9797721	0.12134313	0.8865896	3.413464	1.1356623	0.62467245	2.9656624	0.54791248	-6.5870115	-8.488534	-0.56439899	0.0013762557	0.00020577241	1.0	0.0045061239	0.0072027224
4.1142554	0.63946851	0.5332965	0.20061595	-3.2420593	0.037613276	-1.9685909	0.12254032	0.88434366	3.3694591	1.156556	0.58330507	3.330779	0.62658416	-6.5137972	-7.8355921	1.0449653	0.0014806429	0.00039525184	1.0	0.0060683712	0.0043947715
4.1117868	0.65384161	0.52945832	0.23297809	-3.0390982	0.045690474	-1.9457566	0.12501679	0.88689683	3.3151707	1.1915535	0.5810916	3.0279722	0.81656199	-5.9617395	-9.5455226	-0.76988706	0.0025688122	7.1515657e-05	1.0	0.017778033	0.0015709501
4.0912956	0.66306565	0.51747703	0.22374288	-3.3893046	0.032631401	-1.9194012	0.12792836	0.88373922	3.3558276	1.1521825	0.54192183	3.2879527	0.5613864	-6.1241286	-8.8477685	0.51713909	0.0021846152	0.0001436814	1.0	0.010177481	0.0022320343
4.0990952	0.65523146	0.53331897	0.22136037	-3.2182752	0.038483756	-1.9912396	0.12012578	0.8877815	3.421901	1.1397146	0.56299746	3.0676738	0.69995424	-6.2634974	-8.5544528	-0.22347628	0.0019009526	0.00019264808	1.0	0.012770745	0.0014947358
4.1167188	0.66808631	0.53265486	0.22458038	-3.1597114	0.040710323	-1.985022	0.12078451	0.88980551	3.2965422	1.1930775	0.59055823	2.9870565	0.6469829	-6.4158176	-8.7846241	-1.6225713	0.0016328117	0.00015304522	1.0	0.010525251	0.0033469068
4.0943666	0.67131399	0.5248953	0.23783029	-3.3012194	0.03552938	-1.9784325	0.12148604	0.88851731	3.4212058	1.1779848	0.54312473	2.9864933	0.70051942	-6.331551	-8.1690894	-1.3974726	0.0017761118	0.00028319564	1.0	0.0087681665	0.0043728169
4.1148142	0.65993115	0.53707822	0.23426313	-3.1955985	0.039331696	-1.9727552	0.12209325	0.88897846	3.4203491	1.1231913	0.51910503	3.1209375	0.61381011	-6.4060826	-9.1042704	-0.88234762	0.0016487584	0.0001111776	1.0	0.0088398085	0.0017565425
4.1166264	0.66120644	0.53775915	0.23280354	-3.1902511	0.039534242	-1.9789312	0.12143282	0.88880309	3.4314675	1.1234027	0.52236981	3.1135185	0.61608002	-6.4081912	-9.1790742	-1.0124252	0.0016452913	0.00010316537	1.0	0.009113078	0.0013960494
4.1186886	0.67272937	0.52727584	0.22815643	-3.0866217	0.043662481	-2.0298722	0.11610203	0.88846446	3.3832903	1.1374471	0.54843781	2.9981258	0.60952506	-6.2305986	-8.7690578	0.19517815	0.0019644068	0.00015544584	1.0	0.010821735	0.0010360893
4.1103078	0.66613443	0.52114442	0.23995684	-3.115748	0.042462318	-2.0826207	0.11079751	0.89337464	3.40001	1.1465247	0.56713285	2.9206077	0.64294963	-6.2382999	-8.9704939	-2.5630579	0.0019493658	0.00012708925	1.0	0.0098012661	0.0025581589
4.111182	0.65774453	0.53344427	0.24521157	-3.396136	0.032416443	-1.9067811	0.12934291	0.88290314	3.4674984	1.0768846	0.55354289	3.0357261	0.72223769	-6.41441	-8.7343508	1.681167	0.001635108	0.00016093472	1.0	0.01409054	0.00014660213
4.1035833	0.65212855	0.53659692	0.23461775	-3.2664244	0.036741165	-1.9482754	0.12474153	0.88477966	3.4478848	1.1193086	0.51534367	2.8574123	0.59639158	-6.3880259	-8.5433316	0.66752334	0.0016787496	0.00019480209	1.0	0.018840918	0.00019358507
4.1031709	0.65288631	0.5337742	0.24040806	-3.2788656	0.036303384	-1.9505692	0.1244913	0.88441499	3.458027	1.1278452	0.53268189	2.8586547	0.61998707	-6.3600635	-8.4990355	0.28244213	0.0017262717	0.00020362324	1.0	0.019456327	0.00016943394
4.0951991	0.64934094	0.5292392	0.27779918	-3.3537412	0.033772866	-1.9636075	0.12307717	0.88696031	3.3593107	1.2171409	0.5936106	2.9696075	0.64703883	-6.090213	-9.036684	-1.1064166	0.002259808	0.00011895052	1.0	0.0059431915	0.00013489208
4.0934135	0.64954396	0.53011235	0.28401459	-3.3683435	0.033299591	-1.9610429	0.12335422	0.88744079	3.3699051	1.216472	0.59748556	2.9403095	0.65408519	-6.1339818	-9.0362328	-0.59021768	0.0021632418	0.0001190042	1.0	0.0062992175	0.00020246228
4.0887056	0.63758585	0.5214747	0.25997774	-3.3995458	0.032309664	-1.9151985	0.12839795	0.88486594	3.4544954	1.061479	0.48471486	2.8049581	0.72064137	-6.5759022	-8.5476961	1.3260401	0.0013916088	0.00019395389	1.0	0.0074973045	0.010887132
4.0894077	0.65440122	0.52750629	0.24522213	-3.4029775	0.032202539	-1.894348	0.13074951	0.89260306	3.5263492	1.0639759	0.4780925	3.0330859	0.8078403	-6.5029538	-8.478073	0.47972239	0.0014967612	0.00020793584	1.0	0.010324517	0.001841866
4.0963266	0.64901294	0.52371199	0.24801357	-3.5601266	0.027649019	-1.8702177	0.13351654	0.8882771	3.4910535	1.0811295	0.49653862	2.7722791	0.78465412	-6.4002059	-8.1946034	0.7481872	0.0016584602	0.00027606354	1.0	0.012800024	0.0059744693
4.1269243	0.66483506	0.53302529	0.23077957	-3.2607718	0.036941742	-1.9842929	0.12086195	0.88734795	3.4041013	1.1920423	0.54367214	2.7943135	0.76316196	-6.1411104	-9.0610847	-0.76253715	0.0021479087	0.0001160835	1.0	0.012793194	0.0027304626
4.1194236	0.65964999	0.5304239	0.21404255	-3.3371689	0.034317858	-1.9153938	0.1283761	0.88883396	3.3750709	1.1879203	0.52819993	2.8660364	0.74841771	-6.2190575	-8.8006405	-0.79213077	0.0019871643	0.00015061388	1.0	0.011764465	0.0016721996
4.1198152	0.65005158	0.53676723	0.24234466	-3.2451267	0.037502396	-1.9267586	0.12710979	0.8872951	3.3983711	1.2361152	0.52172904	2.876001	0.85189891	-6.2172271	-9.029871	-1.1803703	0.0019907978	0.0001197636	1.0	0.013543939	0.0054441253
4.1119091	0.65651399	0.54346347	0.22164933	-3.4187728	0.031713891	-1.8813433	0.13223465	0.88552309	3.3214156	1.1610443	0.57064043	2.9993989	0.70504979	-6.2115926	-9.2915851	1.2070699	0.002002024	9.2188308e-05	1.0	0.015341245	0.0010309016
4.1043468	0.64963878	0.53278963	0.22875297	-3.1127956	0.042582523	-2.0396825	0.11509907	0.8881906	3.4410697	1.0666604	0.49717934	2.82642	0.73596902	-6.3214441	-8.9205805	-1.2702966	0.0017941214	0.00013359281	1.0	0.0079744395	0.005557239
4.1079	0.66450315	0.5357061	0.21988725	-2.9956131	0.047624451	-2.0899497	0.11007751	0.88403755	3.4304412	1.1491946	0.46748467	2.9064199	0.66296671	-6.2221275	-8.5678429	-2.1276237	0.0019810851	0.00019008617	1.0	0.0084732503	0.0046196362
4.1005871	0.66275769	0.54273029	0.20405116	-3.4669782	0.030266547	-1.8520975	0.13562682	0.88675073	3.3740372	1.1478697	0.59660628	2.7556162	0.84794036	-6.1884753	-9.1231288	1.2585829	0.0020487485	0.00010910084	1.0	0.011980299	0.0052793118
4.093669	0.65223123	0.52791243	0.24892889	-3.219325	0.03844493	-2.029309	0.11615984	0.88336489	3.2854948	1.1972945	0.49519668	2.9117949	0.81620515	-6.4248095	-7.9761346	-1.1436156	0.0016182191	0.00034344687	1.0	0.012061837	0.0019929304
4.1004725	0.6614906	0.53085918	0.24400139	-3.291033	0.035880094	-2.0183988	0.11728466	0.88420485	3.3481146	1.2087608	0.51759933	3.2517309	0.70720298	-6.4890049	-8.6231903	-0.48215161	0.0015177538	0.0001798531	1.0	0.013198222	0.0020932177
4.0913604	0.64324883	0.52567109	0.22014236	-3.1902044	0.039536017	-1.924127	0.12740206	0.88272834	3.3598755	1.1674145	0.53195321	2.7291815	0.75294631	-6.4013725	-8.4398447	-1.0870569	0.0016565297	0.00021603703	1.0	0.012946879	0.0011535512
4.1059612	0.67031031	0.54429608	0.2338394	-3.3289074	0.034592701	-1.9272787	0.12705209	0.88988871	3.4394996	1.1036808	0.56353967	2.7214133	0.9225391	-6.3607617	-8.901296	0.99216526	0.001725069	0.00013619373	1.0	0.0051546135	0.0060684241
4.1003313	0.66459951	0.54555699	0.23784855	-3.3351085	0.034386204	-1.9538919	0.12412961	0.8907911	3.464788	1.1210259	0.54117879	2.6952184	0.85276463	-6.4744792	-8.3259181	0.24437687	0.0015399269	0.00024209987	1.0	0.0072388716	0.0095266283
4.107664	0.66718481	0.54853821	0.22778998	-3.3957952	0.032427135	-1.9396635	0.12568483	0.89173943	3.4847667	1.0993147	0.54811658	2.743059	0.81077893	-6.6042445	-8.4173877	0.071214607	0.0013527737	0.00022094237	1.0	0.0090321846	0.0078306714
4.0989188	0.65348759	0.5418524	0.18837192	-3.2669832	0.036721391	-1.9564417	0.12385266	0.87907801	3.3743241	1.1496718	0.4476189	2.7991695	1.122941	-6.4582469	-7.2879134	-0.86236988	0.001565088	0.00068328607	1.0	0.007924024	0.001823761
4.1078198	0.66183229	0.53820091	0.21458993	-3.161098	0.040656205	-2.0294273	0.1161477	0.88241273	3.4094917	1.1670839	0.48084563	2.9809919	0.83168624	-6.5217873	-7.7722474	-0.96580762	0.0014688768	0.00042108807	1.0	0.0095103723	0.0037413659
4.1073687	0.66205838	0.53704055	0.21253006	-3.1690951	0.040345438	-2.0227967	0.11683011	0.88296401	3.4190913	1.1669282	0.47586283	2.9753449	0.82053718	-6.5079094	-7.7733844	-0.96908733	0.0014893732	0.00042060976	1.0	0.0098679981	0.0033683678
4.0962016	0.66276172	0.54298494	0.22970407	-3.283214	0.036151558	-1.9984719	0.11936346	0.87948645	3.3120915	1.1470322	0.57382601	2.5617474	1.0372272	-6.4088594	-8.8092963	0.78507885	0.0016441941	0.00014931601	1.0	0.014200714	0.0016350965
4.0916989	0.65955779	0.55150838	0.22146215	-3.3901639	0.032604287	-1.9450237	0.12509699	0.87916936	3.3102327	1.1267803	0.56962188	2.632947	1.0726838	-6.4072764	-8.7089795	1.0071931	0.0016467946	0.0001650694	1.0	0.01295602	0.0011268705
4.1114882	0.67205985	0.54922424	0.19351334	-3.508247	0.029078487	-1.85229	0.13560425	0.89265409	3.3226523	1.1467908	0.45991008	2.9662836	0.8623716	-6.2510292	-9.224409	-0.66566224	0.0019247566	9.8593266e-05	1.0	0.01151958	0.001227906
4.1099942	0.67027153	0.55123341	0.20624082	-3.4145197	0.031844758	-1.944571	0.12514654	0.87916707	3.4393714	1.1798484	0.57537633	2.8925781	0.72287353	-6.4004882	-8.8117986	-0.46608733	0.0016579928	0.0001489429	1.0	0.010930668	0.0075226716
4.1126066	0.67463578	0.5334398	0.23988085	-3.1860536	0.039693937	-1.9947446	0.11975581	0.89203238	3.3422356	1.1950386	0.49114984	2.7426725	0.76457902	-6.4836742	-8.320769	0.48392687	0.0015258537	0.00024334938	1.0	0.0099176393	0.00064687809
4.0997498	0.6754414	0.52546469	0.23285708	-3.2950796	0.035740375	-1.943241	0.12529223	0.88918473	3.3102455	1.1853283	0.48140387	2.839895	0.89286504	-6.3947472	-8.5672685	1.1440124	0.0016675229	0.00019019538	1.0	0.0088971478	0.00050087609
4.1102496	0.67611133	0.53594059	0.22675404	-3.49616	0.029421689	-1.8620244	0.13446726	0.88891226	3.3723521	1.2076162	0.50056791	2.9148946	0.80531812	-6.2812096	-8.5586499	0.85700201	0.0018676414	0.00019184136	1.0	0.011290231	0.0050620711
4.0898001	0.64840204	0.5282253	0.23088291	-3.2181212	0.038489456	-2.0296691	0.11612288	0.88490632	3.4098874	1.0883564	0.59138455	3.0529095	0.77960503	-6.4027378	-8.1879642	-0.5793936	0.0016542733	0.00027790197	1.0	0.0080665209	0.0009886276
4.0836259	0.65618564	0.52689898	0.24463655	-3.189794	0.039551605	-2.0104456	0.11811056	0.88368897	3.397545	1.1909234	0.59042836	2.8104953	0.64386695	-6.5954888	-7.5842328	0.21715587	0.0013646539	0.00050814633	1.0	0.012467711	0.0012273664
