mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.0991139	0.66279704	0.51771606	0.22930398	-3.0383891	0.045721405	-2.0023918	0.11895202	0.88813473	3.3778798	1.2092068	0.6168039	2.8923367	0.70131331	-6.3562938	-9.5469095	-0.8273114	0.0017327802	7.1416553e-05	1.0	0.020917741	0.0005117589
4.097537	0.67026282	0.51190204	0.26313357	-3.0698928	0.044366373	-1.9986104	0.11934889	0.89022009	3.4217348	1.1781623	0.63140834	3.0351479	0.83170788	-6.1477405	-10.035997	0.21874687	0.0021337452	4.3792822e-05	1.0	0.022895117	0.0010713284
4.133256	0.68064998	0.52773376	0.2442762	-3.189524	0.039561861	-1.9916366	0.12008382	0.88327723	3.4035555	1.1336306	0.54734336	3.2172085	0.6633691	-6.4625747	-8.8319366	0.07775175	0.0015583399	0.00014597392	1.0	0.011439462	0.011456673
4.1118217	0.65726533	0.52176385	0.2297442	-3.4003658	0.032284035	-1.8737755	0.13310547	0.88982556	3.5170885	1.0766917	0.54039653	3.0144345	0.59573678	-6.5158421	-9.2076958	0.45813773	0.0014776227	0.00010025476	1.0	0.022199616	0.0085388482
4.1157899	0.64923269	0.52425008	0.24608206	-3.3868325	0.032709524	-1.907737	0.1292353	0.88685684	3.392076	1.1325204	0.56208815	3.0789584	0.60919106	-6.707551	-8.5892362	-0.92174854	0.0012201617	0.00018606355	1.0	0.014278013	0.0065791852
4.0995528	0.65783135	0.52605282	0.24629193	-3.4617692	0.030419809	-1.8650285	0.13411802	0.89007485	3.44249	1.1299969	0.58095594	3.2054838	0.65214568	-6.2415733	-9.4710157	1.8304109	0.0019430077	7.7047169e-05	1.0	0.011641041	0.0040211411
4.1240263	0.67254638	0.5261625	0.2375363	-3.2454366	0.037491212	-1.9083987	0.12916086	0.8831142	3.3718269	1.197799	0.4842995	3.0173065	0.77433015	-6.5788792	-8.7686053	-1.7337627	0.001387478	0.00015551617	1.0	0.017147654	0.00048842405
4.1021303	0.6695584	0.52557131	0.23268249	-3.4682589	0.030228979	-1.9622697	0.12322163	0.88650982	3.4100682	1.1143477	0.61033399	2.8107639	0.70054483	-6.5685859	-8.8770352	1.4806619	0.0014018132	0.00013953784	1.0	0.016534322	9.3174192e-05
4.1081515	0.6572629	0.541738	0.24709574	-3.1636997	0.040554851	-1.9107337	0.12889845	0.88757586	3.4560157	1.1372893	0.54192667	3.0916774	0.73885019	-6.4937073	-8.846663	-0.57545773	0.0015106442	0.00014384031	1.0	0.013964905	3.1332062e-05
4.1116709	0.63578275	0.51961164	0.25186775	-3.186287	0.039685042	-2.0017527	0.11901902	0.88721925	3.4771289	1.1134029	0.55096551	2.929693	0.64306062	-6.4662963	-9.1637663	-0.29914073	0.00155256	0.00010475659	1.0	0.012349416	2.0438225e-05
4.1280963	0.65370776	0.53101327	0.26823123	-3.3881543	0.03266773	-1.9984363	0.1193672	0.88107319	3.3386099	1.151211	0.56517762	2.9770864	0.65360394	-6.4017922	-9.6359451	-1.444406	0.0016558358	6.5333186e-05	1.0	0.011936397	0.019938831
4.1168878	0.65106788	0.529477	0.26258198	-3.2959709	0.035709669	-1.9384807	0.12581486	0.8895445	3.448219	1.1697793	0.54349677	3.0330587	0.59182712	-6.9033121	-7.9945318	1.9545067	0.0010034451	0.0003371883	1.0	0.018351649	0.0015117178
4.1107962	0.65719052	0.52940582	0.24835414	-3.2755735	0.036418736	-1.9214601	0.12769883	0.88984582	3.4966443	1.1607512	0.56932285	3.212664	0.63107203	-6.9765689	-8.1263411	1.5353964	0.00093263006	0.00029556059	1.0	0.014596794	0.0011484694
4.1271128	0.63375926	0.53028955	0.25933967	-3.2409579	0.037653165	-1.9507738	0.12446901	0.88560695	3.2712473	1.1675155	0.56289304	3.242132	0.53260652	-6.4866309	-8.5580458	-1.6555451	0.0015213557	0.00019195726	1.0	0.0098701247	0.0035250857
4.1088088	0.64671107	0.54048175	0.27169347	-3.265382	0.036778073	-1.9677727	0.12262832	0.88314071	3.3674626	1.2099003	0.6721463	3.1483086	0.55267942	-6.4727852	-9.225636	-1.1428526	0.0015425337	9.8472374e-05	1.0	0.010688564	0.0064666203
4.1080541	0.65804984	0.52242023	0.2681222	-3.1729432	0.040196711	-1.9712715	0.12225238	0.88526178	3.3148967	1.170809	0.57018051	2.9964471	0.59697693	-6.5113241	-8.6276468	-1.1714641	0.0014843037	0.00017905351	1.0	0.016493455	0.010568196
4.1222297	0.66419152	0.53047949	0.2538381	-3.3743349	0.033107263	-1.9410733	0.12552999	0.88661479	3.4050333	1.1831968	0.57492478	3.1625429	0.54681409	-6.6221906	-8.7999334	-0.54632725	0.0013287452	0.0001507204	1.0	0.010686925	0.0038172146
4.1224931	0.65037609	0.51583078	0.27952555	-3.4469534	0.030859846	-1.8424499	0.1367618	0.885483	3.4134935	1.1220544	0.53451523	3.0526605	0.63312819	-6.5336866	-8.2178679	-1.0001935	0.001451527	0.0002697169	1.0	0.0092179247	0.017354076
4.1096632	0.64569848	0.51387006	0.28879627	-3.4372663	0.031150884	-1.9104437	0.12893101	0.88461703	3.3805073	1.1326801	0.54766007	3.0451469	0.74140117	-6.4789549	-9.2625109	-1.5358347	0.0015330606	9.4907691e-05	1.0	0.0073037566	0.0064238602
4.1217266	0.64823145	0.52098793	0.31387726	-3.5120065	0.028972533	-1.8662538	0.13397578	0.8808277	3.3480868	1.2056335	0.5215476	3.0483905	0.65043758	-6.3095141	-9.1355209	-0.73890638	0.0018156144	0.00010775734	1.0	0.021463925	0.014958978
4.113487	0.66773106	0.52264917	0.293845	-3.2950867	0.035740131	-1.9688641	0.12251095	0.88173959	3.2084408	1.2581484	0.54680988	3.1029582	0.69737815	-6.8257626	-8.2454216	0.29363871	0.0010842709	0.00026238858	1.0	0.010493137	0.0058949281
4.1174647	0.66441761	0.52154489	0.27648376	-3.3528826	0.033800896	-1.9264264	0.12714665	0.88100387	3.1776508	1.2873902	0.52504756	3.0172376	0.69302284	-6.8387806	-8.1422262	1.5991	0.0010702624	0.00029090402	1.0	0.016351211	0.0027782701
4.1075145	0.65908576	0.52544364	0.26371071	-3.3319246	0.034492081	-1.9529614	0.1242308	0.89106214	3.1667661	1.2916974	0.4847887	2.9301497	0.83259375	-6.5447082	-9.123355	2.802296	0.0014356395	0.00010907617	1.0	0.023466067	0.0078817371
4.0978602	0.65831189	0.52532744	0.2639967	-3.3113302	0.035184536	-1.9237468	0.12744433	0.87563613	3.4247639	1.146878	0.57503211	3.2943557	0.74936163	-6.2884459	-9.4749215	-2.5096203	0.0018542003	7.674685e-05	1.0	0.010195073	0.0088382265
4.1027654	0.66181757	0.52692681	0.24093268	-3.4007343	0.032272525	-1.9174638	0.12814465	0.88086263	3.4166794	1.1394074	0.53795716	3.1436615	0.68404531	-6.1916807	-9.6353638	-2.7159433	0.0020422054	6.5371171e-05	1.0	0.011812071	0.0027771613
4.1092786	0.65308308	0.5249418	0.26608119	-3.4812684	0.029849925	-1.9026718	0.12980638	0.88923323	3.3713139	1.1853559	0.45581067	3.0241276	0.75930616	-6.7426004	-8.5322713	2.6588307	0.001178186	0.00019696819	1.0	0.017617856	0.0024141116
4.1272721	0.67061955	0.52096838	0.23665396	-3.6394514	0.025594466	-1.9129809	0.12864633	0.88982212	3.330807	1.1584073	0.5925337	2.9972593	0.78266998	-6.6447307	-7.8738911	1.2093054	0.0012991686	0.00038040597	1.0	0.014963572	0.0082973375
4.1266224	0.67294839	0.52509842	0.25101292	-3.5688779	0.027414715	-1.9107748	0.12889383	0.89134844	3.3122959	1.1690434	0.58659323	3.0789526	0.77888506	-6.7048278	-8.0150872	1.2718601	0.0012234848	0.00033033026	1.0	0.015858681	0.0069550662
4.1121465	0.66660975	0.52147916	0.24691699	-3.3428575	0.034129834	-1.9471147	0.12486831	0.88853004	3.3703824	1.1490995	0.52981582	2.8819201	0.7234598	-6.7323298	-8.0805126	0.66035147	0.0011903346	0.00030941657	1.0	0.00865196	0.014310831
4.1138399	0.65027232	0.51305365	0.24488805	-3.3852155	0.032760726	-1.8802876	0.13235584	0.88956603	3.506338	1.0999343	0.45874191	2.8342699	0.92728291	-6.5804322	-8.7897558	0.3671038	0.0013853279	0.00015226196	1.0	0.016772772	0.0067705483
4.1044051	0.66101961	0.51905317	0.2519632	-3.3872372	0.032696724	-1.8997029	0.1301421	0.8887302	3.3812996	1.1515246	0.41693723	2.7729076	0.75230495	-6.4600499	-9.0801714	-0.57842788	0.0015622731	0.00011388911	1.0	0.011853922	0.015148487
4.1198528	0.65893765	0.51616294	0.25313314	-3.3652302	0.033399956	-1.8968268	0.13046804	0.88742577	3.4137878	1.1654882	0.5102029	2.8857954	0.97203492	-6.426699	-9.0444105	-0.32107091	0.0016151693	0.0001180351	1.0	0.0082158181	0.0056950634
4.1146152	0.65900479	0.5254433	0.27747253	-3.3925374	0.032529506	-1.9142555	0.12850352	0.88712274	3.4335454	1.1174664	0.49150812	2.9218873	0.73592411	-6.5402406	-8.6665251	-2.2286131	0.0014420584	0.00017222698	1.0	0.0082427057	0.0044440001
4.1137052	0.64466983	0.52860194	0.26959829	-3.3235199	0.034773072	-1.9109943	0.12886918	0.88612365	3.3803659	1.1304513	0.53883335	2.8464987	0.80174718	-6.4916677	-8.2610674	-1.1217657	0.0015137237	0.00025831631	1.0	0.0089445075	0.0022538823
4.1115616	0.6506073	0.53479068	0.27016622	-3.3512815	0.033853225	-1.9400877	0.12563823	0.8867082	3.4076808	1.1218145	0.56675945	2.8660531	0.78068547	-6.4543977	-8.3602162	-0.52805495	0.0015711145	0.000233939	1.0	0.007765061	0.0026378865
4.1212014	0.65711767	0.53091238	0.28763494	-3.3875284	0.032687514	-1.8554624	0.13523282	0.88600332	3.41883	1.1546329	0.46700542	2.9447097	0.83093694	-6.4685493	-9.3291828	0.64931162	0.0015490716	8.8786886e-05	1.0	0.0177519	0.011549432
4.1160679	0.65923096	0.52073846	0.26620565	-3.4535978	0.030661747	-1.892336	0.13097835	0.88941789	3.3947501	1.174426	0.49570023	2.7871048	0.79718705	-6.4870611	-9.4274878	0.48951053	0.0015207024	8.047465e-05	1.0	0.023134187	0.015841259
4.1027686	0.64180533	0.51560047	0.30945345	-3.1742828	0.040145059	-1.9413701	0.12549741	0.89199373	3.5255255	1.0799673	0.56186144	2.9679487	0.70085288	-6.3445716	-9.6051634	-0.68994009	0.001753176	6.7375389e-05	1.0	0.0094580166	0.0024954718
4.1019254	0.64556275	0.51605081	0.3034535	-3.5833037	0.027032687	-1.8833814	0.13200096	0.88023917	3.3812008	1.1874858	0.51532773	3.1005798	0.79847305	-6.5692081	-9.0150716	1.3221067	0.0014009425	0.00012154899	1.0	0.022356167	0.018581368
4.1117006	0.65667034	0.52361675	0.27320346	-3.2983001	0.035629551	-1.9033751	0.12972696	0.88176832	3.3066685	1.2018292	0.51338073	2.9343581	0.64601719	-6.3410967	-9.2444733	-1.1477259	0.001759268	9.6634961e-05	1.0	0.012155955	0.002762477
4.1013175	0.66154079	0.52512016	0.29447066	-3.0210306	0.046484772	-2.0493229	0.11412082	0.88944339	3.4198644	1.1248949	0.59907505	2.8972103	0.76342008	-6.6034173	-8.6435775	1.0599537	0.0013538917	0.00017622416	1.0	0.014251583	0.00092132843
4.1027379	0.65564628	0.51520256	0.32217543	-3.1175379	0.042389602	-2.0217729	0.11693579	0.8913627	3.379086	1.1443517	0.6269146	2.6717218	0.75253993	-6.5626513	-8.9254301	-0.63447543	0.0014101454	0.0001329466	1.0	0.0099667216	0.0057235553
4.1244866	0.65936195	0.51282618	0.28405481	-3.1984291	0.03922488	-1.9485076	0.12471618	0.8866531	3.5163972	1.0544629	0.53025509	3.1439847	0.78948714	-6.7161478	-8.0581727	1.1793083	0.0012097298	0.00031640448	1.0	0.013214859	0.00890364
4.106791	0.66439767	0.51964617	0.28710723	-3.449831	0.030773899	-1.9399094	0.12565781	0.88857703	3.3667239	1.1608394	0.592089	3.0417758	0.64736685	-6.7041762	-8.3888298	1.0164089	0.0012242814	0.00022734153	1.0	0.01369066	0.011135235
4.0970729	0.66268819	0.51569845	0.27285978	-3.382867	0.032835225	-1.9418789	0.12544158	0.88468047	3.4168012	1.1632438	0.56251894	2.8993172	0.74523704	-6.5687421	-8.1900293	0.63569534	0.0014015946	0.00027732884	1.0	0.010731647	0.0039116805
4.1092243	0.65595012	0.52490872	0.27478636	-3.4406103	0.031050119	-1.8844466	0.13187896	0.88712887	3.3827865	1.1082367	0.54454841	3.1212233	0.70543576	-6.4569543	-8.7982814	-0.50180642	0.0015671091	0.00015096955	1.0	0.015418523	0.016641593
4.1054393	0.66089017	0.51337633	0.26433602	-3.2868421	0.03602535	-1.9777237	0.1215617	0.88352214	3.4116372	1.1753095	0.57182507	3.0383866	0.64664079	-6.4559222	-8.8774121	-0.13810797	0.0015687249	0.00013948526	1.0	0.012620126	0.0033663676
4.0932047	0.6714119	0.52060068	0.25275515	-3.6040955	0.026491169	-1.8454341	0.13640987	0.88527933	3.3630145	1.133791	0.62823019	3.1297908	0.64545878	-6.7049844	-8.453235	0.0016458977	0.0012232936	0.00021316411	1.0	0.016414209	0.0085301646
4.1001142	0.67045146	0.52510221	0.25112961	-3.6474924	0.025394691	-1.8356631	0.13756502	0.88538224	3.3805534	1.1227276	0.62253248	3.1323726	0.61253768	-6.6900894	-8.4555098	0.13088672	0.001241628	0.00021267987	1.0	0.017080624	0.012696289
4.1141553	0.66423633	0.51574314	0.30670045	-3.639952	0.025581985	-1.8705555	0.13347746	0.88123734	3.3609704	1.2078634	0.47629047	3.0576127	0.67587832	-6.4065459	-8.8849965	0.18606058	0.0016479961	0.0001384315	1.0	0.0088110235	0.0058665582
4.1016308	0.66482626	0.5191091	0.29392721	-3.3675454	0.033325291	-1.8517855	0.13566339	0.88666754	3.279474	1.2027674	0.52750598	3.0764773	0.72291593	-6.7142161	-8.8293911	-0.19210602	0.0012120661	0.00014634591	1.0	0.011553645	0.020812346
4.1038779	0.67043159	0.5249025	0.28328167	-3.3712093	0.033207461	-1.9192388	0.12794648	0.88356785	3.3969439	1.1978596	0.48339858	2.9649995	0.61884006	-6.5605416	-8.5632562	0.93902291	0.0014131193	0.00019095989	1.0	0.01288125	0.0037915801
4.1021187	0.67233247	0.51495494	0.28925775	-3.2881102	0.03598134	-1.8867613	0.13161418	0.88330843	3.429152	1.1484198	0.51147618	3.0252074	0.75086351	-6.3793455	-9.4405603	-0.1709655	0.0016933605	7.9429581e-05	1.0	0.012211617	0.03007595
4.1163645	0.66270825	0.52828322	0.27944965	-3.5528353	0.027845719	-1.8846437	0.1318564	0.88770554	3.284305	1.1772422	0.51001864	3.0541602	0.58465691	-6.2147364	-9.3902726	0.34047107	0.0019957524	8.3525702e-05	1.0	0.011762356	0.0021594782
4.1164419	0.66346681	0.52848831	0.2753612	-3.542888	0.028116264	-1.8891793	0.13133807	0.88777268	3.2864173	1.1740587	0.51729754	3.0273266	0.59404454	-6.2023175	-9.3406395	0.18686477	0.0020206417	8.7775575e-05	1.0	0.012038807	0.0019033395
4.1123806	0.66275553	0.53410299	0.2860026	-3.5717217	0.02733899	-1.9018948	0.12989417	0.88810468	3.3328943	1.1988993	0.50675443	3.0434183	0.71721477	-6.1187981	-8.6486056	0.036149005	0.0021962656	0.00017534046	1.0	0.010461847	0.00066994534
4.1009103	0.67041446	0.52727813	0.27601669	-3.3069695	0.035332867	-1.9710239	0.12227895	0.89186925	3.4581898	1.1104922	0.59076013	3.1761385	0.61663427	-6.6971597	-9.8451492	0.65260782	0.0012328912	5.3000871e-05	1.0	0.0095258247	0.0012783259
