prob_fn	mu_0	omega_mu	sigma_0	omega_sigma	prob_tx	prob_bd_given_prev_tx	mu_tx	sigma_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx	trans_form
0.05533048	4.1193474	0.72123515	0.4872137	0.3973118	0.11890519	0.90218856	2.914972	0.53365416	9.2049754	-18.411068	0.31150961	1.0	1.0096595e-08	1.0	0.028461639	0.011048525	ve
0.064386453	4.0997299	0.70912728	0.46931807	0.42546111	0.11391623	0.90300859	3.0564294	0.45247717	10.59934	-18.799957	-0.19040422	1.0	6.843562e-09	1.0	0.023612918	0.0028424604	ve
0.062228	4.1132074	0.71263004	0.46309007	0.40310737	0.11539595	0.90399152	2.8094371	0.3746988	10.10804	-18.582145	-0.20334052	1.0	8.5089664e-09	1.0	0.024378546	0.017647571	ve
0.066140859	4.1055417	0.7095735	0.48438964	0.42224715	0.11680114	0.95263241	2.6392527	0.37531382	-3.3868515	-18.4568	0.61151733	1.0	9.6452564e-09	1.0	0.031872302	0.0041107458	ve
0.057081784	4.0977459	0.71724907	0.48982528	0.39429216	0.12171195	0.92349677	2.6344982	0.21950856	2.4522937	-18.849105	-0.31618353	1.0	6.5153475e-09	1.0	0.033458379	0.015216513	ve
0.056987667	4.0917208	0.73229941	0.4874847	0.38473719	0.12549167	0.95903839	2.7548465	0.44638301	3.0191761	-18.753665	0.4868045	1.0	7.1678179e-09	1.0	0.026485756	0.0056175855	ve
0.061890612	4.0998754	0.71198101	0.47559857	0.39022559	0.11002204	0.95002235	2.6232141	0.72947768	-3.5236724	-18.501567	0.5030952	1.0	9.222984e-09	1.0	0.043499751	0.013413686	ve
0.059673857	4.1205036	0.72042139	0.48769658	0.41874945	0.13124656	0.94427104	2.7179121	0.11471236	4.7253816	-18.765517	-2.330232	1.0	7.0833646e-09	1.0	0.025184642	0.0029859052	ve
0.060987645	4.1208288	0.71637952	0.48977661	0.41419684	0.12768424	0.9379624	2.6492098	0.12717942	4.582964	-18.702736	-1.4743472	1.0	7.5423182e-09	1.0	0.024979774	0.017989518	ve
0.067576718	4.1102531	0.71445583	0.47572665	0.3782259	0.10781634	0.93924956	2.5715132	0.4957457	-4.5358701	-18.530663	1.4894942	1.0	8.9584981e-09	1.0	0.037384406	0.00086097306	ve
0.064025867	4.09765	0.70725597	0.48266962	0.3913866	0.11220524	0.92244631	2.7821391	0.39544058	-2.7086367	-18.407745	0.43870401	1.0	1.0130197e-08	1.0	0.040458886	0.00078752971	ve
0.056077979	4.074524	0.71341058	0.49792863	0.38533085	0.1240164	0.91879953	2.5536473	0.21706971	0.57887513	-18.756856	-0.54821793	1.0	7.1449801e-09	1.0	0.026750799	0.0029874373	ve
0.06677986	4.1122523	0.7189814	0.48543751	0.35425634	0.11169117	0.91695724	2.7380925	0.043125205	-2.7621578	-18.71241	0.48559605	1.0	7.4697055e-09	1.0	0.036278013	0.001431957	ve
0.06660769	4.109219	0.72101757	0.48500051	0.35543355	0.11087137	0.91879752	2.6778371	0.047810799	-1.5141605	-18.687839	0.32221626	1.0	7.655519e-09	1.0	0.036952986	0.0015976976	ve
0.06638116	4.1084741	0.72112485	0.48418503	0.35388354	0.11065154	0.91633553	2.6761951	0.046617772	-1.4588916	-18.681257	0.31942966	1.0	7.7060755e-09	1.0	0.036927006	0.001506786	ve
0.06638116	4.1084741	0.72112485	0.48418503	0.35388354	0.11065154	0.91633553	2.6761951	0.046617772	-1.4588916	-18.681257	0.31942966	1.0	7.7060755e-09	1.0	0.036927006	0.001506786	ve
0.066293207	4.110421	0.72465722	0.47626048	0.38918877	0.12178891	0.96332021	2.6441648	0.067913233	-2.7806072	-18.756582	1.1463005	1.0	7.1469396e-09	1.0	0.039019362	0.0011932919	ve
0.06820321	4.098653	0.73107377	0.48125482	0.36409054	0.11306844	0.97112243	2.6606189	0.064957587	4.7058677	-18.659441	0.72372406	1.0	7.876035e-09	1.0	0.039167826	0.00065372734	ve
