alpha	alpha_i_sd	beta[1]	beta[2]	beta[3]	beta[4]	beta[5]	beta[6]	beta[7]	beta[8]	beta[9]	beta[10]	beta[11]	beta[12]	beta[13]	beta[14]	beta[15]	beta[16]	beta[17]	beta[18]	beta[19]	beta[20]	beta[21]	beta[22]	beta[23]	beta[24]	beta[25]	beta[26]	beta[27]	beta[28]	beta[29]	beta[30]	beta[31]	beta[32]	beta[33]	beta[34]	beta[35]	beta[36]	beta[37]	beta[38]	beta[39]	beta[40]	beta[41]	beta[42]	beta[43]	beta[44]	beta[45]	beta[46]	beta[47]	beta[48]	beta[49]	beta[50]	beta[51]	beta[52]	beta[53]	beta[54]	beta[55]	beta[56]	beta[57]	beta[58]	beta[59]	beta[60]	beta[61]	beta[62]	beta[63]	beta[64]	beta[65]	beta[66]	beta[67]	beta[68]	beta[69]	beta[70]	beta[71]	beta[72]	beta[73]	beta[74]	beta[75]	beta[76]	beta[77]	beta[78]	beta[79]	beta[80]	beta[81]	beta[82]	beta[83]	beta[84]	beta[85]	beta[86]	beta[87]	beta[88]	beta[89]	beta[90]
-1.3223188	2.8298923	1.5867594	3.2210022	2.9981822	4.3669364	5.3805456	3.4141072	0.93844257	1.2800674	0.91522547	2.646694	3.4077443	4.0358298	-0.53709466	0.74411396	0.060681668	1.4881675	1.702741	1.9457823	1.0996923	0.73161129	0.55599769	1.4419658	2.5245298	2.1170998	-0.39671749	-0.50778609	-0.54015468	1.6471423	1.5245558	1.1847196	-1.9786708	-1.3209457	-1.5103594	-0.0060862789	0.1675416	0.012427089	1.0924951	-0.56347871	-0.19664363	2.8716659	3.4091741	1.657013	-1.3292617	-1.3298818	-1.0347137	0.98011036	0.24918345	1.1990351	-2.6957591	-1.964211	-1.8268428	-0.72016902	-1.2276475	-0.81165171	-1.3868371	-0.44974205	0.1606185	2.1374079	0.37815111	2.3089767	-2.0716235	-2.6747528	-1.5302259	-0.4154211	-0.48923479	0.0083583586	-2.6227874	-2.8689097	-2.850768	-2.3873791	-2.4988444	-0.61598037	0.2964683	-1.0581776	-0.40673234	0.62278279	0.95230037	0.85328269	-3.1092828	-2.0718122	-2.0854849	-1.149369	-0.27192996	0.54990869	-4.3786228	-4.7759146	-3.3938646	-1.4563739	-3.2697829	-2.0793089
-1.3193155	2.8236348	1.7246958	3.2729068	2.8697756	3.8419575	6.4195145	3.3791147	0.52684136	1.4725252	1.4390016	2.8531925	3.3836788	3.3153	-0.69726759	0.38292896	-0.53546728	0.97685661	1.8573392	1.2730316	1.2823877	1.4510043	1.4476716	3.3222796	3.7317827	1.3657025	0.22431199	0.11573546	-0.4243827	1.6485716	1.5187192	1.325559	-1.6874258	-1.4751572	-1.3914058	-0.037156747	0.71515115	0.19360066	0.9506042	0.062379611	-0.17830331	3.331562	2.1897714	2.2592939	-1.0357904	-1.4593403	-1.2246429	0.85963006	0.56642234	1.4207956	-2.934671	-2.2386272	-2.4878261	-1.0045242	-1.665711	-0.96668126	-1.0685742	-0.24035166	0.40848369	1.2898734	2.4449294	0.73297235	-1.4838611	-2.1048634	-1.3856155	0.59173654	-0.56856893	0.60458892	-2.6693721	-2.7746111	-3.6939126	-1.4970684	-2.2173461	-0.78594825	-0.37362647	-1.3359405	-1.2918068	-1.7542816	0.59687415	0.90282389	-2.5297724	-2.1063107	-2.9591299	-1.9489592	-0.59260753	-0.04508018	-3.9058153	-4.6380366	-3.1859976	-2.0744083	-3.3405276	-2.5271051
-1.3228051	2.8525572	1.8277568	3.0550888	3.445522	3.0917181	4.6445398	3.8698916	0.6999405	1.4486088	0.98428117	2.6373186	3.4069432	3.0499644	-0.65884434	0.63845473	-0.027738377	1.4262626	1.7151526	1.7232959	1.4014597	0.32689935	1.3702553	2.6615461	2.7383903	2.8703386	-0.16483026	-0.22105908	-0.10142785	1.2883512	1.6493704	1.1249856	-2.0074875	-1.2637354	-2.1643591	-0.21945304	0.35900839	0.12942703	0.9095298	-0.028299887	0.88434302	1.9457792	3.9433171	2.2003117	-1.358492	-1.2042055	-0.48654351	0.57443952	0.27334573	0.62497214	-2.9222673	-2.6540905	-1.9944888	-1.2665348	-1.1533834	-0.85815614	-0.4925476	-0.64662699	-0.46344877	2.8197649	0.87681989	2.16623	-1.9492505	-2.7384262	-1.1945645	-0.56182706	-0.80438495	0.78839731	-2.8849349	-3.6103162	-2.58299	-1.9415103	-2.0770756	-0.75011876	-0.11951279	-0.68764402	-0.12605986	1.0490061	0.482887	0.90182753	-3.481787	-2.2309031	-2.2995029	-1.690621	-0.84664867	-0.096158017	-4.1910558	-4.4455842	-3.4163264	-1.6289134	-3.0202535	-2.291353
-1.2471008	2.8272515	1.781624	2.7779809	2.5874792	3.5798344	4.9725416	2.2108075	0.20195188	0.85920467	1.4621411	2.4972602	3.3746851	2.9021395	-0.68561077	0.6155759	-0.47770165	0.58261339	1.7226879	1.728354	1.4779931	1.1954433	1.6086951	2.1016192	3.0312869	1.892876	0.17437486	-0.58733929	-0.31777291	1.8661162	1.2661685	1.242037	-1.8304728	-1.719603	-1.2252725	0.018028248	0.64759477	0.35472579	1.1819576	-0.81893377	0.59689235	2.2083198	2.5009196	2.3854091	-1.0337293	-1.5983192	-0.81106145	0.96330133	0.078450474	1.1512683	-2.744022	-2.202629	-2.3906493	-1.0555646	-1.6369526	-0.79529224	-0.693661	0.0072105561	1.8316851	0.99503008	2.1178452	2.634177	-1.5873161	-2.3969136	-0.88768716	0.14939421	-0.30243969	0.13870947	-3.0077209	-2.62717	-3.5545756	-1.9907767	-2.2766065	-1.4761668	0.077194918	-0.84775785	-0.68237999	-2.1765758	2.4236973	2.270872	-2.8889872	-2.3027152	-2.2111743	-1.6184931	-0.65196315	-0.059939678	-3.8680179	-4.0552913	-2.9319257	-2.4817837	-2.6788779	-2.2583313
-1.3651607	2.7615077	1.4167392	3.1447155	3.443037	3.5935958	5.0713941	1.7978277	1.026557	1.1305392	1.0447578	2.6303468	2.9365902	2.8260832	-0.29050747	0.48795234	0.20985653	1.3042019	2.0364447	1.8151562	1.1273687	0.88596408	1.1072389	2.2550161	2.0669851	2.4019538	0.065455749	-0.42881164	-0.052128313	1.3047944	1.7288897	1.0944052	-1.639645	-1.1724915	-2.0251559	-0.17349342	0.33768519	0.13245696	0.83928481	-0.16479466	0.65796513	1.7232292	3.6757165	2.1222834	-1.0038837	-1.3979402	-0.42180269	0.98103765	0.29603826	0.91269019	-3.0072457	-2.5457859	-2.2507847	-0.83833568	-1.1011652	-0.83167124	-0.25887156	-0.53203759	0.0094050394	2.3882532	1.6253405	2.4433527	-1.5875496	-2.4063777	-0.98182806	-0.31915829	-0.74005529	1.0043339	-2.5113385	-2.8956113	-2.7174938	-1.6091775	-2.0047396	-0.66785949	-0.037935532	-0.11480695	-1.2321831	1.3722846	-0.57103333	-0.082408971	-2.2751726	-2.1443149	-2.5782873	-1.9055456	-1.259027	0.084833639	-4.5683135	-4.413549	-3.5934309	-2.1935343	-2.9474212	-2.0653525
-1.295568	2.743125	1.8764417	3.1965465	2.5573334	4.4404162	4.7965504	2.0749863	0.38341446	1.3333941	1.4218465	2.6638499	3.4371042	3.339935	-0.60911994	0.80554299	-0.63761102	0.78632995	1.6925599	1.2634805	1.2557555	1.0832969	1.2867889	2.0781494	2.1267426	1.9595102	0.36886548	-0.12703564	-0.42715914	1.412849	1.0398212	1.5425152	-1.5641934	-1.2980779	-1.3112149	-0.10344057	0.46169304	-0.097585956	1.7414256	-0.1504144	0.11484323	3.367322	3.1172874	1.0088263	-1.0998058	-1.3792297	-0.96559838	0.61966986	-0.31723973	1.1223587	-2.2802126	-2.0363845	-1.9834275	-1.3850956	-1.4170836	-0.88747006	-0.93355009	-0.22034387	1.1920782	1.0173101	1.2548936	1.728848	-1.3045874	-2.4053677	-1.3133785	-0.12904527	-0.48671921	0.77778721	-2.5089043	-2.8624666	-3.1509094	-1.8014167	-2.4084335	-1.7205026	0.66495387	-0.96812024	-1.2459447	-1.9842157	1.6267917	2.0298787	-2.8999959	-2.6694786	-2.4026863	-1.5119907	-0.64139908	-0.15964018	-3.1637645	-3.9500189	-2.8333481	-1.576355	-2.8505523	-1.8894581
-1.331745	2.7322651	1.9488838	2.6652737	3.2398803	3.5571772	6.0751314	2.9223072	0.85181134	1.0862326	0.86710216	2.5728356	2.9241255	2.436691	-0.26662238	0.65376892	0.0803651	1.1854126	1.992881	1.4209641	1.2234834	0.39159038	1.1032405	2.4786351	3.8846888	1.6410921	-0.24694781	-0.75461811	-0.03462784	1.4393534	1.2269669	1.0290189	-1.739744	-0.87052936	-1.9905499	-0.15810179	0.27914468	0.10850937	0.30760938	-0.28496332	0.59195286	0.89060004	3.0272761	1.7483687	-0.95550623	-1.3928485	-0.38723499	0.60412329	-0.038977222	0.99762735	-2.5745683	-2.0747433	-2.5044961	-1.0028165	-1.4957966	-0.71708741	-0.27351641	-1.1593601	-0.47966584	1.4159449	1.6706432	3.1897867	-1.8011314	-2.5507702	-0.78421275	0.25426335	-0.82483887	0.49947461	-2.5113383	-2.5704126	-2.5032209	-1.8490389	-2.3122546	-0.087388332	0.29542167	-0.75450625	-0.27636552	-0.81755751	1.8372578	0.5363385	-2.1358724	-2.0607647	-2.540844	-1.5739207	-1.0264225	-0.41090311	-3.8434999	-3.7952263	-3.3603562	-2.7036567	-3.0212918	-1.6341394
-1.2683956	2.6574173	1.6775533	3.2953419	2.1872628	3.5497445	4.7566482	3.4580901	0.62643041	1.2888679	1.1652768	3.1172828	3.2136986	3.0314092	-0.25079378	0.43753824	-0.20279056	0.75897083	1.8107699	1.1988944	1.3816177	1.2348613	1.5740378	1.4979813	1.0600537	2.461244	0.33796467	-0.14181906	-0.32574539	1.4977687	0.90196574	0.92194588	-1.8644892	-1.0969653	-1.6223121	-0.16679941	0.54097669	0.037099966	1.5005981	0.032701096	-3.1269591e-05	2.3323749	3.2184088	2.5392146	-1.2571587	-1.2044053	-0.74545809	0.68165349	0.091764979	0.4791493	-2.8546495	-2.1512144	-2.047884	-1.1591412	-1.1682243	-0.88508036	-0.74104845	-0.2044823	0.91084101	0.87843129	1.387379	1.2542261	-1.5448786	-2.6143189	-1.513165	-0.035303754	-1.3429703	1.2670461	-2.7768489	-2.9794286	-3.1459074	-1.433258	-2.1725123	-1.6557157	-0.25283716	-0.93113163	-0.27889022	-0.62994818	1.8536407	1.3350897	-2.2196995	-2.3466133	-2.0787723	-1.5853397	-1.671422	0.99737081	-3.6488149	-3.9901749	-3.1343163	-0.84679993	-2.880243	-1.9813841
-1.3186188	2.7588055	1.6911031	2.8219628	3.2534108	3.0740508	4.8399257	2.0877993	0.82086898	1.4593272	0.80948485	2.5818951	3.2360271	3.383859	-0.57840749	0.58531422	-0.12693778	1.2513419	2.3490184	0.88948664	1.0532299	0.73502702	0.82443992	2.3736489	3.6146819	2.2612168	-0.15902173	-0.36298058	-0.01445526	1.49069	1.7700286	1.2548884	-1.5367327	-1.5261752	-1.5195825	-0.18394453	0.60841852	-0.65876102	0.77128457	-0.040552028	-0.23424176	1.7341313	2.3644514	1.9986878	-1.0591888	-1.1231659	-0.39641963	0.65664308	-0.0040726766	1.7225836	-2.1567231	-2.3893367	-2.7133338	-1.2184056	-0.99547765	-1.8923067	-0.018558662	-0.59864687	-0.1906866	2.4640866	2.0898843	3.9001052	-1.4674458	-1.8456658	-0.65079318	-0.39228378	-0.48409365	0.36550376	-2.4337581	-2.9145255	-3.0570671	-2.2422274	-2.1977557	-1.378973	-0.2445638	-0.86009119	0.55369213	-0.86752303	1.2856511	1.1641384	-2.8290429	-1.8010455	-2.5474015	-1.9239816	-0.55963646	0.093386999	-3.7342817	-4.194886	-3.1905666	-3.1615034	-2.8185962	-2.789552
-1.3417743	2.7429452	1.818509	2.6724296	3.0126131	4.3657239	5.6452251	2.269225	0.67475016	1.7800471	1.0260761	2.2912367	3.238783	2.0556538	-0.21949762	0.33736236	-0.098933354	0.85530344	2.0465604	0.98479768	1.6767228	0.78979299	0.34399026	2.7023144	3.2392742	2.2407454	-0.10095866	-0.26580479	-0.43910631	1.7606254	1.543137	0.89383066	-1.7948713	-1.1589646	-1.3741677	-0.4581089	0.58489726	-0.78490506	1.4592153	0.53087327	0.61123378	0.93456514	2.7807024	2.175025	-0.93337047	-1.130148	-0.79013366	0.83433502	0.1584754	1.7673337	-2.8631866	-2.1123208	-2.3897172	-1.2515513	-1.0461658	-1.2334009	-0.79082113	-0.25151575	-0.39224178	2.3480167	1.6342499	2.4915507	-1.0484818	-2.3746888	-0.95149691	-0.3908674	-0.47584652	1.0582647	-2.6173289	-2.7386935	-2.9727843	-2.1659694	-1.8859015	-1.7305982	-0.041429433	-0.59368292	-0.73004649	-0.72307107	0.74226194	2.9488435	-2.3638002	-2.1038067	-2.9829344	-2.6064215	-0.991045	0.16490986	-3.6425856	-4.1589083	-3.1359214	-2.5761407	-2.8497411	-2.7573994
-1.4178332	2.6969039	1.7036305	3.2471606	2.4094559	3.6867465	3.8226637	5.4470566	0.62096998	1.2434916	0.94347777	2.5368927	3.3943696	3.8139401	-0.073612697	0.62784454	-0.33055409	0.89637748	2.5083779	0.89363793	0.44745466	1.2676988	0.6961909	1.8217587	2.8518755	2.1742363	0.53348507	-0.15226284	-0.28662955	1.0278012	1.4254641	1.8803059	-1.2811351	-1.2300814	-1.7631867	-0.01274221	0.85411671	0.28163645	0.59011205	-0.057713371	-0.21312132	3.3704029	1.1650471	2.2586095	-1.0151027	-1.279501	-0.56144271	0.42429446	0.29146452	1.285091	-2.3659607	-2.2310467	-2.0690787	-1.174446	-1.1097829	-1.0380895	-0.58736185	-0.15384945	-0.51143744	0.99495416	1.538231	2.090238	-1.8142706	-2.5452717	-1.0123895	-0.093000201	-0.34139067	0.79579684	-2.5116591	-2.9386298	-2.7659583	-1.8028629	-2.2755287	-1.2495782	-0.88083031	-0.84294127	-1.4492498	0.78617268	-0.029131759	0.80462635	-2.4161949	-1.8586002	-2.6625821	-2.0924945	-0.90497723	-0.59906616	-3.7251281	-3.8741889	-2.5144437	-1.8133466	-2.3475384	-2.5937658
