alpha	alpha_i_sd	beta[1]	beta[2]	beta[3]	beta[4]	beta[5]	beta[6]	beta[7]	beta[8]	beta[9]	beta[10]	beta[11]	beta[12]	beta[13]	beta[14]	beta[15]	beta[16]	beta[17]	beta[18]	beta[19]	beta[20]	beta[21]	beta[22]	beta[23]	beta[24]	beta[25]	beta[26]	beta[27]	beta[28]	beta[29]	beta[30]	beta[31]	beta[32]	beta[33]	beta[34]	beta[35]	beta[36]	beta[37]	beta[38]	beta[39]	beta[40]	beta[41]	beta[42]	beta[43]	beta[44]	beta[45]	beta[46]	beta[47]	beta[48]	beta[49]	beta[50]	beta[51]	beta[52]	beta[53]	beta[54]	beta[55]	beta[56]	beta[57]	beta[58]	beta[59]	beta[60]	beta[61]	beta[62]	beta[63]	beta[64]	beta[65]	beta[66]	beta[67]	beta[68]	beta[69]	beta[70]	beta[71]	beta[72]	beta[73]	beta[74]	beta[75]	beta[76]	beta[77]	beta[78]	beta[79]	beta[80]	beta[81]	beta[82]	beta[83]	beta[84]	beta[85]	beta[86]	beta[87]	beta[88]	beta[89]	beta[90]
-1.4937705	2.7499641	1.295871	2.5555878	3.063731	3.4075131	4.3103569	3.5673694	0.96624253	1.7377641	1.0170852	2.8803257	3.6764754	2.3244349	-0.64890044	0.481014	0.18770788	1.0435726	1.8402179	1.3040166	1.4618186	0.87458136	1.7823176	3.0889481	3.4011496	2.2853322	0.22321805	-0.048734992	-0.10578249	1.2191835	1.466382	1.2220577	-1.6249064	-0.80439626	-1.4579025	-0.30462648	0.63566403	-0.16931825	1.3193647	0.089612538	0.72427809	1.6782481	2.4583659	1.3328876	-0.58679702	-1.1864587	-0.84115466	0.62704068	0.40575038	0.33302687	-2.5777621	-2.0133815	-1.4399144	-0.81569579	-1.6621905	-1.329613	-1.5049022	-0.76972215	0.13742504	1.238973	0.60008265	1.7992048	-1.2877023	-2.4308616	-1.8502339	0.0055814243	-0.43618023	0.77300085	-2.8668242	-3.08488	-2.1885506	-1.6480892	-1.9691131	-1.5962346	-1.1692602	-0.22208744	-0.23755855	-1.1208888	1.293228	1.5994582	-1.8493685	-1.7849394	-3.1716135	-1.6567064	-0.54128078	-0.26694148	-3.7226227	-4.4812616	-2.4753599	-2.5177588	-2.6683547	-2.5986352
-1.401823	2.644569	1.9668837	3.1242424	3.3051832	3.4906493	5.3188257	1.6531342	0.74816417	1.2615645	1.5832545	2.4209316	3.1925751	3.0253572	-0.40017767	1.2075882	-0.037359627	1.0951434	2.2693698	1.6494693	1.3251142	1.1376909	1.1760195	1.9270824	1.6110596	1.1679938	0.25137844	-0.19113431	-0.61050925	1.4028443	1.7772101	0.8948633	-1.675503	-0.90145871	-1.3599629	-0.15967326	0.44184404	-0.83294995	1.3044952	-0.063940667	1.0332432	1.8323819	3.0891856	2.3887371	-1.4281686	-1.0373364	-0.58413044	0.26383545	0.42151038	0.79238667	-2.5724594	-1.9737577	-2.3607987	-0.8294625	-0.9511985	-1.1492239	-0.72115206	-0.63235861	0.99153945	1.48818	0.18831237	2.124864	-0.91962441	-2.1394632	-1.0765478	-0.17310515	-0.48646898	0.71455627	-2.0440986	-2.5272765	-3.0301515	-1.9015704	-1.9151574	-1.6041049	0.40839978	-0.88540985	0.65715687	-1.9141691	0.21363019	1.5139365	-2.7834151	-2.0295345	-2.7281236	-1.0189456	-1.149534	-0.47592569	-4.0268699	-4.0562167	-3.0292731	-1.977903	-2.5461021	-2.9400807
-1.4362744	2.6997996	1.9722381	3.1139702	3.0766944	3.1926599	4.4094603	3.6345634	1.0242785	1.3437978	1.0469731	2.8601366	3.4065837	2.2685454	-0.46608887	0.70077191	0.0043305841	1.1834533	1.8355699	0.74743593	1.2479214	0.85194765	1.7366306	3.6763923	3.0982082	1.8713544	0.1990141	-0.26604979	0.28645623	1.9026751	1.5640575	1.6167365	-1.5176525	-0.91638008	-1.6417628	-0.045098269	0.46129397	-0.66099214	1.1629635	0.12229806	0.098912003	1.7152569	1.7500098	1.584477	-0.34509975	-1.2257807	-0.55511563	0.64421233	0.22256337	0.47735756	-2.4635628	-1.8194701	-1.6865709	-1.2909279	-1.3159163	-1.437882	-0.78742547	-0.89961264	-0.012866619	1.2426414	0.3975827	2.116703	-1.3852484	-2.2137964	-1.0764417	-0.36321028	-0.7479152	0.0032238819	-2.8788348	-2.6472934	-2.0445344	-1.4735166	-2.101	-1.4358617	-0.70142532	-0.32088247	-0.13055018	-0.27646901	0.84613555	0.61540913	-2.3413313	-1.9416913	-2.5588792	-2.4740066	-0.46455478	-0.19528916	-3.7458453	-3.9362269	-3.0860068	-2.0536447	-2.7221891	-2.6629969
-1.4305676	2.6626674	1.3965673	3.1150522	3.0635582	3.6442516	4.9925011	3.4631598	0.6971382	1.2612365	1.7648954	2.3340374	2.9633295	3.030441	-0.23214779	0.89820812	0.013697239	0.48087435	1.9765227	1.258018	1.2820485	1.411092	1.2561166	1.4514617	1.72773	1.0207651	0.14397166	-0.32933707	-0.57098001	1.003303	1.4181551	0.55625342	-1.8570853	-1.4902127	-1.0110316	-0.057568345	0.26028638	-0.27669516	1.1825873	0.19242135	0.16190035	1.2020737	2.6898747	1.7115178	-0.99046875	-1.130117	-0.4672525	0.85387289	0.29098169	1.0616738	-2.4577139	-1.6719793	-1.6435485	-1.0950803	-1.067526	-1.0446373	0.12989499	-0.80419107	0.55915795	2.4906073	1.6371726	1.7825671	-1.3419183	-2.1891744	-0.8092404	-0.96649365	-0.36372035	0.89973646	-1.6974629	-2.6494406	-3.3586166	-1.4339007	-2.2420542	-1.1330047	0.078441096	-0.46710747	-0.056459257	-1.4997846	0.056581927	0.41001505	-2.4349964	-2.4407061	-2.4916961	-0.66255528	-0.9669019	0.1757593	-4.2322659	-4.2625465	-3.1589952	-1.5961813	-2.2711806	-2.527533
-1.4151773	2.6035982	1.5700089	3.1460345	3.4664943	3.2877538	5.3984644	1.7100877	0.98401053	1.4520158	1.1058124	2.7365718	3.1298934	2.7180071	-0.75433433	0.61058747	0.11062798	1.785051	2.0060374	1.0038226	0.80758826	1.3460612	1.9810111	2.0012219	3.1950742	1.2297444	0.12710326	0.088935694	0.055737907	0.47703692	1.3216109	1.0297821	-1.4395054	-1.1480589	-0.78765976	0.11080085	0.585526	-0.34827878	1.5998248	0.031682705	0.49708747	0.83617913	2.4372432	0.45488004	-0.86477966	-1.08532	-1.0458859	0.54154571	0.15816302	0.86757204	-2.2947452	-2.0100686	-2.4243731	-0.88524965	-1.0665408	-0.89767713	-0.27238556	-0.53455421	0.29595057	0.92301951	1.9578394	0.94554555	-1.1132381	-2.3093845	-0.8621877	-0.1061465	-0.8178529	0.7933653	-2.0728828	-2.92641	-2.7162944	-1.495116	-1.8070207	-1.5413205	-0.28448387	-0.57252394	-0.79466219	1.130527	0.26397273	-0.077664689	-2.4317956	-2.0196618	-2.0139376	-2.4247245	-0.5565801	0.66072001	-4.390831	-4.2987767	-3.0175505	-1.3432582	-2.6833572	-2.4365553
-1.3924391	2.6316736	1.562063	2.6899283	2.7437123	3.290816	4.4053997	3.8459823	0.96322847	1.3332086	1.3169938	3.0624691	3.3926954	2.8703085	0.1486463	0.73297718	-0.14962562	0.80681471	1.8758837	1.3150549	1.3715441	0.83738444	0.68831373	1.4044383	2.183482	1.5813855	0.18130243	-0.36964693	-0.28778794	2.1709481	1.5602278	1.0051736	-1.5426371	-1.1287779	-2.0549981	0.1316961	0.37246721	-0.26206632	0.99591278	-0.049374235	-0.15054364	2.5504658	1.8809199	2.9165695	-1.3930539	-1.2154455	0.34535837	1.0070419	0.34856199	1.0401442	-2.4769317	-1.8682353	-1.610221	-0.33465774	-1.1414999	-1.1491226	-0.26585777	-0.11696591	-0.31965785	2.0605904	1.0007614	3.1283314	-2.074002	-2.3834619	-1.36014	-0.22666846	-0.52033081	1.0731307	-2.5016998	-2.3697788	-3.4754072	-1.5266895	-2.0169985	-0.85721653	-1.0292026	-0.82571782	-0.11586259	-3.1475479	0.37848901	1.7495082	-2.8264728	-2.2825846	-2.8766421	-2.3146878	-1.006951	-0.35111117	-3.3581047	-3.5719813	-3.2781299	-1.6212191	-2.6810161	-1.8335996
-1.4231189	2.6662496	1.480556	2.691629	2.6011427	3.0355344	4.6130413	3.9857033	0.80911982	1.1835307	1.1877933	3.1189679	3.3776504	2.7055678	0.099439077	0.51398889	-0.19806312	0.98989914	1.8852868	1.0641087	1.1710871	0.55543212	0.69616881	1.8770305	2.8283629	1.8242831	0.45111922	-0.13228713	-0.11402986	1.8935662	1.5907632	1.1662617	-1.563568	-1.0456177	-1.8355418	0.0544783	0.24454974	-0.49466338	0.81927669	-0.25850124	0.23931157	2.3509617	2.4613494	2.5896108	-1.3537575	-1.3756675	0.3372354	1.0597485	0.34475901	1.1418438	-2.3555256	-1.8613084	-1.6205509	-0.53250935	-1.3614275	-1.2318916	-0.4342897	-0.43616224	0.26395487	1.6358885	0.26771384	2.8978667	-2.10214	-2.3029072	-1.3219839	0.05370344	-0.67052964	0.82242449	-2.7535058	-2.336288	-3.6003387	-1.8929147	-1.9031465	-1.2134466	-0.86077487	-1.0508628	0.52015544	-2.0962654	0.87407306	1.8363309	-2.6319345	-2.0003919	-2.7038448	-1.997178	-1.0379067	-0.35585662	-3.7001399	-3.6030001	-3.4149513	-1.5787002	-2.8014599	-2.0764397
-1.4056584	2.7979659	1.8413616	2.8859052	2.7351215	3.9124528	5.8706333	1.958378	0.81680934	1.3816549	1.3765756	2.7382861	3.1716186	2.900583	-0.64021151	0.76928058	-0.4314224	0.50960059	2.140799	0.89134082	0.92734071	1.0867416	0.78877064	3.5878299	3.0050124	2.5123555	0.15027559	-0.14972711	-0.27821714	1.6250728	1.3736905	1.4938018	-1.6052084	-1.5237283	-1.3038129	-0.40201065	1.0095394	0.46020154	1.4588852	-0.41108454	-0.40567515	1.774856	2.9170073	0.87401241	-1.1515897	-1.2117982	-0.95437869	0.38712221	0.19823166	1.1792118	-2.6228667	-2.417654	-2.5712146	-1.3800404	-0.9046993	-1.0591116	-1.5687058	-0.14222592	-0.29267508	1.491881	1.8522563	1.6014638	-1.2983787	-2.5063121	-1.1343287	0.62045352	-0.76907264	0.99635969	-2.3325183	-3.1249279	-2.3913084	-1.695389	-1.9484198	-1.443737	-0.50256791	-0.60709001	-2.2102929	-0.29118474	2.1538721	0.34268065	-2.8815363	-2.3267203	-1.7567708	-1.5326818	-0.37521595	0.52999151	-3.6212675	-4.1654494	-2.7061795	-2.1474803	-2.6870142	-2.4154161
-1.4018658	2.7886936	2.0110467	3.0473978	2.6479836	3.7457124	5.8303283	2.1203033	0.92091121	1.4916385	1.1760044	2.5213649	3.2196414	3.0471125	-0.51373741	0.71543285	-0.37211664	0.58328463	2.122883	1.0567041	0.91896947	1.319592	0.85117785	3.635315	3.250785	2.1692861	0.12367202	-0.09844297	-0.20387875	1.520354	1.3610217	1.265083	-1.6959449	-1.5340629	-1.26881	-0.24958869	1.0429825	0.45080394	1.114746	-0.43435433	-0.32675305	1.8731567	2.8878725	0.79800148	-1.2674834	-1.2608134	-0.9023926	0.30710468	0.20388442	1.2180367	-2.7578446	-2.3516495	-2.7204054	-1.5894122	-0.97246706	-1.2034439	-1.5455916	0.028199792	-0.052918062	1.9027359	1.6386862	1.0993199	-1.2988963	-2.7163625	-1.1019253	0.66528022	-0.6433227	0.94867732	-2.3084795	-3.031056	-2.4206667	-1.646384	-1.9872906	-1.384644	-0.35570845	-0.64198943	-2.1058074	0.037284595	2.3283883	-0.077836366	-2.7510472	-2.2831954	-2.1051814	-1.8127136	-0.43351901	0.64769375	-3.5964422	-4.0416244	-2.5262145	-2.3202187	-2.6526439	-2.3005799
-1.2193401	2.6196816	2.0594983	3.0038292	2.8303192	3.4746502	4.9926315	2.3924011	0.81885757	1.3489732	0.77503115	2.4473826	3.3763437	2.5153851	-0.44744829	0.5759909	-0.26673961	1.1892992	1.7598601	0.77220478	1.0090369	0.80836706	1.7182699	2.1699287	3.3215954	2.4291927	0.40617397	-0.41281521	-0.56692715	1.4686498	1.5452325	1.3097538	-1.3394154	-1.095648	-1.874591	-0.20012896	0.34187915	-0.43825292	0.91880335	0.1903058	0.66139082	2.3277277	2.1846869	2.8458451	-0.95487204	-1.4218223	-1.0034465	0.74074873	0.36159286	0.46683759	-2.5704445	-2.1273793	-2.0256525	-0.35131431	-1.3534892	-1.1853927	-0.26027557	-0.1497214	0.086650784	2.2020957	1.4872071	2.5036233	-1.3548297	-2.5864231	-1.6911217	-0.56737905	-0.54167043	1.2504181	-2.6561039	-2.4967989	-3.0168156	-1.4094909	-2.4906803	-0.84362347	0.045253229	-1.0476243	-0.17878066	-1.1458891	0.20861909	1.7135107	-1.8765373	-2.2386462	-3.6294922	-2.372207	-1.2676252	-0.11770003	-4.2164537	-3.8853751	-3.3713982	-1.1559186	-2.7259532	-2.12574
-1.2569386	2.6399034	1.9232172	2.2368146	2.668278	3.9143986	4.0729098	3.1028679	0.54324148	0.96066885	1.3882644	2.5562453	3.4222662	3.4739713	-0.096208773	0.32108043	-0.051055695	1.2370207	1.9800384	1.5751474	1.7580706	0.51398723	1.4626473	2.5204148	3.2257751	2.068629	0.26728866	-0.63578567	-0.46323254	1.6320309	1.6166918	1.4528434	-1.8900387	-1.4106681	-1.4696578	-0.20367891	0.45110765	-0.26520556	1.0394031	0.2875244	-0.30015002	1.2960709	2.8557069	2.7968883	-1.0953805	-1.2630539	-0.91134779	0.91790438	-0.0053641896	0.80698459	-2.4342905	-1.6476967	-1.9563365	-1.0298522	-1.7934703	-1.1933168	0.17634679	-0.16990837	0.099451708	0.94327397	1.4651563	2.1261283	-1.8390303	-2.1510136	-1.5748313	-0.33437327	-0.63125251	0.16154837	-2.5095866	-2.5887326	-3.1806278	-2.0142759	-2.3009129	-1.1444889	-0.24652012	-0.98195376	-0.085558953	-0.049037485	0.54915857	2.6485234	-2.6168663	-1.7339364	-2.9392902	-1.8863125	-0.59396055	-0.65068176	-4.1506693	-3.8454967	-3.215335	-1.7640602	-2.8148279	-2.3866546
-1.3068072	2.6895336	2.1995904	2.667199	3.0881093	2.8523696	4.9270266	2.9347898	0.73969111	1.4900017	1.2379041	2.6715291	3.4622669	3.3751393	-0.4337837	0.8105503	0.18162788	1.1670906	1.7667069	1.1236932	1.7265888	0.96686625	1.3566765	2.8217267	2.654018	1.3993815	0.33558029	-0.32011609	-0.68196037	1.0763478	1.6380857	1.3970772	-1.5191436	-1.0173769	-1.7282197	-0.38365272	0.62721136	0.088624383	1.2219478	-0.21711129	-0.24109173	1.1677885	2.7859921	1.8000178	-0.72047981	-1.4258027	-1.0449193	0.97554796	0.017773079	1.0562338	-2.7448037	-1.9435413	-2.1171384	-0.88693057	-1.424212	-1.1520034	0.21555317	-0.17456499	0.030220148	0.64005422	2.4008267	3.7830507	-1.7747512	-2.0888894	-1.4508056	0.10516273	-0.60920992	0.19778942	-2.6992387	-2.7533785	-2.9931696	-2.2254404	-2.4410702	-1.3691241	-0.55539695	-0.86309219	-1.1406602	1.0064072	1.2066717	0.6243388	-3.1443771	-2.1003008	-3.149108	-1.8880047	-0.52936228	0.55949649	-3.4982821	-3.7682797	-3.4955637	-1.63098	-3.0250707	-3.2079342
-1.2962873	2.5844614	1.2952041	3.5713852	3.2216157	4.3861948	5.1238495	1.7436304	0.59669268	1.2595484	1.161997	2.9502009	2.670874	2.8177406	-0.49877853	0.71791821	0.0031859124	0.68518696	1.6854946	0.64208579	1.5873687	1.1940557	1.6448076	1.1036167	2.1071005	1.9443532	0.31298501	-0.061297367	-0.25348494	1.211109	1.3762282	1.1906875	-1.6137323	-1.3192165	-1.5679203	-0.26706005	0.57224796	-0.44253485	0.93482203	-0.14310749	0.98305551	2.6572389	2.7132391	1.3674629	-1.5245268	-1.4257596	-0.3630862	0.96792125	-0.0072370551	0.94973097	-2.6383577	-1.8554779	-2.0110164	-1.279973	-1.1342237	-1.0196668	-1.2300858	-0.46954146	1.1095387	1.4179893	1.0577471	1.1327463	-1.2004496	-2.1667372	-0.65687706	-0.31276862	-0.35094761	1.3127467	-2.4776308	-2.8235299	-3.163822	-1.5511725	-2.1991332	-1.3813596	0.96390646	-0.59029336	-0.6712468	-2.4879134	2.2304011	0.86861113	-2.7719412	-2.3147837	-2.1156025	-1.3823139	-0.87007018	0.40566144	-3.4786588	-3.8085747	-2.7941573	-2.5297586	-2.5844756	-2.0398808
-1.2683252	2.6124593	1.5887292	3.2573335	2.8634762	3.2874311	4.9865309	2.1705867	0.95602408	1.364217	1.1743078	2.2521569	3.0430613	2.8528789	-0.42290736	0.59590644	-0.22690398	0.43035176	1.9395268	0.97081052	1.511967	1.2374121	0.93979768	1.928421	2.8200944	2.8801527	0.062538089	-0.4758891	0.32375875	1.216387	1.3736695	1.8321955	-1.925429	-1.5095565	-1.4149332	-0.21090165	0.46970809	-0.2022003	0.87505927	-0.12730021	0.93730868	2.6668479	2.9447734	2.2445689	-1.0053149	-1.2053773	-0.35359079	0.72598145	0.23155511	0.7522376	-2.5743376	-2.1600956	-1.9624591	-1.1827456	-1.2478039	-0.90891779	-1.3760665	-0.29598985	0.44205787	1.3700781	1.3685204	2.5232022	-1.8297879	-2.3478764	-0.81630563	-0.41905461	-0.32791084	0.93503109	-2.5905256	-3.0108387	-2.4057433	-1.4762456	-1.6132403	-1.76978	0.46801428	-0.26686059	-0.38111822	-1.3929066	0.035387746	1.6633561	-3.4222245	-2.2557277	-1.6471401	-1.9751015	-0.97594937	0.017840997	-4.2342372	-3.9768992	-3.1063656	-2.215897	-2.6380042	-2.6467911
-1.2720325	2.5896179	1.7635905	3.0468658	3.0239492	2.9821179	4.8353328	2.701045	0.42183342	1.3841887	1.4942532	2.14931	2.6047752	3.0795582	-0.11580993	0.39751166	0.036008579	0.19051666	1.9137795	0.83667794	1.740962	1.2871843	1.1228692	2.1142704	3.5390984	2.5546877	-0.18388904	-0.27579531	0.22804442	0.88391705	1.1202997	1.6385362	-1.8612049	-1.4363428	-1.4418408	-0.1117316	0.57222452	-0.38010037	1.0874971	-0.42372383	0.76885855	2.4781938	3.005045	1.659761	-0.93849431	-1.3208076	-0.44553743	1.0794715	0.19749611	1.0666122	-2.2203547	-2.3741277	-2.3705141	-1.105593	-1.1725449	-0.97575735	-1.0223713	-0.17325921	0.50716278	1.1950471	1.6550388	1.847189	-1.5292285	-2.2583527	-1.0994	-0.81936699	-0.18574365	1.1900918	-2.6925218	-2.8566179	-2.6120501	-1.6572626	-1.9066851	-2.1129804	0.67580012	-0.41093292	-0.20679775	-0.56994844	0.2665822	0.7152219	-3.5002419	-2.2273439	-2.2117111	-1.0968574	-1.0884194	0.48633598	-4.177436	-4.0601089	-3.1296162	-2.0752733	-2.5196823	-2.1904336
-1.3294443	2.739611	2.2481061	3.2241318	3.3299054	2.9521957	5.0049612	3.1634081	0.68490927	1.0214811	1.3494833	2.936078	3.4561261	3.4287591	-0.91702423	0.54638155	-0.25350456	1.0942942	2.1637172	1.176124	1.5088178	0.73804309	2.2189597	1.5330678	1.7995927	2.6446455	0.3377988	-0.31045156	-0.76952319	1.7980415	1.4590559	0.82670138	-1.5177369	-1.4566808	-1.2058408	-0.17932001	0.91111762	-0.14671782	0.55314491	0.14295834	0.39560646	1.258158	2.2789783	2.0695248	-0.96244134	-1.4335905	-0.4340259	-0.0086983251	0.16352759	1.0679332	-2.7163193	-2.1362311	-1.6655487	-1.1783752	-1.0747981	-1.5009421	-0.1357282	-0.53373388	-0.31011972	1.8124116	2.0876835	0.69826676	-1.5815511	-2.4065409	-0.78588365	0.30396044	-0.92203579	0.99240262	-2.3937921	-3.108765	-3.0639963	-1.6872781	-2.1524025	-0.71111595	-0.92339112	-0.58214384	-1.5044789	-0.8174167	1.9419141	2.3204504	-3.4033821	-2.2210051	-2.7669962	-2.5470335	-0.25115586	0.28305439	-3.0143246	-4.0836301	-3.555021	-1.9538886	-2.7281041	-1.9131935
-1.3722118	2.8036132	2.1547854	3.0431882	3.1918249	2.107856	5.0726499	2.7518006	0.77756904	1.1876056	1.7481714	2.6054261	3.4958392	3.2452647	-0.72232274	0.42415318	0.07653438	1.0068348	2.3125184	0.97328947	1.5415093	0.90169598	1.7428455	1.0449207	1.804937	3.0982473	0.16930411	-0.389418	-0.64943555	1.7643821	1.3257743	1.3139625	-1.5118885	-1.5964781	-1.0007301	-0.3584119	0.74322718	-0.0065529666	0.69659752	0.29184335	0.20365699	1.086585	2.8219816	1.3388108	-1.0599706	-1.531131	-0.42228561	0.19122745	-0.046943006	1.0138303	-2.499534	-2.2926769	-1.9072901	-0.86719366	-0.9807273	-1.7238335	-0.51075639	-0.55509157	0.7136752	2.511412	2.9170476	2.1487604	-1.6778457	-2.3945873	-0.84353522	0.10701856	-0.86792472	0.55140037	-3.0444271	-3.1761077	-2.7688653	-1.7611765	-2.2290777	-0.60565435	-0.4049405	-0.71041861	-0.85720609	-0.47027742	1.0469046	2.3903887	-3.5956826	-2.2860887	-2.7019024	-2.9290348	-0.3801038	-0.10289713	-3.3219808	-3.7363054	-3.4576268	-1.573329	-2.8679498	-2.2596409
-1.3402807	2.7715442	2.6323723	2.6721477	3.2917358	4.1368709	5.1513688	1.8862673	1.3863958	1.3388238	0.77176696	2.3902438	2.9766394	2.445359	-0.1888587	1.12657	-0.36620513	0.52338002	2.0700132	1.607565	2.2695804	1.1080361	1.5598525	1.8972871	3.3208167	0.54617781	0.22095323	-0.39800196	-0.14423782	1.0469474	1.3794699	1.3648187	-1.9224895	-1.3005416	-1.8792149	0.017580806	0.79622239	0.14819003	1.3441451	0.0035657578	0.34142997	2.0376406	1.9344903	2.1379815	-1.2195201	-1.6106177	-0.63541967	1.1311318	0.28943796	1.3499859	-2.4482999	-2.2483433	-1.6383976	-0.94690464	-1.1322528	-0.24912425	-0.68162093	-0.31966618	-0.086253341	0.20639435	1.2963858	1.611179	-1.6890078	-2.9345785	-1.7066287	-0.67894315	-0.31434687	1.3404382	-2.1871599	-2.8093052	-2.4411768	-1.5051168	-1.6100186	-1.7054152	-0.38453559	-0.76585257	-0.18422176	-0.5852761	0.38783651	0.22589056	-3.0732865	-2.3002524	-2.486523	-1.728978	-0.89148691	1.348929	-3.7044728	-4.8497432	-3.1813741	-1.7472913	-2.5964933	-1.5928602
-1.3198352	2.6962754	2.5252315	3.0249254	2.9976519	1.3016254	6.2929793	3.8884657	0.53550854	1.2662434	1.3033934	2.4110126	3.0709636	2.4960723	-0.44118564	0.94142123	0.20919799	1.1626451	2.3175404	1.8362693	1.2080654	0.78251728	1.1545828	1.7761059	3.6895466	2.0036776	0.48278946	-0.29187131	-0.51427563	1.7754502	1.1567196	1.3256113	-1.3173894	-1.1257453	-1.3433575	-0.95295935	0.54389347	0.083151056	1.2698609	0.30870709	0.16875122	1.8880534	3.4593345	1.9175113	-0.45805979	-1.4885246	-0.84336493	0.36972329	0.020424963	1.2150828	-2.474893	-2.3462124	-2.1451018	-0.98411166	-1.134403	-1.8168075	-0.83979776	-0.098935213	-0.26467872	2.312893	1.7911932	2.7545063	-1.3413595	-2.219162	-0.9552771	-0.077617911	-0.34929233	0.13272286	-2.7485423	-2.8251894	-3.1511025	-1.9452258	-2.3002298	-0.8996148	-0.071443588	-1.1665283	-1.3632092	-0.74600531	0.89027501	1.2273046	-3.1678127	-2.1053229	-3.0764992	-1.9633934	-1.1736136	0.18298605	-4.254554	-3.9196581	-3.3423766	-1.3668906	-2.6708652	-3.3901274
-1.3477142	2.7637293	2.3092268	2.9465743	2.6590888	4.0973396	4.857839	1.9375985	1.2024666	1.6204821	0.8621697	2.8443359	3.2433635	2.464122	-0.12297394	0.48794412	-0.39516021	0.4041338	2.009104	1.4014518	2.0845103	1.1147626	1.3841735	2.8818594	2.7786578	1.1720867	0.19632424	-0.31686477	-0.54281292	1.6998929	1.4602929	0.90363278	-1.9306706	-0.60516223	-1.5068453	-0.087127779	0.48951381	-0.3889031	1.1369735	-0.057133879	0.79525282	0.77181115	3.8669035	1.3434634	-1.3173992	-1.356821	-0.78941821	1.1541769	0.013500116	0.89164004	-2.8709584	-1.6421261	-1.8638025	-1.1711726	-1.3244272	-1.2326418	-0.46742782	-0.13899861	0.97902223	0.62204333	1.2661921	1.1520148	-1.6455421	-2.4926467	-1.72929	0.42170783	-1.0144463	1.1833151	-2.2506691	-2.4868256	-2.9100451	-1.2187928	-2.4962883	-1.8156661	-0.10003434	-0.12228699	0.21333435	-2.0055796	0.82717982	2.3342887	-2.4435912	-1.8672488	-2.6357671	-0.929308	-0.98667468	0.22231922	-3.3140767	-4.525185	-3.2111252	-2.4305213	-2.9655815	-2.9820457
-1.2562988	2.5740123	1.6507928	3.1549561	2.4382271	3.706321	4.7751365	3.9374892	0.91734698	1.1074438	1.2942016	2.4119117	2.9533658	3.2424616	-0.47993051	0.62157608	-0.031433739	0.75731189	1.8194213	0.75872458	1.2765879	1.0413321	1.2598549	2.4198507	2.6406284	3.3420746	0.40448439	-0.22986641	0.0445791	1.6395355	1.2854855	0.66574745	-1.6657194	-1.2785747	-1.5859084	-0.35329967	0.33184259	0.24679146	1.4648443	0.010184517	0.30327326	2.1725932	1.0503933	2.4294559	-0.96122854	-1.2005731	-0.48291618	1.1123755	0.12472649	0.67505141	-2.1540965	-2.3436738	-1.9050523	-1.0224092	-1.61102	-1.154004	-0.7736128	-0.8245109	-0.74932745	1.3468716	1.3967123	2.1886999	-1.3751259	-2.2819127	-0.8531877	0.27910603	0.048526325	0.336342	-2.4461048	-2.8452902	-2.8707978	-2.0407216	-2.139017	-1.3653152	-1.0152864	-1.0611877	-0.51433355	0.35379661	1.6892437	0.54065211	-2.9674219	-2.2654879	-1.8405368	-1.688791	-0.87833992	-0.24865382	-4.251173	-3.6372221	-2.7141219	-2.0190801	-3.016748	-2.5253165
-1.2168811	2.5696507	2.1783471	3.1506238	3.1385506	3.7640056	5.0151709	5.4041485	0.36153689	1.274413	1.1444209	2.6570769	3.1798723	2.5913007	-0.3241484	0.48791609	-0.4859122	1.193845	1.7502667	1.7924156	1.0141462	0.90930215	0.99726661	1.7624484	2.6955389	2.123957	0.070262015	-0.15864408	-0.089619429	0.77175784	1.6936531	1.2471295	-1.8877477	-1.4160773	-1.7013396	-0.66462369	0.5740632	-0.10592774	0.30522685	-0.46341378	0.25190113	2.5626758	2.4861091	1.9681988	-0.73962135	-1.3503127	-0.53064968	0.66742754	0.41966479	1.3719009	-2.9403373	-1.9928931	-2.3576142	-0.97652862	-1.3849752	-0.68675147	-0.26987332	-0.19761046	-0.29486295	2.2615968	1.041499	2.4585153	-1.5099322	-2.2253274	-0.90244078	-0.20117338	-0.57568198	0.52552658	-2.4259688	-2.417438	-2.7401334	-1.6627624	-2.0748661	-1.7420604	-0.33519782	-0.44321455	-0.62900221	-1.8402786	0.082410931	0.34601606	-2.0307947	-2.2500948	-2.7009828	-1.0341054	-0.71458284	-0.80950974	-3.4009985	-3.9271582	-3.1949859	-2.047089	-2.9121721	-1.9246688
