alpha	alpha_i_sd	beta[1]	beta[2]	beta[3]	beta[4]	beta[5]	beta[6]	beta[7]	beta[8]	beta[9]	beta[10]	beta[11]	beta[12]	beta[13]	beta[14]	beta[15]	beta[16]	beta[17]	beta[18]	beta[19]	beta[20]	beta[21]	beta[22]	beta[23]	beta[24]	beta[25]	beta[26]	beta[27]	beta[28]	beta[29]	beta[30]	beta[31]	beta[32]	beta[33]	beta[34]	beta[35]	beta[36]	beta[37]	beta[38]	beta[39]	beta[40]	beta[41]	beta[42]	beta[43]	beta[44]	beta[45]	beta[46]	beta[47]	beta[48]	beta[49]	beta[50]	beta[51]	beta[52]	beta[53]	beta[54]	beta[55]	beta[56]	beta[57]	beta[58]	beta[59]	beta[60]	beta[61]	beta[62]	beta[63]	beta[64]	beta[65]	beta[66]	beta[67]	beta[68]	beta[69]	beta[70]	beta[71]	beta[72]	beta[73]	beta[74]	beta[75]	beta[76]	beta[77]	beta[78]	beta[79]	beta[80]	beta[81]	beta[82]	beta[83]	beta[84]	beta[85]	beta[86]	beta[87]	beta[88]	beta[89]	beta[90]
-3.7479476	2.6015319	-1.9572447	-0.90529026	-1.1314075	-1.0265226	-2.8099531	-1.5169171	1.5178441	-0.2055843	-1.1839205	-0.76297035	-1.4489078	-2.6484	0.17183196	0.15875368	0.35828593	-1.3000644	-0.98135233	1.1878954	-0.85075042	1.1467826	0.83798179	0.087703077	0.31568408	-0.63291486	0.89490031	0.35083015	1.1103857	-1.0399317	-1.4876441	-2.5860179	1.0228333	2.0721025	1.2939574	-0.57375079	-1.1329622	1.4837262	1.0620921	-1.5040685	0.93928566	-1.0898621	-1.4092168	-0.22275942	-0.39088145	0.49525233	0.070317208	-1.0468509	-0.18064465	-2.3717896	2.40893	1.7679055	2.3034858	-0.74227023	-1.7318751	-0.95955394	-0.93967376	0.24009493	2.4478652	-0.46742603	1.35415	0.78846691	0.58213712	0.2966309	1.4580784	-2.2234907	-1.3284189	-0.43951069	0.38054724	1.0900795	2.281808	0.07365049	0.68126885	0.8825839	0.26856571	2.2493008	3.4036122	2.1269717	-1.0663721	-3.5847162	3.9149751	1.1488383	2.8659542	-1.3918363	-1.1932302	-2.7271358	0.16162138	0.80653845	1.4383689	0.34162714	0.5256256	-1.674037
-3.3794861	2.2150392	-0.60629113	-0.80019367	0.19395518	-0.013896358	-1.1479461	-0.26630775	1.2933862	-0.401871	0.94108142	-0.44487376	-0.80567768	-0.35248918	0.73500265	0.37111925	0.12857695	0.64779212	-0.23074674	-0.31364722	-1.1974505	0.45000227	0.41513215	-0.90561514	-0.96572931	-1.1666055	1.0912384	0.047168935	-0.69091176	0.030266344	-0.21141376	0.71966398	1.8396	0.31431125	1.679658	-0.87235332	-1.1776313	0.96649405	-1.2368709	-0.80213342	-0.25457533	0.082761792	1.2044406	-1.6896594	-0.47180572	0.71024404	1.1759791	-0.55562238	-0.16974853	0.60717206	1.9408711	1.4726023	1.215892	-1.3909513	-0.31598503	-0.56190926	0.037550522	0.75157392	0.54545297	1.0548614	1.2379318	-0.46694341	0.65631141	0.30534482	0.86788609	0.10090185	-1.0460773	-0.70638192	2.573116	0.061148116	0.77972065	-0.28646337	0.69481152	-2.3674298	-3.7821523	0.10065459	0.76967881	-1.1545576	0.52074274	0.77075991	-1.6054274	1.8045983	0.73650269	-1.851743	-0.51054708	-1.2471246	0.40329498	-2.1915217	-0.20585165	1.2292936	0.58952963	0.57705531
-3.5067625	2.2707166	-0.37370284	-0.96227883	1.2332159	0.93241747	-2.4566448	-1.1083747	1.3290909	0.51476682	0.50914247	0.11836439	-1.1898922	-1.2203428	1.0117742	0.21020722	-0.95275043	0.058060449	-0.82359523	-0.59135086	-1.3573037	-0.35957027	1.6899788	-0.51451331	-1.531073	-1.327717	0.48448542	0.0090670825	-0.45748771	-0.29824145	0.012770154	-0.46508513	2.0610565	0.15607837	1.1522802	-0.79147181	-1.9056196	0.80070265	-0.0010592881	-0.92580151	1.2468362	0.41845935	0.9243539	-1.4474362	-1.4244738	1.1888331	0.51727998	-1.1799093	0.60250992	0.36447289	1.482645	1.0947903	1.6850367	0.56939295	0.02652653	-0.050900422	-0.73924333	0.36979317	1.1393948	2.3359453	1.0478709	0.53553722	0.034605907	0.80125372	0.39955264	0.40147622	-1.0807193	-0.93452776	1.484168	-0.15091552	0.74802437	0.35923544	1.3483908	-1.2315263	-2.7855725	1.8327186	0.9310917	-2.1008147	-0.74571415	1.0584197	-0.93851858	1.4948428	1.002786	-3.86497	-0.27428797	-2.7686323	0.60791477	-0.23890062	0.19989153	2.9156805	-0.052051127	-1.8301996
-3.3944681	2.3020494	-0.74136844	-0.47510676	0.090709423	-0.85790846	-1.4993835	-0.68313839	0.28213257	-0.32646088	-0.4564491	-0.4902221	-1.7911631	-1.1876809	-0.44452629	0.80935254	1.8183592	0.19432899	-1.261912	0.91188998	0.32448414	0.97469717	0.251741	0.41953557	-1.0048533	-1.1322463	0.50985651	-0.16432547	-0.026258218	-0.28510983	-1.2965726	-1.236181	0.68906482	1.4421564	1.1375399	-0.72580803	-0.7528523	0.65676615	-0.85425709	-2.1147009	-1.0439472	0.07084952	-2.8428135	0.38812514	0.53992219	-0.3635717	-0.57574638	-0.10362213	-0.7160031	-0.48331225	0.76999188	0.96234509	0.83874118	-4.21035	-2.0795005	-0.49669931	0.97423882	0.76115824	1.9675632	-0.12140984	0.3198217	-0.54657589	1.2012791	-0.026530498	1.5188904	-1.0078627	0.36825536	-0.098509801	1.2240651	0.88427778	1.1711274	-0.30732499	1.5068699	-0.19660507	-0.83791584	1.1548228	1.9237804	1.4815388	0.14270233	0.6769294	-0.19263586	2.0928838	2.1822974	0.59074204	-1.4658814	-0.72593368	-0.77401686	-0.25585993	1.1498671	-1.2678255	1.2412613	1.9319772
-3.5065875	2.4490239	-0.96545989	-0.98513503	0.37527437	-0.3858998	-1.5175988	0.53958415	0.7766125	-0.30388241	-0.36496702	0.12204654	-1.263493	-0.3884525	0.20231321	0.80349595	1.5534965	-0.18317167	-1.657385	-0.28661245	-0.21450932	0.20734729	0.32390879	1.5873154	-0.60729278	-0.54406716	0.22628901	-0.038414659	0.5003312	-0.8075454	-1.3350737	-0.57816306	0.65781189	1.3919773	1.4730081	-0.37723656	-1.1441227	0.19707561	-0.50336915	-1.8528244	-1.2092113	0.31152822	-1.1193797	0.10766213	-1.0633957	0.12657352	-0.16671697	-0.41553258	-0.38843006	-0.021883337	0.88192044	1.5095178	0.690712	-3.0647887	-1.4740654	-0.93521314	-0.48828665	1.246087	1.7540003	1.0989114	0.58438402	-0.019583684	1.2404748	-0.25306199	0.61817469	-0.34969601	0.45968047	0.52670352	1.1756429	0.13198643	0.42206743	0.12337838	1.2757793	-1.124992	-0.76734985	1.329906	1.8181136	1.1120399	1.7119083	-0.82207478	-0.75826475	2.494005	2.2144925	-2.4111824	-1.0502314	-0.21583796	-2.3652919	-0.05555911	0.16874212	-0.43700703	0.87479254	0.33464059
-3.4365048	2.2683697	-0.65414792	-1.2251252	0.065170017	-0.89461978	-2.3968656	-2.4889745	0.42585902	0.058563835	0.18633763	-1.5132987	-1.4582408	-1.9705497	0.4842333	1.1268701	1.502871	0.66623621	-0.041981848	-0.033512122	-0.45215927	0.57911409	0.8188201	-2.366142	-0.37560289	0.13507854	0.66093177	-0.7320655	-0.22411287	-0.22871246	-1.3216833	-0.20245336	0.58502734	1.2236349	1.8563375	-0.58003528	-1.5566273	1.4737258	-0.5484062	-0.80391244	0.64600472	0.097554782	0.34715952	-1.2963422	0.0044814867	0.43528242	-0.17456582	-1.0117482	0.13616314	-0.11180069	1.0878035	0.9571397	-0.28811133	-2.4331552	-1.3146098	-0.02731538	0.78674996	0.30115285	1.4495837	-0.61185641	2.3105633	-0.17708842	0.88235832	1.142062	0.41067053	0.15700065	-0.942265	-0.063051458	-1.4322804	0.68913313	1.3543728	-1.3755779	0.077047616	-1.1611838	-1.8298649	0.62454794	0.41700118	1.6350792	-1.1593375	1.2648251	2.0965476	2.2176527	2.4350859	1.2305359	-2.0678292	-0.66677661	-1.081554	0.21342035	1.2078509	1.6680512	0.66152863	0.50232195
-3.2987137	2.1219864	-0.48456871	-1.0573805	-0.80596419	-0.86799409	-1.13344	-1.0758414	0.65367943	-0.18340118	0.54836426	0.09724507	-1.2843235	-0.027191229	-0.29358338	0.24202373	0.28649215	-0.13453988	-0.61804117	0.24665864	0.51344574	0.46246616	0.14603939	1.3015402	-1.9222739	0.012120013	0.19848224	0.41950901	-0.20884068	-0.93332572	-0.1830068	-0.96919048	0.38777094	0.89323124	0.75297603	-1.6600278	-0.35852622	0.8193385	0.86430107	-0.41548061	-0.73519948	-3.4488204	-2.4422901	1.1223416	-0.90306875	0.71236377	0.80858799	-1.5643967	-0.77407372	-0.020379561	1.2472924	0.72765203	2.2939593	-0.15344376	-1.0364027	-0.41782478	-0.21626955	0.66263101	1.4271528	1.8763837	2.0314852	1.0254453	-0.18900146	0.86107449	0.489761	-1.524651	-0.23616487	-0.74607547	1.0102705	0.90766099	0.79690632	0.30439369	0.98488543	0.2701959	-1.3065637	1.4719876	3.1738395	-2.1793807	1.2198987	0.21378489	-1.2543446	0.51651902	1.8754879	-2.9479905	0.21301095	-2.2909498	0.48140021	1.1328665	0.49346743	1.0610739	0.048715327	-1.3039459
-3.2332742	2.2553114	-0.69206023	-0.66133736	0.53028331	-0.49184215	-2.1599001	-3.8818514	0.54843122	-0.30706804	-0.14595806	-0.20154278	-1.2456016	-0.80821386	0.4286038	0.50387071	0.73696206	-0.73554014	-0.15089724	-0.61361747	0.050237545	1.2698486	0.61647759	1.1696751	-0.94124017	0.70768359	0.86981528	0.38979297	1.1290735	-0.060560249	-0.87157741	-2.470173	0.52965599	0.39830751	0.20431243	-1.4311963	-1.5509091	1.4175597	-0.24805338	-0.23093163	-1.4139753	-0.36732422	-2.9171992	0.22869692	0.047737371	0.15088219	0.70892283	-0.8831545	-0.54659808	-1.4694279	1.8212105	2.660351	1.5477333	-1.9090654	-0.21767253	0.016333133	0.73789747	1.0416378	0.70378495	-1.302264	2.9918737	0.09161582	0.48917256	1.1162034	-0.045040529	0.084311457	-1.1247954	-0.15011251	1.6250137	1.8136947	1.2785411	-0.17919819	0.76630141	-0.15640635	-2.2572983	2.2205867	0.20847718	-2.0296622	2.0549923	0.53606003	1.7404524	1.1530788	0.85110572	-1.6476195	-1.4748182	-1.2836248	0.21456356	-1.1684836	0.079410758	-0.51280788	1.5101899	0.96519663
-3.3966032	2.3249927	-0.75039303	-0.5835475	-0.86396563	0.85557891	-0.77248401	-2.9004613	1.3261052	0.055885174	0.08562118	-0.12656583	-0.41541449	-1.0382724	0.064324786	-0.35192687	0.72975191	-0.14189201	0.062339951	0.10922357	0.31001113	1.1224221	0.40470885	1.0427042	-2.2500661	0.078651959	0.13238424	0.77774188	0.69779154	-0.18959006	-0.85214482	-2.2349002	1.1891616	0.21984087	0.41020107	-0.59566404	-0.36484292	1.7025525	1.0015711	-1.4305971	-0.28218099	-1.3266967	-1.5886759	0.95198482	-0.2722564	-0.11392507	0.70794322	-0.93111335	-0.094128953	-0.66768726	1.0566173	1.7788604	1.6650332	-1.9461339	-0.5931942	0.41497347	0.80766785	1.0731631	1.1199184	-1.1688013	2.0985091	0.5841544	1.1931494	0.88135906	0.63521108	-0.6276354	-1.0887626	-0.95089023	1.256245	0.87225959	0.49577144	-1.2236249	0.28145387	-0.24576304	-2.6742376	1.784869	1.3673387	-1.5025059	0.54313033	0.36416863	0.61760002	0.92148781	0.89369475	-2.1946409	-1.2603414	-1.6628344	0.30155453	0.035872639	0.27317542	-0.22006769	1.0278551	0.11523122
-3.3416761	2.3275562	-0.74000612	-0.28485322	-0.11783764	-0.014115684	-2.3928973	-0.68880026	0.2666254	0.16047307	-0.45531943	-0.49981233	-1.0582275	-1.0076981	0.17644431	0.91214263	1.5619733	0.094596014	-1.1275093	0.39713538	-0.72018685	0.82144149	-0.3552771	-0.63354637	0.574306	1.1090014	0.95984023	-0.031807826	-0.0040692333	-0.8149289	-0.91969608	-0.54921603	0.52155476	0.89091448	1.6106475	-1.1895168	-1.2219338	0.44653962	0.56872625	-0.24161765	-0.44064675	-1.1782545	-0.46391633	0.35496243	-0.57442242	0.23280232	0.36884702	-0.2671393	-0.022798834	-0.88742414	1.3955685	1.1222911	1.1121691	-1.4316421	-0.29083719	-0.71732078	-0.40379623	0.27524636	0.45379976	0.88311814	1.8039993	0.36410752	0.65429706	0.45947386	1.2171304	-0.81946804	-2.0967944	0.88230475	1.2427682	1.294193	0.61821415	0.0079820741	1.2579032	-1.4128459	-2.941462	2.1055705	0.29138465	-0.099912237	1.4071431	0.69539204	-0.40681997	2.0687275	0.86013064	-1.820669	-2.3906744	-1.1104643	0.20971037	-0.67641592	0.7461443	0.85395444	-0.61559574	-0.17350371
-3.8597327	2.7177358	-1.0267946	-0.89149403	-1.0837564	0.6126261	-1.7242566	-1.9948446	1.5921372	0.26361835	0.034842154	-0.92615867	-1.1886417	-0.90792196	-0.31192115	-0.45144257	1.057672	0.7293992	-0.50357233	0.73544136	-1.1877204	0.73944388	0.72979483	0.22307308	-0.44725124	-1.1979317	0.46559302	0.31224277	0.18898675	-0.16705536	-0.71247732	-0.014547291	1.2390689	0.14231557	1.7283038	-1.2452931	-0.85461242	1.1112455	-0.11695378	-0.078890125	-1.0702394	-0.32962812	0.25126096	0.31295869	0.052111761	0.77715373	-0.27606332	-0.94010398	-0.43383388	0.03624363	0.16485999	0.74420444	1.7766527	-1.5228567	-1.4829933	0.94684286	2.2558648	-0.30814771	1.3001874	-0.42900383	-0.78490796	0.45273405	-0.16835507	0.60786374	0.6467855	-0.10502833	0.36337254	-1.4396126	0.89964361	1.2119241	1.2480731	-1.5431683	0.20678333	-0.060393523	1.9633593	1.7345183	2.764585	-1.6724227	-1.4310661	-1.8247706	1.1125589	0.56456084	0.61889478	-3.1773293	0.12085596	-2.4604879	1.2052737	1.1776183	0.44352229	-0.51672417	1.8089716	-0.66537012
-3.6440909	2.4624393	0.20334778	-0.30670572	0.88702497	-0.84005542	-4.127989	-1.9149393	0.42359602	0.20008256	0.094770168	-0.81933826	-1.922355	-1.0803056	0.20089339	0.29858665	0.37363072	0.23511291	-0.76218343	0.88757918	-0.71638811	0.60969473	0.76503653	0.28369351	-1.7818228	-0.18591672	1.0643441	-0.16956204	-0.023441992	-0.17290708	-0.58276983	-0.1175162	0.13790756	0.59255059	1.9336487	0.76878621	-1.1646839	0.17325391	0.21923692	-0.27045359	0.3003673	-0.49833335	-2.4822846	-0.45003188	-1.6163631	1.0125375	1.245836	-0.71659891	-0.57517836	0.33061007	0.39972759	0.80860157	1.7047516	-2.7706721	-0.76654412	-0.39821725	0.18705441	0.10947108	0.7291544	-2.1793783	-0.61367871	1.192458	0.24281887	0.54603843	0.55903459	0.014517767	-0.80548047	-1.104533	1.1667517	0.55880376	2.537172	-1.5774582	1.3341883	-0.37816786	1.4819019	3.8611297	2.3031013	-0.52706923	2.0871251	-0.12535511	0.34148926	1.2543277	2.7911896	-1.1017551	-0.98634514	-2.2796134	0.47470403	-0.15045814	0.84941303	-1.4509609	-0.2462157	-0.017026964
-3.9847448	2.7551488	-1.6657045	-0.71436983	-0.99677821	0.84647438	-1.6518821	-1.4859443	1.1792715	-0.40119121	0.39502362	0.5126463	-0.69840963	-0.40866063	-0.13974375	-0.12990553	1.0772151	0.86004682	-0.618662	0.25740133	-0.46649641	0.81232871	0.92328513	-2.2938309	-0.21701469	-1.3346121	0.40883361	0.14516719	0.16012924	-1.4809094	-0.66348701	0.70568424	1.299122	0.60509521	1.694562	-0.29317177	-1.9397723	0.38783761	0.17796436	-2.6311675	-0.62554687	-0.74575239	0.71968519	0.75168712	-1.7434906	0.20768531	-0.6122912	-1.3102294	0.60769179	-0.1587687	1.8583732	0.70952989	1.0041078	-0.45432593	-1.9360646	-0.86916215	-0.85389708	1.0699155	1.6532768	0.75293267	0.14584965	0.42022976	0.96061828	1.0339767	-0.052387374	-0.66063362	-1.084256	1.3123693	0.79307132	1.6332199	1.1009121	1.0550201	0.15973061	-0.98953948	-1.0514162	0.33511142	2.3198661	-1.9058662	-3.0251175	0.71317148	1.6122791	2.338733	1.2083225	-2.2970447	-1.2652877	-2.6448026	0.46053333	0.15865245	0.79944978	2.3532105	1.2758149	0.54447806
-3.9733614	2.8471433	-0.77417651	-1.6737669	0.5383	-1.9640931	-1.5394242	1.3300801	1.263785	-0.64011727	0.20881372	-0.50605248	-2.0169531	-1.0275867	-0.11152377	0.22928624	0.24103917	-0.8739103	-0.85489773	1.1323105	-0.41379983	0.92190789	1.0111733	2.5237039	-1.3239709	0.1130814	0.83658157	-0.46051397	0.3014645	0.93671331	0.042103262	-1.6403614	0.1112735	0.69933333	1.3866024	-0.30309698	-0.67491589	0.39314133	-1.1347419	-0.5718203	0.37815467	-0.83805197	-2.1067269	-0.59429753	-0.62182967	0.42029086	0.33340256	-0.015424762	-0.91350084	-1.190206	-0.14411456	1.3544424	1.9850774	-1.821562	-0.99471697	-0.20197479	-0.60703229	1.98489	1.441208	2.3691519	4.1584077	-0.61376609	-0.057951115	0.19535199	0.61950426	-1.2433487	-0.55111481	-0.5627323	1.2221851	-1.0952446	0.71628828	0.72484622	0.41156119	-0.77368554	-4.6116871	2.2253827	-0.079733871	0.3017933	3.0835972	-1.1134001	-1.3412106	1.0656709	2.1609494	1.2531974	-0.56005346	-0.54456215	-0.19962508	-0.055091685	0.87030015	-1.2745186	1.0370855	-1.300546
-4.1020098	3.0534425	0.50236355	0.25754649	0.076005081	0.96373246	-1.5872755	-2.2860716	1.5903433	0.36676996	-0.95766617	0.19674072	-1.3433372	-1.6388611	-0.66092694	0.62130381	1.0387815	0.36936656	-0.56362122	-0.79449208	-0.56343628	0.98302342	0.33728837	-0.58077397	-0.31072807	-0.18597315	0.5287789	0.49363563	-0.94684592	-1.2634101	-0.40740455	-1.9776959	0.88913656	2.1444152	1.4206152	-1.1607485	-1.3071361	-0.10436702	0.075544399	-2.0642112	0.4126063	1.9428864	-0.11566573	1.4394927	-0.94640996	0.76166843	-0.49638457	-1.516257	-0.22576836	-0.37904203	1.4630198	0.0043645454	1.6324749	-0.30594922	-0.5719022	-1.5880503	-0.84493049	-0.18267024	2.018034	0.6352338	2.1985757	-0.76751779	0.23897174	-0.32289455	0.73686617	1.1763656	-0.6118654	0.29230992	0.50859283	0.71546832	1.3501039	-1.3707672	0.46764469	-1.3527936	-0.16392293	0.75192547	2.1606241	-1.3331024	-2.0265434	1.1587939	1.1646848	2.4016974	1.4975789	-3.7085205	-1.3464379	-2.1307944	1.1239511	0.35756118	0.69287934	1.0627703	1.3626084	-1.571973
-4.1867966	3.293416	-1.1095566	0.0038281391	-0.33649151	1.1480955	-2.4600714	-1.5010867	0.94430358	-0.018034696	-0.37125933	-0.57957645	-1.6405937	-0.80469531	-0.60106045	-0.4256985	1.4223698	0.71780761	-0.90873693	-0.17585852	-1.5249143	0.77843811	0.84689197	-1.9125611	-0.64028885	2.4993508	1.0467098	-0.34010397	-0.53700751	-0.72766484	0.44511852	-0.43214251	1.0813379	2.9195318	1.8711595	-1.959585	-0.81967297	-0.83540873	-0.62474988	-1.295693	1.0642644	-0.33149413	-0.36331334	-0.75792876	-1.1906648	-0.38604452	0.09803772	-0.22940897	-0.19342832	1.035724	0.35800532	0.72125109	2.389055	-1.0780495	-1.7964338	-2.6301357	2.1086977	0.21752434	2.1571189	0.23120104	1.8773285	0.8839772	0.50025695	-0.17050616	0.36993958	-1.5761999	-2.2843314	-0.34949241	-0.25791613	-0.10437457	1.4207225	-0.33501747	0.1511588	-1.6934711	-2.239007	1.4416376	1.7427165	2.8150149	0.49774183	1.8025701	0.99047018	1.7141309	0.59970502	-1.4110911	-1.107824	-2.1507919	-0.28552422	1.1235872	1.3386153	0.64434809	0.3418976	-0.85667918
-3.8425556	2.7347716	0.42363364	-0.055744668	-0.61523523	1.323869	-3.5719949	-2.2612384	0.62936074	0.31062405	-0.42379573	0.060473601	-1.042958	-2.2158404	1.0051391	1.4163463	1.1589176	0.19868837	-0.6706186	-0.038720347	-0.55571308	0.60849404	-0.23478407	0.62138016	0.81281407	-0.58579736	0.16639361	0.68369827	-0.19273461	-0.23587215	-0.84046831	-2.5077149	1.1451118	1.5843662	1.8318628	0.35722039	-1.0522179	0.64358205	-0.27866186	-0.92787583	0.13331681	0.13417846	-0.22735449	-0.53985845	-0.77369084	0.25903898	-0.35467767	-0.65204991	-0.21725657	-2.651059	1.1190182	1.3417543	1.3206396	-1.137264	-1.1735664	-0.88740897	-0.75659294	-1.074941	1.5351245	1.0846394	1.0092023	-1.3807364	0.090403178	1.6562243	0.67791777	-0.23182315	0.27286935	-1.4139476	1.7547802	0.24998974	1.9456952	-1.1675728	-0.062645053	-1.172044	-2.2636675	0.94239316	3.050945	0.72542922	2.3161145	0.57315799	-0.53905065	2.182528	2.1102955	0.10946788	-0.42185135	-6.0505118	-1.2613047	2.4281394	-1.177066	0.43551643	0.46173039	0.99344199
-3.5360811	2.5109227	-1.4451487	-0.76480644	0.46941065	-1.29488	-0.56182588	-1.4170152	0.55815312	0.094766527	0.22668096	-0.03842403	-1.4974559	-1.191326	0.05257894	-0.21620651	0.42158744	0.58038314	-0.86732307	0.70039354	-0.51415369	0.47684801	1.1847382	0.61587197	-2.5869761	0.11848072	0.15694044	0.13077749	0.16456933	0.27775209	-1.0235746	0.1726064	1.098023	0.75543787	1.6728974	-1.3372708	-1.0111325	0.7123453	0.34590066	-1.4675124	-0.24367704	-0.35306388	-0.71261257	-0.83908652	-0.18632272	-0.57777097	0.0049201911	-0.29159692	-0.2170327	-0.11501145	2.4372912	0.63206394	2.1787607	-1.0666746	-0.88692219	0.15004854	0.65923652	1.540788	0.56331565	-0.2066397	1.4390498	0.24203005	0.69113908	-0.6123778	0.097465228	-0.057172989	-3.4194286	0.16263066	0.73734543	1.0242387	1.2602858	0.089652388	2.077642	-0.032036227	-0.9088295	2.160993	0.32471786	-0.22359021	-2.5532938	-0.67990923	0.41930428	1.4980895	1.0155338	-1.8485779	-0.68316872	1.0772492	-0.0076609855	-2.2997116	1.6755113	1.9230026	1.027819	-1.8400673
-3.7302947	2.6414296	-0.21382614	-0.44973729	0.79934849	0.32720211	-3.3328481	-1.2007565	2.3828533	-0.54865205	-0.47249266	-0.0021442512	-1.4933225	-1.4096686	0.427175	0.0081878596	1.0284298	-0.84466222	-0.71097476	-0.47832809	-1.5678363	0.67351419	0.54368274	-0.51384185	0.21431909	-0.35431237	1.1762154	0.08296327	0.01279859	-0.52185759	0.039707872	-1.5411431	0.85610584	1.4377324	1.6550566	0.38718423	-1.0497845	1.0048971	-1.1547275	-1.8152539	0.45371361	-1.3823445	-2.0649568	-0.45065282	0.51637718	-0.30880533	0.83357225	-0.74585283	-1.1714265	-0.97157677	1.0517672	1.2712975	2.1602259	-0.51901156	-0.96059199	0.14723286	-0.17245567	0.61758115	0.85213683	1.7210567	0.4758597	0.48906627	0.79198616	0.60743369	0.88018586	-1.4204485	0.18011071	-0.18989925	0.46546111	-0.011950482	1.3091236	-0.94591416	-0.97689555	-0.10761565	-0.92459326	1.1337596	3.8189913	-0.87807436	1.5723972	0.38620877	-0.24567734	2.1770506	0.6195546	-0.93752727	-0.86964122	-3.3717191	-1.1627466	2.2592278	-0.1801437	0.78400937	-0.58985685	0.60378711
-3.7798745	2.5957313	-1.3525252	-0.91201479	0.014214808	0.081700875	-0.2251766	0.77479452	0.20473168	0.0017931613	-0.15691903	-0.68393073	-1.5609359	-0.84080992	0.89161606	0.35780426	0.10116055	-0.33194331	-0.62315055	0.95477044	-0.94961767	0.5038502	0.54163959	0.30867248	-1.7588844	0.14289368	0.92919197	0.51110395	-0.074575359	0.13550804	-1.6621156	-2.2939664	1.2973278	0.55631507	1.4978257	-1.9085621	-1.5883731	-0.47161604	1.4319161	-1.3250117	-0.34985576	-1.7544789	-0.47280939	-1.3908386	-0.89697521	-0.58574547	0.10487488	0.084182816	-0.069861877	1.0093423	2.2799657	1.6852297	1.4837854	-1.0997613	-1.6552239	-2.8197123	0.13765732	1.0979308	1.283899	-0.89064556	3.5594021	-0.55440025	1.985133	0.010801886	0.34771347	0.24873947	-1.7018855	0.018235912	1.2942254	-0.14928999	0.97287356	0.54114437	1.829075	-0.8427394	-0.73501156	2.6594244	1.9994741	-0.93034954	-2.100099	-0.47290269	-1.7990689	0.46137506	3.0227006	-1.351249	-0.10765854	-0.59181668	1.8248069	-0.41657821	0.74355068	-0.076215565	0.23287261	0.37805424
-3.7562811	2.6260428	-0.58803125	-0.63020017	1.3711739	-0.24493074	-3.4451783	-1.013555	1.7499506	-0.57500332	-0.013481489	0.05988748	-1.2692388	-2.3197295	-0.43469902	0.084992693	0.4830425	-0.17616719	-0.97105391	0.21931243	-0.89299491	0.54954545	0.76813202	-0.472943	0.12303688	0.84416072	0.06221769	-0.047184435	0.96519884	-1.36296	-0.76402003	-0.79188401	0.62674254	0.46735939	1.2398026	-2.4557397	-1.0799491	0.19843124	-0.81017224	-0.98389241	0.33339008	0.77390811	0.39546933	2.7550547	-0.34352612	0.35548597	1.0551098	-1.3616875	-0.31906625	-2.7263849	-0.14507887	0.56712928	1.988139	-0.1651566	-0.9454182	-0.65092928	-2.3553944	0.043134955	1.0043041	1.4573639	-1.0129587	-1.1087506	0.62829176	-0.25487772	0.83231158	0.30855523	-0.2654758	0.25658474	0.99268599	1.1102398	1.2180882	0.59683873	-0.042423098	0.96855782	1.0613941	1.1794699	2.3662301	1.8484434	-0.83981489	-0.41765596	1.1237156	1.9936019	1.4247388	-0.59602582	-2.346211	-6.3619923	0.60619483	-0.02195902	0.52986322	1.4240143	1.5228042	1.089695
-4.1056397	3.0928727	-1.2216159	-0.40937335	0.54312314	-0.4624736	-0.40824018	-0.080438443	1.1363291	0.15318252	-0.075403414	-1.3475288	-1.4064314	-0.86576257	0.39868893	0.79943483	1.0136915	0.68695272	-1.0329339	0.16186857	-0.50081775	1.3712773	0.6876485	-0.047655784	-1.2523229	-0.85515189	0.5329968	-0.15461637	-0.17824059	0.43868535	-0.58818104	-1.6594507	1.6644935	1.8479483	1.8695898	0.69904297	-1.2238877	0.18389983	-0.75982544	-0.20591313	-1.8064226	-1.3705943	-0.86383451	-3.6709542	-0.57105183	0.094044222	0.05247798	-0.46880596	0.36114949	0.67211943	2.5834529	1.2453774	1.7282087	-2.7926454	-0.68958567	1.3039405	1.1107265	0.37469221	0.76631489	0.71475257	1.5618723	0.85001043	0.23723861	-0.15044711	0.20985014	-1.4682772	-0.2694914	-1.8322811	1.2199793	-0.29527559	0.9977938	-1.2175393	1.6290107	0.67171735	-3.367427	3.0828637	0.74319881	-2.8230684	0.85994445	-1.0281006	0.20380725	0.53964635	1.9763084	-0.80343727	0.60370205	2.1078701	-0.68812168	-0.62382298	0.42986608	-0.49290012	1.2751111	-2.3655522
