alpha	alpha_i_sd	beta[1]	beta[2]	beta[3]	beta[4]	beta[5]	beta[6]	beta[7]	beta[8]	beta[9]	beta[10]	beta[11]	beta[12]	beta[13]	beta[14]	beta[15]	beta[16]	beta[17]	beta[18]	beta[19]	beta[20]	beta[21]	beta[22]	beta[23]	beta[24]	beta[25]	beta[26]	beta[27]	beta[28]	beta[29]	beta[30]	beta[31]	beta[32]	beta[33]	beta[34]	beta[35]	beta[36]	beta[37]	beta[38]	beta[39]	beta[40]	beta[41]	beta[42]	beta[43]	beta[44]	beta[45]	beta[46]	beta[47]	beta[48]	beta[49]	beta[50]	beta[51]	beta[52]	beta[53]	beta[54]	beta[55]	beta[56]	beta[57]	beta[58]	beta[59]	beta[60]	beta[61]	beta[62]	beta[63]	beta[64]	beta[65]	beta[66]	beta[67]	beta[68]	beta[69]	beta[70]	beta[71]	beta[72]	beta[73]	beta[74]	beta[75]	beta[76]	beta[77]	beta[78]	beta[79]	beta[80]	beta[81]	beta[82]	beta[83]	beta[84]	beta[85]	beta[86]	beta[87]	beta[88]	beta[89]	beta[90]
-11.860303	12.158581	-5.1820771	1.5825049	-5.0390616	-10.942227	-2.9644075	-11.319553	0.40464518	8.7091613	1.2073202	-3.2461827	3.2424945	-3.5288337	2.2780813	8.5263163	2.6340173	-0.27245306	6.6351438	0.60699831	-4.7608884	2.5421677	-4.3530132	-10.619494	-4.5055914	-9.6333327	0.62475571	8.671085	1.2496447	-2.5567339	3.4814218	-4.2183277	2.5711602	9.8918887	3.2303364	-0.12984524	7.2920347	0.29109786	-5.7184214	3.2306678	-4.8587584	-10.447445	-6.130826	-9.7021617	1.6579562	8.4887099	0.95337592	-2.7624081	4.5915706	-2.8416994	2.3241512	10.293935	3.4667113	0.33760458	8.0940871	-0.76045642	-5.6228478	3.8587055	-5.2901855	-9.086965	-4.3286912	-8.4529974	1.5279115	8.6905536	1.8222493	-2.1680159	4.5790566	-3.6538437	3.0229894	10.980627	3.0866349	-0.1430173	7.7074	-0.35422614	-7.7296122	2.8013132	-7.1287655	-11.200373	-4.6274699	-9.3734076	2.3188054	9.9087053	1.6135735	-2.3509361	3.6634516	-2.9175151	2.7647325	10.294294	3.7866635	0.4595922	8.1302979	0.79446579
-11.865832	12.20381	-5.5651127	2.2042581	-6.0098664	-11.597365	-2.7559411	-11.226087	1.2643479	8.0446145	0.66164763	-2.0850356	3.6247754	-3.5172803	2.4847692	10.207985	3.4512641	-0.32333279	6.4951368	0.16004163	-5.547115	2.3794405	-5.2445862	-10.896587	-5.4922272	-10.696643	0.86464527	9.1232244	1.1955185	-2.1548353	4.812589	-2.9830715	2.1202586	10.531394	3.4306975	-0.063778323	6.2889002	0.29666988	-5.068456	2.48868	-5.099652	-10.018126	-5.7216541	-9.4282343	0.59690208	8.6850433	2.0870777	-2.3616387	4.2985716	-2.8939782	3.1591366	10.929344	3.5954313	-0.16769835	7.0268661	1.0505136	-5.8484102	3.0147538	-5.517162	-9.4763872	-2.8310279	-8.8626331	1.3911758	9.3123307	1.6406257	-2.3826984	4.6272659	-4.3359801	3.1834945	10.727635	3.6929986	-0.034576757	7.5698591	0.2075196	-8.6143634	1.1975552	-6.5525182	-10.423812	-4.9433086	-8.497356	0.34763161	9.7112659	1.0716615	-3.2278078	4.3122367	-3.2733556	3.5166887	10.911802	4.1438531	0.047232091	7.1717127	0.38065716
-11.877197	12.18793	-5.5776921	2.1656517	-6.078836	-11.719844	-2.8231068	-11.153832	1.3115266	8.0993803	0.66192424	-2.0414761	3.6124307	-3.4289031	2.4061359	10.121937	3.4616706	-0.23858557	6.5374494	0.14350835	-5.7402432	2.5017738	-5.3172232	-11.00244	-5.5774228	-10.740099	0.87791285	9.1266938	1.3347013	-2.0695017	4.8198321	-2.8471421	2.2704759	10.567808	3.2420594	0.035242099	6.240319	0.41088098	-4.9191268	2.7456095	-4.8906511	-10.103128	-6.0018165	-9.4762635	0.64373243	8.6185484	2.0444603	-2.2894784	4.2772489	-2.9905382	3.2114883	11.032541	3.5876567	-0.17285389	6.934913	0.8848505	-5.8007168	3.0337434	-5.4621665	-9.4516804	-2.8577812	-8.8487929	1.4035259	9.4043078	1.7450627	-2.3240748	4.5668327	-4.3805345	3.133433	10.614614	3.7265978	-0.033748758	7.5001461	0.33648494	-8.89503	1.4294384	-6.5575859	-10.23174	-5.0229395	-8.3192238	0.38569253	9.559819	0.98324257	-3.4921994	4.3593543	-3.4050458	3.4335364	10.896866	4.1598605	0.026562899	7.1872776	0.46670205
-12.092056	12.350957	-5.8006572	2.3480681	-6.1182534	-11.465545	-2.6248437	-11.142475	1.3435878	8.0649724	0.68391205	-2.2488124	4.2345086	-3.5950125	2.2178224	10.04855	3.2320948	-0.24944691	6.3509194	0.41903274	-5.3836862	3.1131819	-5.1840726	-10.580468	-6.010479	-10.137321	1.1418698	8.654261	1.6382522	-1.8563951	4.6949234	-3.234776	2.3517751	10.37984	3.4265333	-0.12994264	6.4365288	0.42528052	-5.5204381	2.9792541	-4.4460479	-10.881973	-5.920192	-9.946284	0.65488562	8.5114878	2.0128715	-2.3526116	3.9385377	-3.2515344	3.1711818	11.126098	3.7508615	-0.060223612	6.5415444	0.95194172	-5.9926586	3.1232143	-5.4459843	-9.4110601	-4.0486961	-8.7670745	1.0653163	9.4188846	1.8123882	-2.5227819	5.0826806	-4.2529189	3.3049266	10.679912	3.4800406	0.29249653	7.2188572	0.14790618	-7.9339576	1.4289416	-7.0021653	-10.041702	-4.4928218	-8.5729656	0.7561053	9.4520364	1.0427215	-3.1740868	4.7108012	-3.6331482	3.3962055	10.847587	3.6911979	-0.19048444	7.7717609	0.05543865
-11.726758	12.140023	-5.8955349	2.1781026	-6.0775695	-12.022044	-2.7060025	-10.375039	0.42228531	8.336837	0.1311773	-2.8801524	3.3806323	-3.878601	2.3134296	8.6500541	3.1264514	-0.11992667	5.8676728	-0.082836895	-5.6069244	1.7481049	-4.3849235	-10.890621	-4.6847245	-9.9961862	0.95039124	8.8129177	0.81088785	-2.3316411	4.2381692	-2.9929684	2.5769033	9.1680096	3.2188845	0.38990315	6.402917	0.42918796	-6.0355928	2.8284449	-5.0036475	-9.3473292	-6.5574982	-10.057828	1.923018	9.0557096	2.0030337	-2.263151	4.4258104	-2.5514032	2.5467602	9.6675341	3.5752278	0.6944357	7.4384232	-0.43086452	-6.387132	3.0360064	-6.0192065	-8.9495376	-2.043852	-10.389828	1.5315623	8.8196814	1.9820293	-2.5005384	4.2459862	-4.0643531	3.1538848	10.836433	3.5808181	0.50866713	7.6487419	0.60007186	-7.2762104	1.8715827	-6.9911694	-10.05136	-3.9139427	-7.5918133	1.7448081	9.6042847	1.3656669	-3.1805661	4.53378	-3.099062	3.7238718	10.679548	4.0471812	0.72965688	7.1211158	0.9548871
-11.657653	12.17076	-6.7897208	1.9915371	-5.9402897	-9.6632862	-3.5158797	-10.948483	0.43643061	8.5871931	1.6179936	-2.5722817	3.8562231	-2.3184163	2.0812251	9.8619297	2.0919466	0.38858168	5.6351322	0.40943616	-5.2580116	2.606043	-5.1425917	-10.612695	-3.9880996	-10.606573	0.78168077	9.4859519	1.5342223	-2.600561	4.6159649	-3.7860092	2.442542	10.168132	2.565849	0.16681085	5.9022766	0.6439401	-5.715631	3.0539157	-4.838245	-11.166695	-4.3852774	-9.9865271	0.44829739	9.4674958	1.5733546	-2.6342062	4.7123906	-2.0746317	3.1405545	10.836983	2.5426767	0.28301635	7.2668846	1.3720895	-5.813873	2.0122835	-5.828173	-9.5844595	-4.3885585	-8.752423	1.6408715	9.7182145	1.2469513	-2.212062	5.2798311	-4.5922797	2.6877297	10.536506	2.7827247	0.4801632	6.9686581	0.72595285	-7.6782385	1.6731223	-6.4426574	-11.855318	-3.589964	-10.920033	0.54145913	10.232862	1.7385518	-2.6821791	3.9348398	-1.8100695	3.2190874	10.608885	3.8080483	0.45475531	6.8453663	0.98883649
-11.916751	12.470482	-6.27145	2.4739921	-7.0799176	-11.424851	-2.6994963	-8.9226021	0.55713955	8.9743628	0.57242525	-3.1297344	3.9364319	-2.6387011	2.3552707	9.6052885	2.5950469	-0.14974002	6.1797438	0.46960137	-6.2417956	1.903526	-5.9970097	-10.600643	-5.3465867	-9.8144441	1.0344938	8.9098689	1.5025261	-2.8853077	4.4915644	-2.2266083	2.4695553	10.101336	2.423576	0.14436082	7.1676444	-0.14053218	-6.0795571	2.0523648	-5.7337011	-10.715801	-6.0040831	-9.9371011	1.9268423	9.1111577	1.9162424	-2.0750735	4.3309157	-3.0936835	2.4457126	10.619289	3.4185887	0.67202202	6.8337493	-0.16344012	-6.297181	2.5740273	-5.8921866	-8.6344073	-2.1738513	-10.834032	0.99361045	9.0895994	1.6498686	-1.8306912	4.6976668	-3.7707503	3.4751566	11.531942	3.0313998	0.075021561	7.012903	0.57277416	-8.4469157	1.9327443	-6.5923616	-9.9237795	-3.2622816	-8.4834236	1.3669841	10.154151	1.8425067	-3.1404454	4.3782604	-3.5164438	3.1742982	11.95153	3.3877966	0.15827204	7.1001358	0.82532295
-11.857702	12.354995	-6.2275551	2.3523831	-5.7953506	-10.742842	-2.5443076	-9.934902	0.27099111	8.7220707	1.3685355	-2.3442986	3.376441	-3.0677344	2.6768782	9.5626563	2.3587288	-0.0051718917	5.7006255	-0.5668767	-6.1609059	1.5403027	-5.4145057	-10.104353	-3.8948722	-9.9631732	1.4588466	9.6036764	1.4069346	-2.3906531	4.8702851	-2.7750331	2.6850959	10.071126	2.8246085	0.34602407	6.1380968	0.06886619	-6.1955233	2.5872118	-5.8102596	-9.841301	-6.0799759	-10.30786	1.0495557	9.2224863	1.9542781	-2.3361228	4.5239839	-2.7752034	3.1028367	10.628647	2.8820903	0.012500542	7.558216	0.19480759	-5.7489926	1.8557956	-5.4383688	-8.9612125	-3.2946007	-10.705434	1.5421703	9.2031372	1.6923133	-2.1110163	4.0842861	-4.153749	2.8667689	11.297797	2.8829226	0.033698833	6.4633128	0.34214282	-7.7314748	2.2194856	-6.5036828	-10.341778	-3.6099581	-9.3647113	0.94806491	10.173422	1.6714155	-2.6698295	4.6087229	-3.9165499	3.4123149	11.101158	3.8275212	0.58890708	7.1193903	0.77560404
-12.196955	12.679796	-6.9946518	1.0424965	-5.5531889	-10.039881	-2.0631474	-11.749426	0.6692119	8.3959591	0.20898718	-3.205343	3.6308681	-3.5986441	2.4166064	8.9311197	2.7912335	-0.17972113	5.1854314	0.99103316	-5.3681482	1.5743308	-5.2334854	-10.225401	-2.9094032	-10.170575	1.0550086	9.2576841	0.89793406	-2.058865	4.5136814	-3.9112016	1.9605607	10.727058	3.007884	0.26759153	6.0534212	1.2694623	-6.2964845	1.8844091	-4.6306667	-10.385791	-4.4687524	-9.6668167	0.79623932	9.408327	2.1476592	-3.1950008	4.9232739	-2.5943243	3.0171619	10.725912	3.248936	0.35372785	7.0180728	1.2218743	-6.3243532	2.7986375	-5.5745981	-9.948063	-1.5138439	-9.5202259	1.1839776	9.567563	2.1410106	-1.9600135	5.0843599	-4.7040952	2.962831	10.823363	3.2561762	-0.011875173	7.620707	0.82708759	-8.1606348	2.0661958	-5.8182743	-11.651472	-3.6565398	-10.155874	0.63027401	9.7828849	0.71718328	-2.98559	4.2752791	-3.3324909	3.5545845	10.493493	3.4484401	0.57691874	7.2282679	1.1844707
-12.129246	12.503577	-5.3884109	1.2669332	-6.1646013	-9.9631913	-3.4145595	-12.263237	0.47999607	7.9766251	1.4988202	-2.4808984	3.9637541	-3.3312578	1.9452447	9.2531152	3.1599952	-0.5779773	6.1810029	0.88844727	-5.6623914	2.2549567	-4.7052255	-9.8768704	-3.386251	-10.492805	0.63373266	9.0276323	1.0960479	-2.7650401	4.5651142	-3.39626	2.9965763	8.8217273	3.5889405	-0.83556597	6.3446176	0.4897419	-5.2651354	3.6353646	-5.4336163	-9.2086318	-3.850634	-10.387037	1.2552386	8.6911502	1.3045057	-2.0524004	4.3223856	-3.520034	2.4372883	9.996404	3.7717469	0.32076107	7.2095489	0.56937275	-6.2160499	3.4450392	-6.1536826	-8.7749471	-3.6353684	-9.7630614	1.3237819	8.8907548	1.2306551	-2.3099278	4.726877	-4.645956	2.9997111	10.566419	3.3347111	-0.10447257	7.1719063	1.1552178	-6.1448429	2.6632673	-7.0828017	-10.674501	-4.3037172	-10.618904	1.1256023	9.9793379	1.7874239	-3.2904212	4.8380256	-3.4700625	3.0925218	10.879665	4.2696639	-0.19332893	7.3373958	1.0393123
-12.236718	12.654601	-6.0762753	3.0048926	-6.4401156	-10.419615	-1.0577513	-10.528271	0.22170003	8.4808333	0.34794603	-3.1908196	4.0724349	-3.3012253	2.0125195	9.1896876	2.6889912	-0.67772124	5.6620396	-1.5138087	-4.9967761	3.2625727	-4.4524274	-11.236806	-4.6328931	-9.7525846	0.61643868	9.3715622	1.2020419	-2.816501	4.973357	-2.9939703	2.6129399	10.137031	2.6180271	-0.22790475	5.9129043	-1.0303843	-5.3794004	2.9417949	-4.1708342	-10.029383	-4.9224865	-10.113172	1.3293443	9.0258334	1.8312114	-3.353767	4.9598552	-2.1608882	2.3268934	9.6871483	3.6382818	-0.36446498	6.8131308	-0.43092576	-5.6989247	3.3191155	-4.8793629	-9.3082957	-2.5883281	-9.5317115	0.55094182	8.9576536	1.7061552	-2.4102798	5.2943395	-3.4805663	2.7083172	10.445198	3.4952202	-0.18993617	7.3676648	-0.46404245	-9.1840726	2.6759764	-6.0554104	-10.847039	-1.5853169	-9.4630111	0.91762253	9.7869231	0.95935738	-2.5130443	4.5954228	-3.6851145	3.4034913	10.839815	4.3354068	-0.070445711	7.3070594	0.61898126
-11.885812	12.134652	-5.2364911	1.7614007	-6.0373013	-10.98908	-3.1007039	-11.315283	0.61430382	8.4967191	1.188914	-2.3349207	3.301745	-3.091004	1.9064986	9.3038439	3.6814268	-0.41144069	6.0349724	1.1033863	-5.7651845	1.9726876	-4.3683909	-10.853284	-4.8078633	-10.216838	1.255549	8.7753855	1.2026076	-2.6231104	4.4648314	-3.1663496	2.7431791	10.440685	3.3871037	-0.15533378	6.1499253	1.4325772	-6.166112	2.953782	-5.2923132	-10.302546	-4.6902877	-9.7789938	1.7556471	8.6408001	1.7226374	-2.1463286	3.9214291	-2.5301315	2.4550661	10.187436	3.7501901	-0.29254672	6.6156316	1.1940051	-6.0718537	2.614963	-5.2885498	-9.3768257	-3.7765204	-10.318257	1.3423415	8.5324991	1.7570296	-2.0218313	4.4239793	-4.3421056	2.6772442	10.901098	3.7889249	-0.17021158	7.1323022	1.041532	-5.9985517	2.2411747	-6.5901131	-10.235543	-4.1297244	-10.432215	0.68178769	9.5958375	1.6399574	-3.3059038	4.4815067	-2.6950034	2.9004139	10.88634	4.0355022	0.077648098	6.8879353	0.37066414
-12.013444	12.464035	-6.4051774	1.9266891	-6.1740876	-10.478817	-2.1744552	-11.089355	0.26159017	8.8126945	1.0863586	-2.7706567	3.7716065	-3.4974845	2.0729564	9.5570249	2.7205071	-0.17937403	5.5281961	-0.615704	-5.2101995	2.2531697	-4.9644962	-10.230337	-5.334175	-9.629304	0.74102676	9.0926784	1.7015225	-2.7561052	5.3020632	-3.2322694	2.7508413	10.310886	3.1066429	-0.060051353	6.0136302	-0.1706514	-5.4222343	2.6067047	-4.7421009	-10.506791	-5.2012712	-10.161524	0.83242079	9.2343024	1.9077636	-2.6899451	4.6073829	-2.5999527	2.2504229	10.020009	3.7163765	-0.20353308	6.4325121	-0.012538903	-6.1436744	3.0317085	-4.9075923	-8.7934809	-4.0607095	-8.7611196	0.97689767	9.1193447	1.8675818	-1.9031004	5.2099241	-3.8909362	3.00353	10.772198	3.6651638	0.040928847	7.0897416	-0.18397475	-9.5551782	2.2393718	-6.2075208	-11.596531	-3.2102802	-9.3150638	1.1862933	9.7126306	1.292319	-1.6959273	4.2055061	-2.9913805	3.4592756	11.306488	4.4318974	-0.072908399	7.1851158	1.3880754
-11.504142	11.939113	-6.5782182	1.6801507	-6.0532755	-9.8766255	-2.3562675	-10.582814	0.54372491	8.1684036	0.33504797	-2.6153936	3.5412672	-3.2989836	2.3510756	9.363055	2.9294617	-0.66368436	5.7494333	0.27274636	-5.5325212	2.1224736	-4.8511295	-9.9160163	-4.0623886	-10.06139	0.56095852	8.5169816	0.67780577	-2.1048509	3.8497083	-3.2653822	2.3366788	9.9230204	3.2818108	-0.11828571	6.1591511	0.46226854	-6.0718591	3.319017	-4.7720793	-10.062055	-5.2242803	-8.9294034	1.0285196	8.5159605	1.531956	-2.0243746	4.8315735	-3.5223698	3.0273693	10.657345	3.4396685	0.33475123	7.2416586	0.26982824	-5.841036	3.0631926	-5.714123	-9.4926256	-2.7034124	-9.5779406	1.1850187	9.0758957	1.1313145	-1.8329317	4.8254874	-3.5360435	3.2629194	10.306456	3.4879604	0.040703405	6.8311175	1.1155809	-7.3161087	1.9946208	-5.2736045	-9.8525011	-4.4628749	-9.0458122	1.0357899	9.6490944	0.97258787	-2.9195925	4.5078547	-4.1660419	3.3202645	10.147344	3.6515597	-0.055865206	7.4591217	0.24740646
-11.543182	11.929455	-5.6080243	1.3197741	-5.2520406	-9.2984047	-2.522078	-10.223135	0.65075648	8.421805	0.38801139	-2.5251233	3.8163142	-2.6924215	2.5622864	8.5247407	2.8090289	-0.19801121	4.977783	0.35227996	-5.1319161	1.4543499	-4.926763	-10.089952	-5.013204	-10.452821	0.71092629	8.8561115	1.3286173	-2.637371	4.9671521	-3.3712723	2.9186533	9.1672544	2.7624571	0.56961443	6.3535109	0.80514045	-5.8431713	3.0577631	-4.951701	-10.355705	-5.4784609	-9.8356994	1.0713343	9.0610836	1.9425551	-2.4160611	4.3554689	-3.2911638	2.7843092	9.4151685	3.290564	0.7047916	6.4094154	0.42097736	-6.20267	2.8429248	-4.8881733	-9.0458624	-2.863294	-10.368971	1.2671276	9.1546865	1.2432125	-1.2718911	4.935911	-4.4215787	2.985466	10.352921	3.1497228	0.29018029	6.2038678	0.24205663	-6.7429457	2.3969845	-5.7250055	-10.455881	-3.841262	-10.236552	0.87332111	9.5893368	0.99399114	-2.1342378	4.696835	-3.4229087	2.7498592	10.748711	3.8312079	0.21426977	6.7384035	2.0047388
-11.482244	11.828084	-5.700738	1.6294766	-4.9544581	-10.096343	-3.0405968	-10.053892	1.0894935	8.2219113	1.2063763	-2.4247897	4.2141871	-3.2551866	2.0555717	8.8808455	3.2687991	0.27308202	5.7930476	-0.034866347	-5.3433375	2.1621226	-3.9551665	-9.9369514	-4.7506445	-10.036179	0.81017408	8.0816643	0.87829367	-2.1713857	4.28979	-3.6360293	2.2962477	9.2023226	3.5082732	0.50975287	6.4089812	-0.14823163	-6.1727461	2.5833379	-4.045277	-9.8530718	-5.1785402	-10.09024	0.68828378	8.7012145	1.6721504	-2.3364108	4.3500875	-2.1159858	2.8344505	10.007313	3.4895789	0.76868409	7.3493562	0.44211623	-6.1906374	2.4074893	-6.0308213	-9.1739683	-2.3959531	-9.8996122	0.70827646	8.9435904	1.7500348	-2.1035396	4.8141736	-4.3225735	3.1362964	10.067437	3.2187215	0.93545948	7.3313627	0.93043598	-8.6582678	1.2575769	-6.3543567	-10.237393	-4.4174533	-9.6322876	1.0221919	9.3963209	1.0481188	-2.8416234	3.5852311	-2.7362793	3.5395102	10.503383	3.7797814	0.21949193	7.2759852	0.7879796
-11.980206	12.443987	-6.6827683	1.5468472	-5.2728379	-11.287466	-3.2943488	-11.346402	0.1911567	8.3052568	0.99955088	-2.338547	4.3075124	-3.2050539	2.1046417	8.7256082	3.0536724	-0.86315907	5.854577	1.3731942	-5.9581323	2.0671093	-4.8348659	-10.927786	-4.3450445	-10.047632	0.50491754	8.8555857	1.6879618	-2.0433957	4.3041984	-2.8670417	2.3392643	10.24685	3.306395	-0.037341447	6.1945667	1.1191092	-5.4670845	2.455512	-5.0133627	-10.828174	-6.4617553	-9.5010852	1.3365157	9.0635489	2.1458217	-1.4922992	4.7482456	-3.1161385	2.6286268	10.041782	3.6183181	0.31803695	7.0051849	1.4011655	-4.9779599	2.4986013	-4.8798814	-10.284616	-4.472474	-8.9878069	1.4779497	9.1340693	2.0350034	-1.1291113	4.9404598	-3.9167318	2.8689077	10.336919	3.6474858	-0.3296001	6.4070503	0.87009978	-7.7422779	1.5430482	-5.9660906	-11.373407	-4.0751458	-9.683436	0.45316022	9.7161699	1.2419851	-2.8834905	4.6911441	-2.9901279	3.4279551	10.242223	3.6530423	0.98058891	7.1574212	1.7498585
-11.708697	12.115469	-6.2048645	1.5569909	-5.0012044	-11.270276	-3.3165025	-11.669127	0.90644155	8.4267824	0.876855	-2.1661297	3.9092183	-3.0329491	2.1906726	9.5052626	3.4325164	-0.57774089	5.3910782	0.37504802	-5.4797882	2.4624645	-3.6272798	-11.011368	-4.8050701	-10.960081	1.1056529	8.7271969	1.0031466	-1.4542836	4.085226	-3.8751154	2.5926753	10.229015	3.8862626	0.34970822	6.2417162	-0.051525875	-6.2007282	2.7666963	-3.7068512	-10.238568	-5.920369	-10.944233	1.0997254	8.9001824	1.7821029	-2.5444483	4.3322347	-2.714947	2.9771186	10.588914	4.2013477	-0.129292	7.0342195	0.13220463	-6.2846706	3.4728329	-5.3430641	-9.9335189	-3.4080391	-10.615143	1.0173979	9.1879	1.6154969	-1.861058	4.4320014	-4.2061565	3.5895871	10.989301	3.4786504	0.42266309	7.1562366	0.49703946	-8.9048907	2.6087142	-7.4460215	-9.3817619	-3.2182167	-9.5847089	1.7047706	9.6359705	1.5170833	-3.5580981	4.4914111	-2.8250733	3.4448898	10.672915	4.3876681	-0.21236503	6.9993075	1.2950169
-11.798987	12.146053	-5.2402589	1.2370232	-5.3007173	-11.60026	-4.4135275	-11.678362	0.85419417	8.3819726	1.4551861	-2.6134731	3.8014622	-2.7138453	3.2389832	9.6983399	3.1816065	-0.54601297	5.9092943	-0.30427782	-5.8687985	1.8521681	-4.2462703	-11.686038	-5.2749043	-10.310789	1.2309693	8.9933235	1.6079994	-2.5663704	4.6984388	-3.0883543	3.1609406	10.017903	3.3498079	-0.12707347	6.1756252	0.45736092	-5.1501725	2.6613499	-4.3681652	-10.71422	-5.3221565	-9.855605	1.7072592	9.2409721	2.1497398	-1.8197206	4.608087	-2.9587466	3.1989777	10.067031	3.4008066	0.2667131	6.4199537	0.77606235	-5.7153259	2.0749703	-4.7706114	-8.8471656	-3.4599265	-9.3659757	1.5598551	9.262753	2.4319537	-2.0411589	5.0031783	-3.2183723	3.4178051	10.633368	3.6968882	-0.44387635	6.8766128	0.27185186	-8.791802	1.6049478	-6.1536656	-11.603458	-5.0746441	-10.220905	1.5044838	9.7177329	1.6778431	-2.5065299	4.15304	-3.6869137	3.7239609	10.257749	3.8621369	0.34690838	7.0481809	0.74267957
-12.164623	12.60579	-6.1851915	1.8482715	-6.0767747	-11.044874	-3.7838833	-10.835693	0.82421131	8.6635548	0.62337573	-2.0210998	4.3744626	-3.9879792	2.8357593	9.7175948	3.4347788	0.42621647	6.3024105	0.97400395	-5.3525409	2.5318864	-5.7514232	-12.203661	-3.6872645	-10.211471	0.54837109	9.0228993	1.4397693	-1.5409749	4.6005788	-4.076884	3.0422829	10.228812	3.5409224	0.61958012	6.0503295	0.49920762	-5.3632069	2.458996	-4.8361714	-10.892921	-5.4944547	-9.7024791	1.4076415	8.8932591	1.2393932	-1.8740725	4.6393901	-3.5415741	3.4036843	10.837957	3.401634	0.52993744	7.2221793	1.0474118	-5.5894834	2.2399551	-5.9144456	-10.310507	-4.1604047	-10.266727	1.0280174	9.3979195	1.3601481	-1.413074	4.9745273	-5.1615969	3.7208884	11.161176	3.5490229	0.34972002	7.9868733	0.99462225	-8.5934306	1.2985819	-7.1659034	-11.262984	-4.6058169	-10.709485	0.38080831	9.3217281	1.091087	-1.8300395	4.3925786	-3.5747145	3.6793837	11.705907	4.1145729	0.49773164	7.7406549	0.80653888
-12.489913	12.833908	-6.1919444	1.346113	-6.0090186	-11.54777	-4.2722519	-12.020422	0.42020999	8.2324621	0.8694197	-2.2657918	4.4402823	-3.7809273	3.0931385	10.104604	3.6191477	-0.88075481	6.5772155	-0.12065429	-6.5685106	1.528016	-4.628628	-10.696743	-6.7872107	-9.8218244	1.0002843	8.8557735	1.2556398	-1.9847156	5.6024567	-4.4954856	2.9670724	10.011105	3.67973	-0.49969416	7.354209	0.30327336	-6.1077892	2.7436328	-5.3197485	-10.424178	-5.838417	-10.242998	0.84714118	9.8330557	2.1713863	-1.376445	6.0216932	-3.9994184	3.0695432	10.76466	4.4257781	0.18497046	7.8597016	0.3823325	-6.2693113	2.8436237	-5.7391763	-8.9761194	-3.5551663	-9.6669114	1.2554521	9.3448552	1.8098994	-1.3893347	5.5740185	-4.8372034	3.4485535	10.955881	4.2280943	-0.044689459	7.4932646	0.074540744	-7.6328533	1.5300924	-6.8144942	-11.244448	-4.0242187	-10.425123	1.286263	10.134556	1.2254993	-2.1509039	4.7934391	-5.3475114	3.6257771	10.973316	5.0367602	0.18227037	7.8636002	0.75500229
-11.882925	12.221356	-5.2286219	2.1668631	-6.5740069	-10.798388	-1.4264229	-10.343105	0.43433577	8.0028874	0.81172542	-3.0182495	3.7195964	-2.6328503	1.9910626	9.6700949	2.638329	-0.15660328	6.142333	-0.36358557	-5.0765406	2.8816509	-5.2695777	-10.876074	-3.9425516	-10.623704	1.2281439	8.7887756	1.5640748	-2.28388	3.6950126	-2.7477615	2.6471266	9.768777	3.0396321	-0.089002633	6.6016295	0.5699824	-5.1144755	3.4538144	-4.9407848	-10.886639	-5.3069675	-9.8971952	1.0670712	8.8917005	2.2479701	-3.0045959	4.3457411	-2.6133022	2.9639349	9.9274346	3.325005	0.38933379	6.2188472	0.39088883	-5.6042913	3.4244137	-6.1069954	-9.5050733	-4.0028689	-10.769945	1.0803012	8.8843473	1.4820577	-1.7492249	4.3665545	-3.0736315	3.0687299	10.419803	3.848807	-0.24552535	6.9184095	0.42287997	-8.0748222	1.8355014	-7.3462322	-10.065745	-1.9906804	-10.071078	0.62058299	9.190945	1.0568046	-3.6730162	4.1275531	-2.4141851	3.4623621	10.456922	4.3630294	0.53636537	7.939863	0.81819223
-12.026871	12.297086	-5.3574279	2.4594238	-5.2710653	-11.750537	-3.265373	-10.642866	0.48180549	7.9714563	0.81180074	-2.5213958	3.8693289	-3.1115589	2.5742812	9.5471514	3.6041043	-0.26031168	5.9841446	0.10656664	-4.973011	2.8097579	-4.7552217	-10.397167	-4.9152289	-9.2656677	1.2125261	9.378815	1.0786968	-2.2136373	4.6597199	-4.1752348	2.7281203	9.7297746	3.4103755	-0.13141653	6.5230377	0.56829947	-5.595352	3.0989532	-5.5545645	-10.582256	-5.4742176	-10.950555	0.86954383	9.1507527	1.817739	-1.9963253	4.6212482	-2.936282	2.7372544	10.298543	3.4773282	0.3872029	7.1278321	0.28483649	-5.5016781	3.6152658	-5.8608382	-9.2963439	-3.8212843	-8.9040178	1.0271287	9.0507449	1.5311266	-2.5458479	4.4301437	-4.4082808	2.8731717	10.214413	3.6476806	0.099877597	7.7514152	1.4247256	-8.0710117	1.8823959	-6.8458579	-10.570882	-5.0389305	-9.6977446	1.4409758	9.5980486	0.92009944	-2.6393972	3.9889776	-3.5311922	3.8477154	10.893479	3.9037924	-0.38391818	7.0749512	0.61734914
